"Bowler","Season","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Striker","Stadium","Average","Economy"
"Shivam Mavi",2020,"Rajasthan Royals","Kolkata Knight Riders",35,4,48,"All","All",8.75,4.375
"Shivam Mavi",2020,"Sunrisers Hyderabad","Kolkata Knight Riders",49,1,30,"All","All",49,9.8
"Shivam Mavi",2021,"Chennai Super Kings","Kolkata Knight Riders",32,1,24,"All","All",32,8
"Shivam Mavi",2021,"Delhi Capitals","Kolkata Knight Riders",52,1,30,"All","All",52,10.4
"Shivam Mavi",2021,"Punjab Kings","Kolkata Knight Riders",44,2,48,"All","All",22,5.5
"Shivam Mavi",2021,"Rajasthan Royals","Kolkata Knight Riders",40,5,43,"All","All",8,5.58139534883721
"Shivam Mavi",2021,"Royal Challengers Bangalore","Kolkata Knight Riders",36,0,24,"All","All",Inf,9
"Shivam Mavi",2021,"Sunrisers Hyderabad","Kolkata Knight Riders",29,2,24,"All","All",14.5,7.25
"Shivam Mavi",2022,"Chennai Super Kings","Kolkata Knight Riders",35,0,24,"All","All",Inf,8.75
"Shivam Mavi",2022,"Gujarat Titans","Kolkata Knight Riders",36,1,24,"All","All",36,9
"Shivam Mavi",2022,"Lucknow Super Giants","Kolkata Knight Riders",50,1,24,"All","All",50,12.5
"Shivam Mavi",2022,"Punjab Kings","Kolkata Knight Riders",39,1,12,"All","All",39,19.5
"Shivam Mavi",2022,"Rajasthan Royals","Kolkata Knight Riders",67,2,48,"All","All",33.5,8.375
"Shivam Sharma",2014,"Delhi Capitals","Punjab Kings",32,0,24,"All","All",Inf,8
"Shivam Sharma",2014,"Mumbai Indians","Punjab Kings",32,0,24,"All","All",Inf,8
"Shivam Sharma",2014,"Royal Challengers Bangalore","Punjab Kings",26,2,24,"All","All",13,6.5
"Shivam Sharma",2014,"Sunrisers Hyderabad","Punjab Kings",31,1,24,"All","All",31,7.75
"Shivam Sharma",2015,"Rajasthan Royals","Punjab Kings",44,1,18,"All","All",44,14.6666666666667
"Shivil Kaushik",2016,"Delhi Capitals","Gujarat Lions",29,1,24,"All","All",29,7.25
"Shivil Kaushik",2016,"Kolkata Knight Riders","Gujarat Lions",14,0,6,"All","All",Inf,14
"Shivil Kaushik",2016,"Punjab Kings","Gujarat Lions",20,3,24,"All","All",6.66666666666667,5
"Shivil Kaushik",2016,"Rising Pune Supergiants","Gujarat Lions",32,0,18,"All","All",Inf,10.6666666666667
"Shivil Kaushik",2016,"Royal Challengers Bangalore","Gujarat Lions",50,0,18,"All","All",Inf,16.6666666666667
"Shivil Kaushik",2016,"Sunrisers Hyderabad","Gujarat Lions",47,2,48,"All","All",23.5,5.875
"Shivil Kaushik",2017,"Kolkata Knight Riders","Gujarat Lions",40,0,24,"All","All",Inf,10
"Shivil Kaushik",2017,"Royal Challengers Bangalore","Gujarat Lions",36,0,18,"All","All",Inf,12
"Shivil Kaushik",2017,"Sunrisers Hyderabad","Gujarat Lions",29,0,24,"All","All",Inf,7.25
"Shoaib Ahmed",2009,"Chennai Super Kings","Deccan Chargers",45,1,30,"All","All",45,9
"Shoaib Ahmed",2009,"Delhi Capitals","Deccan Chargers",44,2,30,"All","All",22,8.8
"Shoaib Ahmed",2009,"Mumbai Indians","Deccan Chargers",19,0,12,"All","All",Inf,9.5
"Shoaib Ahmed",2009,"Punjab Kings","Deccan Chargers",25,2,18,"All","All",12.5,8.33333333333333
"Shoaib Ahmed",2009,"Rajasthan Royals","Deccan Chargers",19,0,12,"All","All",Inf,9.5
"Shoaib Akhtar",2008,"Chennai Super Kings","Kolkata Knight Riders",14,0,12,"All","All",Inf,7
"Shoaib Akhtar",2008,"Delhi Capitals","Kolkata Knight Riders",11,4,18,"All","All",2.75,3.66666666666667
"Shoaib Akhtar",2008,"Mumbai Indians","Kolkata Knight Riders",29,1,12,"All","All",29,14.5
"Shoaib Malik",2008,"Chennai Super Kings","Delhi Capitals",39,0,18,"All","All",Inf,13
"Shoaib Malik",2008,"Mumbai Indians","Delhi Capitals",6,1,6,"All","All",6,6
"Shoaib Malik",2008,"Punjab Kings","Delhi Capitals",32,1,21,"All","All",32,9.14285714285714
"Shoaib Malik",2008,"Royal Challengers Bangalore","Delhi Capitals",8,0,6,"All","All",Inf,8
"Shreyas Gopal",2014,"Delhi Capitals","Mumbai Indians",20,1,18,"All","All",20,6.66666666666667
"Shreyas Gopal",2014,"Punjab Kings","Mumbai Indians",32,2,24,"All","All",16,8
"Shreyas Gopal",2014,"Rajasthan Royals","Mumbai Indians",61,3,42,"All","All",20.3333333333333,8.71428571428571
"Shreyas Gopal",2015,"Rajasthan Royals","Mumbai Indians",23,1,13,"All","All",23,10.6153846153846
"Shreyas Gopal",2016,"Rising Pune Supergiants","Mumbai Indians",18,0,18,"All","All",Inf,6
"Shreyas Gopal",2018,"Chennai Super Kings","Rajasthan Royals",20,3,24,"All","All",6.66666666666667,5
"Shreyas Gopal",2018,"Delhi Capitals","Rajasthan Royals",26,1,12,"All","All",26,13
"Shreyas Gopal",2018,"Kolkata Knight Riders","Rajasthan Royals",57,1,42,"All","All",57,8.14285714285714
"Shreyas Gopal",2018,"Mumbai Indians","Rajasthan Royals",51,0,24,"All","All",Inf,12.75
"Shreyas Gopal",2018,"Punjab Kings","Rajasthan Royals",26,0,18,"All","All",Inf,8.66666666666667
"Shreyas Gopal",2018,"Royal Challengers Bangalore","Rajasthan Royals",38,6,48,"All","All",6.33333333333333,4.75
"Shreyas Gopal",2018,"Sunrisers Hyderabad","Rajasthan Royals",18,0,18,"All","All",Inf,6
"Shreyas Gopal",2019,"Chennai Super Kings","Rajasthan Royals",54,0,42,"All","All",Inf,7.71428571428572
"Shreyas Gopal",2019,"Delhi Capitals","Rajasthan Royals",68,4,48,"All","All",17,8.5
"Shreyas Gopal",2019,"Kolkata Knight Riders","Rajasthan Royals",66,3,42,"All","All",22,9.42857142857143
"Shreyas Gopal",2019,"Mumbai Indians","Rajasthan Royals",42,2,48,"All","All",21,5.25
"Shreyas Gopal",2019,"Punjab Kings","Rajasthan Royals",36,0,30,"All","All",Inf,7.2
"Shreyas Gopal",2019,"Royal Challengers Bangalore","Rajasthan Royals",24,6,30,"All","All",4,4.8
"Shreyas Gopal",2019,"Sunrisers Hyderabad","Rajasthan Royals",57,5,48,"All","All",11.4,7.125
"Shreyas Gopal",2020,"Chennai Super Kings","Rajasthan Royals",52,2,48,"All","All",26,6.5
"Shreyas Gopal",2020,"Delhi Capitals","Rajasthan Royals",54,1,36,"All","All",54,9
"Shreyas Gopal",2020,"Kolkata Knight Riders","Rajasthan Royals",87,1,42,"All","All",87,12.4285714285714
"Shreyas Gopal",2020,"Mumbai Indians","Rajasthan Royals",58,4,48,"All","All",14.5,7.25
"Shreyas Gopal",2020,"Punjab Kings","Rajasthan Royals",54,0,30,"All","All",Inf,10.8
"Shreyas Gopal",2020,"Royal Challengers Bangalore","Rajasthan Royals",59,2,48,"All","All",29.5,7.375
"Shreyas Gopal",2020,"Sunrisers Hyderabad","Rajasthan Royals",63,0,48,"All","All",Inf,7.875
"Shreyas Gopal",2021,"Mumbai Indians","Rajasthan Royals",9,0,6,"All","All",Inf,9
"Shreyas Gopal",2021,"Punjab Kings","Rajasthan Royals",40,0,18,"All","All",Inf,13.3333333333333
"Shreyas Gopal",2021,"Royal Challengers Bangalore","Rajasthan Royals",35,0,18,"All","All",Inf,11.6666666666667
"Shreyas Gopal",2022,"Delhi Capitals","Sunrisers Hyderabad",34,1,18,"All","All",34,11.3333333333333
"Shreyas Iyer",2022,"Delhi Capitals","Kolkata Knight Riders",7,0,6,"All","All",Inf,7
"Shrikant Mundhe",2011,"Delhi Capitals","Pune Warriors",6,1,6,"All","All",6,6
"Shrikant Wagh",2010,"Chennai Super Kings","Rajasthan Royals",16,1,6,"All","All",16,16
"Shrikant Wagh",2011,"Deccan Chargers","Pune Warriors",8,0,6,"All","All",Inf,8
"Shrikant Wagh",2011,"Delhi Capitals","Pune Warriors",38,0,18,"All","All",Inf,12.6666666666667
"Shrikant Wagh",2011,"Kochi Tuskers Kerala","Pune Warriors",10,0,12,"All","All",Inf,5
"Shrikant Wagh",2011,"Mumbai Indians","Pune Warriors",31,1,30,"All","All",31,6.2
"Shrikant Wagh",2011,"Punjab Kings","Pune Warriors",34,3,30,"All","All",11.3333333333333,6.8
"Shubham Agarwal",2017,"Punjab Kings","Gujarat Lions",42,1,24,"All","All",42,10.5
"Siddarth Kaul",2013,"Chennai Super Kings","Delhi Capitals",37,0,24,"All","All",Inf,9.25
"Siddarth Kaul",2013,"Pune Warriors","Delhi Capitals",27,2,24,"All","All",13.5,6.75
"Siddarth Kaul",2013,"Punjab Kings","Delhi Capitals",39,0,24,"All","All",Inf,9.75
"Siddarth Kaul",2013,"Rajasthan Royals","Delhi Capitals",23,1,23,"All","All",23,6
"Siddarth Kaul",2013,"Royal Challengers Bangalore","Delhi Capitals",36,1,24,"All","All",36,9
"Siddarth Kaul",2013,"Sunrisers Hyderabad","Delhi Capitals",8,0,12,"All","All",Inf,4
"Siddarth Kaul",2014,"Kolkata Knight Riders","Delhi Capitals",29,0,18,"All","All",Inf,9.66666666666667
"Siddarth Kaul",2014,"Mumbai Indians","Delhi Capitals",21,0,12,"All","All",Inf,10.5
"Siddarth Kaul",2014,"Rajasthan Royals","Delhi Capitals",34,0,18,"All","All",Inf,11.3333333333333
"Siddarth Kaul",2014,"Royal Challengers Bangalore","Delhi Capitals",37,1,24,"All","All",37,9.25
"Siddarth Kaul",2014,"Sunrisers Hyderabad","Delhi Capitals",5,1,6,"All","All",5,5
"Siddarth Kaul",2017,"Delhi Capitals","Sunrisers Hyderabad",70,2,48,"All","All",35,8.75
"Siddarth Kaul",2017,"Gujarat Lions","Sunrisers Hyderabad",30,1,24,"All","All",30,7.5
"Siddarth Kaul",2017,"Kolkata Knight Riders","Sunrisers Hyderabad",40,2,30,"All","All",20,8
"Siddarth Kaul",2017,"Mumbai Indians","Sunrisers Hyderabad",24,3,24,"All","All",8,6
"Siddarth Kaul",2017,"Punjab Kings","Sunrisers Hyderabad",62,4,46,"All","All",15.5,8.08695652173913
"Siddarth Kaul",2017,"Rising Pune Supergiants","Sunrisers Hyderabad",74,4,42,"All","All",18.5,10.5714285714286
"Siddarth Kaul",2018,"Chennai Super Kings","Sunrisers Hyderabad",148,2,84,"All","All",74,10.5714285714286
"Siddarth Kaul",2018,"Delhi Capitals","Sunrisers Hyderabad",85,1,48,"All","All",85,10.625
"Siddarth Kaul",2018,"Kolkata Knight Riders","Sunrisers Hyderabad",95,5,72,"All","All",19,7.91666666666667
"Siddarth Kaul",2018,"Mumbai Indians","Sunrisers Hyderabad",52,5,48,"All","All",10.4,6.5
"Siddarth Kaul",2018,"Punjab Kings","Sunrisers Hyderabad",58,1,48,"All","All",58,7.25
"Siddarth Kaul",2018,"Rajasthan Royals","Sunrisers Hyderabad",40,4,48,"All","All",10,5
"Siddarth Kaul",2018,"Royal Challengers Bangalore","Sunrisers Hyderabad",69,3,48,"All","All",23,8.625
"Siddarth Kaul",2019,"Delhi Capitals","Sunrisers Hyderabad",35,2,24,"All","All",17.5,8.75
"Siddarth Kaul",2019,"Kolkata Knight Riders","Sunrisers Hyderabad",35,1,24,"All","All",35,8.75
"Siddarth Kaul",2019,"Mumbai Indians","Sunrisers Hyderabad",34,2,24,"All","All",17,8.5
"Siddarth Kaul",2019,"Punjab Kings","Sunrisers Hyderabad",42,1,24,"All","All",42,10.5
"Siddarth Kaul",2019,"Rajasthan Royals","Sunrisers Hyderabad",80,0,48,"All","All",Inf,10
"Siddarth Kaul",2019,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,0,18,"All","All",Inf,5.33333333333333
"Siddarth Kaul",2020,"Mumbai Indians","Sunrisers Hyderabad",64,2,24,"All","All",32,16
"Siddarth Kaul",2021,"Chennai Super Kings","Sunrisers Hyderabad",56,0,40,"All","All",Inf,8.4
"Siddarth Kaul",2021,"Delhi Capitals","Sunrisers Hyderabad",31,2,24,"All","All",15.5,7.75
"Siddarth Kaul",2021,"Kolkata Knight Riders","Sunrisers Hyderabad",17,1,22,"All","All",17,4.63636363636364
"Siddarth Kaul",2021,"Mumbai Indians","Sunrisers Hyderabad",56,0,24,"All","All",Inf,14
"Siddarth Kaul",2021,"Punjab Kings","Sunrisers Hyderabad",27,1,22,"All","All",27,7.36363636363636
"Siddarth Kaul",2021,"Rajasthan Royals","Sunrisers Hyderabad",36,2,24,"All","All",18,9
"Siddarth Kaul",2021,"Royal Challengers Bangalore","Sunrisers Hyderabad",24,1,24,"All","All",24,6
"Siddarth Kaul",2022,"Gujarat Titans","Royal Challengers Bangalore",43,0,24,"All","All",Inf,10.75
"Siddharth Chitnis",2008,"Deccan Chargers","Mumbai Indians",20,0,12,"All","All",Inf,10
"Siddharth Chitnis",2008,"Punjab Kings","Mumbai Indians",40,2,24,"All","All",20,10
"Siddharth Trivedi",2008,"Chennai Super Kings","Rajasthan Royals",38,0,24,"All","All",Inf,9.5
"Siddharth Trivedi",2008,"Deccan Chargers","Rajasthan Royals",45,1,36,"All","All",45,7.5
"Siddharth Trivedi",2008,"Delhi Capitals","Rajasthan Royals",80,3,60,"All","All",26.6666666666667,8
"Siddharth Trivedi",2008,"Kolkata Knight Riders","Rajasthan Royals",57,3,42,"All","All",19,8.14285714285714
"Siddharth Trivedi",2008,"Mumbai Indians","Rajasthan Royals",54,2,42,"All","All",27,7.71428571428572
"Siddharth Trivedi",2008,"Punjab Kings","Rajasthan Royals",73,2,48,"All","All",36.5,9.125
"Siddharth Trivedi",2008,"Royal Challengers Bangalore","Rajasthan Royals",52,2,36,"All","All",26,8.66666666666667
"Siddharth Trivedi",2009,"Chennai Super Kings","Rajasthan Royals",58,1,36,"All","All",58,9.66666666666667
"Siddharth Trivedi",2009,"Deccan Chargers","Rajasthan Royals",46,2,30,"All","All",23,9.2
"Siddharth Trivedi",2009,"Delhi Capitals","Rajasthan Royals",9,0,6,"All","All",Inf,9
"Siddharth Trivedi",2009,"Mumbai Indians","Rajasthan Royals",19,2,24,"All","All",9.5,4.75
"Siddharth Trivedi",2009,"Punjab Kings","Rajasthan Royals",20,1,24,"All","All",20,5
"Siddharth Trivedi",2010,"Chennai Super Kings","Rajasthan Royals",18,0,24,"All","All",Inf,4.5
"Siddharth Trivedi",2010,"Deccan Chargers","Rajasthan Royals",51,3,35,"All","All",17,8.74285714285714
"Siddharth Trivedi",2010,"Delhi Capitals","Rajasthan Royals",35,0,24,"All","All",Inf,8.75
"Siddharth Trivedi",2010,"Kolkata Knight Riders","Rajasthan Royals",42,1,36,"All","All",42,7
"Siddharth Trivedi",2010,"Mumbai Indians","Rajasthan Royals",35,1,24,"All","All",35,8.75
"Siddharth Trivedi",2010,"Punjab Kings","Rajasthan Royals",47,4,48,"All","All",11.75,5.875
"Siddharth Trivedi",2010,"Royal Challengers Bangalore","Rajasthan Royals",32,2,22,"All","All",16,8.72727272727273
"Siddharth Trivedi",2011,"Chennai Super Kings","Rajasthan Royals",70,1,34,"All","All",70,12.3529411764706
"Siddharth Trivedi",2011,"Deccan Chargers","Rajasthan Royals",15,3,24,"All","All",5,3.75
"Siddharth Trivedi",2011,"Delhi Capitals","Rajasthan Royals",36,1,24,"All","All",36,9
"Siddharth Trivedi",2011,"Kochi Tuskers Kerala","Rajasthan Royals",19,3,24,"All","All",6.33333333333333,4.75
"Siddharth Trivedi",2011,"Kolkata Knight Riders","Rajasthan Royals",42,0,30,"All","All",Inf,8.4
"Siddharth Trivedi",2011,"Mumbai Indians","Rajasthan Royals",22,0,18,"All","All",Inf,7.33333333333333
"Siddharth Trivedi",2011,"Pune Warriors","Rajasthan Royals",28,2,24,"All","All",14,7
"Siddharth Trivedi",2011,"Punjab Kings","Rajasthan Royals",59,0,24,"All","All",Inf,14.75
"Siddharth Trivedi",2011,"Royal Challengers Bangalore","Rajasthan Royals",12,0,12,"All","All",Inf,6
"Siddharth Trivedi",2012,"Chennai Super Kings","Rajasthan Royals",48,2,48,"All","All",24,6
"Siddharth Trivedi",2012,"Deccan Chargers","Rajasthan Royals",47,3,48,"All","All",15.6666666666667,5.875
"Siddharth Trivedi",2012,"Kolkata Knight Riders","Rajasthan Royals",50,2,42,"All","All",25,7.14285714285714
"Siddharth Trivedi",2012,"Mumbai Indians","Rajasthan Royals",62,0,42,"All","All",Inf,8.85714285714286
"Siddharth Trivedi",2012,"Pune Warriors","Rajasthan Royals",44,0,36,"All","All",Inf,7.33333333333333
"Siddharth Trivedi",2012,"Punjab Kings","Rajasthan Royals",60,2,48,"All","All",30,7.5
"Siddharth Trivedi",2012,"Royal Challengers Bangalore","Rajasthan Royals",69,4,48,"All","All",17.25,8.625
"Siddharth Trivedi",2013,"Chennai Super Kings","Rajasthan Royals",54,0,30,"All","All",Inf,10.8
"Siddharth Trivedi",2013,"Delhi Capitals","Rajasthan Royals",56,1,48,"All","All",56,7
"Siddharth Trivedi",2013,"Kolkata Knight Riders","Rajasthan Royals",47,3,42,"All","All",15.6666666666667,6.71428571428571
"Siddharth Trivedi",2013,"Mumbai Indians","Rajasthan Royals",40,2,48,"All","All",20,5
"Siddharth Trivedi",2013,"Pune Warriors","Rajasthan Royals",64,1,48,"All","All",64,8
"Siddharth Trivedi",2013,"Punjab Kings","Rajasthan Royals",39,2,36,"All","All",19.5,6.5
"Siddharth Trivedi",2013,"Royal Challengers Bangalore","Rajasthan Royals",46,1,41,"All","All",46,6.73170731707317
"Siddharth Trivedi",2013,"Sunrisers Hyderabad","Rajasthan Royals",64,2,66,"All","All",32,5.81818181818182
"Simarjeet Singh",2022,"Delhi Capitals","Chennai Super Kings",27,2,24,"All","All",13.5,6.75
"Simarjeet Singh",2022,"Gujarat Titans","Chennai Super Kings",26,0,18,"All","All",Inf,8.66666666666667
"Simarjeet Singh",2022,"Mumbai Indians","Chennai Super Kings",22,1,24,"All","All",22,5.5
"Simarjeet Singh",2022,"Rajasthan Royals","Chennai Super Kings",18,1,18,"All","All",18,6
"Simarjeet Singh",2022,"Royal Challengers Bangalore","Chennai Super Kings",21,0,12,"All","All",Inf,10.5
"Simarjeet Singh",2022,"Sunrisers Hyderabad","Chennai Super Kings",24,0,12,"All","All",Inf,12
"Sohail Tanvir",2008,"Chennai Super Kings","Rajasthan Royals",87,10,72,"All","All",8.7,7.25
"Sohail Tanvir",2008,"Deccan Chargers","Rajasthan Royals",39,0,24,"All","All",Inf,9.75
"Sohail Tanvir",2008,"Delhi Capitals","Rajasthan Royals",16,0,12,"All","All",Inf,8
"Sohail Tanvir",2008,"Kolkata Knight Riders","Rajasthan Royals",56,5,48,"All","All",11.2,7
"Sohail Tanvir",2008,"Mumbai Indians","Rajasthan Royals",27,4,43,"All","All",6.75,3.76744186046512
"Sohail Tanvir",2008,"Royal Challengers Bangalore","Rajasthan Royals",41,3,48,"All","All",13.6666666666667,5.125
"Sourav Ganguly",2008,"Deccan Chargers","Kolkata Knight Riders",25,2,24,"All","All",12.5,6.25
"Sourav Ganguly",2008,"Delhi Capitals","Kolkata Knight Riders",23,0,24,"All","All",Inf,5.75
"Sourav Ganguly",2008,"Mumbai Indians","Kolkata Knight Riders",14,0,12,"All","All",Inf,7
"Sourav Ganguly",2008,"Rajasthan Royals","Kolkata Knight Riders",38,1,18,"All","All",38,12.6666666666667
"Sourav Ganguly",2008,"Royal Challengers Bangalore","Kolkata Knight Riders",28,3,42,"All","All",9.33333333333333,4
"Sourav Ganguly",2009,"Deccan Chargers","Kolkata Knight Riders",8,0,6,"All","All",Inf,8
"Sourav Ganguly",2009,"Mumbai Indians","Kolkata Knight Riders",16,0,6,"All","All",Inf,16
"Sourav Ganguly",2009,"Punjab Kings","Kolkata Knight Riders",33,2,30,"All","All",16.5,6.6
"Sourav Ganguly",2009,"Rajasthan Royals","Kolkata Knight Riders",23,0,18,"All","All",Inf,7.66666666666667
"Sourav Ganguly",2009,"Royal Challengers Bangalore","Kolkata Knight Riders",17,0,12,"All","All",Inf,8.5
"Sourav Ganguly",2010,"Delhi Capitals","Kolkata Knight Riders",12,0,6,"All","All",Inf,12
"Sourav Ganguly",2010,"Mumbai Indians","Kolkata Knight Riders",13,0,6,"All","All",Inf,13
"Sourav Ganguly",2010,"Royal Challengers Bangalore","Kolkata Knight Riders",18,0,12,"All","All",Inf,9
"Sourav Ganguly",2012,"Deccan Chargers","Pune Warriors",39,0,18,"All","All",Inf,13
"Sourav Ganguly",2012,"Delhi Capitals","Pune Warriors",39,2,30,"All","All",19.5,7.8
"Sourav Ganguly",2012,"Kolkata Knight Riders","Pune Warriors",17,0,12,"All","All",Inf,8.5
"Sourav Sarkar",2009,"Delhi Capitals","Kolkata Knight Riders",19,0,7,"All","All",Inf,16.2857142857143
"Sourav Sarkar",2009,"Rajasthan Royals","Kolkata Knight Riders",15,1,18,"All","All",15,5
"Sreenath Aravind",2011,"Chennai Super Kings","Royal Challengers Bangalore",91,5,60,"All","All",18.2,9.1
"Sreenath Aravind",2011,"Deccan Chargers","Royal Challengers Bangalore",26,0,18,"All","All",Inf,8.66666666666667
"Sreenath Aravind",2011,"Delhi Capitals","Royal Challengers Bangalore",30,1,24,"All","All",30,7.5
"Sreenath Aravind",2011,"Kochi Tuskers Kerala","Royal Challengers Bangalore",20,2,24,"All","All",10,5
"Sreenath Aravind",2011,"Kolkata Knight Riders","Royal Challengers Bangalore",55,3,36,"All","All",18.3333333333333,9.16666666666667
"Sreenath Aravind",2011,"Mumbai Indians","Royal Challengers Bangalore",27,2,18,"All","All",13.5,9
"Sreenath Aravind",2011,"Pune Warriors","Royal Challengers Bangalore",35,1,24,"All","All",35,8.75
"Sreenath Aravind",2011,"Punjab Kings","Royal Challengers Bangalore",50,4,48,"All","All",12.5,6.25
"Sreenath Aravind",2011,"Rajasthan Royals","Royal Challengers Bangalore",34,3,24,"All","All",11.3333333333333,8.5
"Sreenath Aravind",2012,"Rajasthan Royals","Royal Challengers Bangalore",48,0,18,"All","All",Inf,16
"Sreenath Aravind",2015,"Chennai Super Kings","Royal Challengers Bangalore",25,1,24,"All","All",25,6.25
"Sreenath Aravind",2015,"Mumbai Indians","Royal Challengers Bangalore",29,1,24,"All","All",29,7.25
"Sreenath Aravind",2015,"Punjab Kings","Royal Challengers Bangalore",58,4,36,"All","All",14.5,9.66666666666667
"Sreenath Aravind",2015,"Rajasthan Royals","Royal Challengers Bangalore",20,2,24,"All","All",10,5
"Sreenath Aravind",2016,"Delhi Capitals","Royal Challengers Bangalore",60,2,42,"All","All",30,8.57142857142857
"Sreenath Aravind",2016,"Gujarat Lions","Royal Challengers Bangalore",28,1,36,"All","All",28,4.66666666666667
"Sreenath Aravind",2016,"Kolkata Knight Riders","Royal Challengers Bangalore",57,3,37,"All","All",19,9.24324324324324
"Sreenath Aravind",2016,"Mumbai Indians","Royal Challengers Bangalore",23,1,24,"All","All",23,5.75
"Sreenath Aravind",2016,"Punjab Kings","Royal Challengers Bangalore",18,2,12,"All","All",9,9
"Sreenath Aravind",2016,"Sunrisers Hyderabad","Royal Challengers Bangalore",30,2,24,"All","All",15,7.5
"Sreenath Aravind",2017,"Gujarat Lions","Royal Challengers Bangalore",72,1,42,"All","All",72,10.2857142857143
"Sreenath Aravind",2017,"Kolkata Knight Riders","Royal Challengers Bangalore",53,1,27,"All","All",53,11.7777777777778
"Sreenath Aravind",2017,"Mumbai Indians","Royal Challengers Bangalore",42,0,36,"All","All",Inf,7
"Sreenath Aravind",2017,"Punjab Kings","Royal Challengers Bangalore",13,1,12,"All","All",13,6.5
"Sreenath Aravind",2017,"Rising Pune Supergiants","Royal Challengers Bangalore",59,2,48,"All","All",29.5,7.375
"Sreenath Aravind",2017,"Sunrisers Hyderabad","Royal Challengers Bangalore",36,0,18,"All","All",Inf,12
"Sreesanth",2008,"Chennai Super Kings","Punjab Kings",71,2,48,"All","All",35.5,8.875
"Sreesanth",2008,"Deccan Chargers","Punjab Kings",62,2,48,"All","All",31,7.75
"Sreesanth",2008,"Delhi Capitals","Punjab Kings",58,0,30,"All","All",Inf,11.6
"Sreesanth",2008,"Kolkata Knight Riders","Punjab Kings",58,4,48,"All","All",14.5,7.25
"Sreesanth",2008,"Mumbai Indians","Punjab Kings",66,4,48,"All","All",16.5,8.25
"Sreesanth",2008,"Rajasthan Royals","Punjab Kings",82,2,37,"All","All",41,13.2972972972973
"Sreesanth",2008,"Royal Challengers Bangalore","Punjab Kings",45,5,48,"All","All",9,5.625
"Sreesanth",2009,"Chennai Super Kings","Punjab Kings",60,3,48,"All","All",20,7.5
"Sreesanth",2009,"Deccan Chargers","Punjab Kings",47,1,36,"All","All",47,7.83333333333333
"Sreesanth",2009,"Delhi Capitals","Punjab Kings",20,2,24,"All","All",10,5
"Sreesanth",2009,"Mumbai Indians","Punjab Kings",21,0,6,"All","All",Inf,21
"Sreesanth",2009,"Rajasthan Royals","Punjab Kings",44,0,24,"All","All",Inf,11
"Sreesanth",2010,"Deccan Chargers","Punjab Kings",51,1,24,"All","All",51,12.75
"Sreesanth",2010,"Delhi Capitals","Punjab Kings",24,2,24,"All","All",12,6
"Sreesanth",2010,"Rajasthan Royals","Punjab Kings",60,1,36,"All","All",60,10
"Sreesanth",2010,"Royal Challengers Bangalore","Punjab Kings",52,0,30,"All","All",Inf,10.4
"Sreesanth",2011,"Chennai Super Kings","Kochi Tuskers Kerala",23,1,18,"All","All",23,7.66666666666667
"Sreesanth",2011,"Deccan Chargers","Kochi Tuskers Kerala",22,0,24,"All","All",Inf,5.5
"Sreesanth",2011,"Delhi Capitals","Kochi Tuskers Kerala",34,3,48,"All","All",11.3333333333333,4.25
"Sreesanth",2011,"Kolkata Knight Riders","Kochi Tuskers Kerala",24,0,18,"All","All",Inf,8
"Sreesanth",2011,"Pune Warriors","Kochi Tuskers Kerala",21,0,18,"All","All",Inf,7
"Sreesanth",2011,"Punjab Kings","Kochi Tuskers Kerala",38,0,23,"All","All",Inf,9.91304347826087
"Sreesanth",2011,"Rajasthan Royals","Kochi Tuskers Kerala",16,2,24,"All","All",8,4
"Sreesanth",2011,"Royal Challengers Bangalore","Kochi Tuskers Kerala",28,1,18,"All","All",28,9.33333333333333
"Sreesanth",2013,"Delhi Capitals","Rajasthan Royals",18,1,24,"All","All",18,4.5
"Sreesanth",2013,"Kolkata Knight Riders","Rajasthan Royals",25,1,24,"All","All",25,6.25
"Sreesanth",2013,"Pune Warriors","Rajasthan Royals",38,0,16,"All","All",Inf,14.25
"Sreesanth",2013,"Punjab Kings","Rajasthan Royals",38,2,36,"All","All",19,6.33333333333333
"Sreesanth",2013,"Royal Challengers Bangalore","Rajasthan Royals",44,1,30,"All","All",44,8.8
"Sridharan Sriram",2010,"Kolkata Knight Riders","Royal Challengers Bangalore",24,0,12,"All","All",Inf,12
"Sridharan Sriram",2011,"Punjab Kings","Delhi Capitals",25,0,6,"All","All",Inf,25
"Steven Smith",2012,"Rajasthan Royals","Pune Warriors",5,0,2,"All","All",Inf,15
"Stuart Binny",2010,"Kolkata Knight Riders","Mumbai Indians",9,0,6,"All","All",Inf,9
"Stuart Binny",2011,"Chennai Super Kings","Rajasthan Royals",12,0,6,"All","All",Inf,12
"Stuart Binny",2011,"Deccan Chargers","Rajasthan Royals",14,0,6,"All","All",Inf,14
"Stuart Binny",2011,"Punjab Kings","Rajasthan Royals",18,0,12,"All","All",Inf,9
"Stuart Binny",2012,"Chennai Super Kings","Rajasthan Royals",20,0,12,"All","All",Inf,10
"Stuart Binny",2012,"Deccan Chargers","Rajasthan Royals",8,1,6,"All","All",8,8
"Stuart Binny",2012,"Mumbai Indians","Rajasthan Royals",13,0,6,"All","All",Inf,13
"Stuart Binny",2012,"Pune Warriors","Rajasthan Royals",29,1,30,"All","All",29,5.8
