"Bowling_Team","Bowler","Season","Batting_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Mumbai Indians","Dilhara Fernando",2010,"Kolkata Knight Riders",27,0,18,"All",Inf,9
"Mumbai Indians","Dilhara Fernando",2010,"Royal Challengers Bangalore",52,3,48,"All",17.3333333333333,6.5
"Mumbai Indians","Dominic Thornely",2008,"Chennai Super Kings",10,0,6,"All",Inf,10
"Mumbai Indians","Dominic Thornely",2008,"Deccan Chargers",8,0,6,"All",Inf,8
"Mumbai Indians","Dominic Thornely",2008,"Delhi Capitals",15,1,12,"All",15,7.5
"Mumbai Indians","Dominic Thornely",2008,"Kolkata Knight Riders",7,2,18,"All",3.5,2.33333333333333
"Mumbai Indians","Dwayne Bravo",2008,"Chennai Super Kings",73,2,42,"All",36.5,10.4285714285714
"Mumbai Indians","Dwayne Bravo",2008,"Deccan Chargers",55,3,36,"All",18.3333333333333,9.16666666666667
"Mumbai Indians","Dwayne Bravo",2008,"Delhi Capitals",27,1,18,"All",27,9
"Mumbai Indians","Dwayne Bravo",2008,"Kolkata Knight Riders",38,3,42,"All",12.6666666666667,5.42857142857143
"Mumbai Indians","Dwayne Bravo",2008,"Punjab Kings",27,0,18,"All",Inf,9
"Mumbai Indians","Dwayne Bravo",2008,"Rajasthan Royals",12,2,14,"All",6,5.14285714285714
"Mumbai Indians","Dwayne Bravo",2009,"Chennai Super Kings",46,2,43,"All",23,6.41860465116279
"Mumbai Indians","Dwayne Bravo",2009,"Deccan Chargers",50,4,42,"All",12.5,7.14285714285714
"Mumbai Indians","Dwayne Bravo",2009,"Delhi Capitals",2,0,6,"All",Inf,2
"Mumbai Indians","Dwayne Bravo",2009,"Kolkata Knight Riders",31,2,18,"All",15.5,10.3333333333333
"Mumbai Indians","Dwayne Bravo",2009,"Punjab Kings",41,1,30,"All",41,8.2
"Mumbai Indians","Dwayne Bravo",2009,"Rajasthan Royals",30,1,18,"All",30,10
"Mumbai Indians","Dwayne Bravo",2009,"Royal Challengers Bangalore",59,1,42,"All",59,8.42857142857143
"Mumbai Indians","Dwayne Bravo",2010,"Chennai Super Kings",63,1,36,"All",63,10.5
"Mumbai Indians","Dwayne Bravo",2010,"Deccan Chargers",28,0,24,"All",Inf,7
"Mumbai Indians","Dwayne Bravo",2010,"Delhi Capitals",37,2,24,"All",18.5,9.25
"Mumbai Indians","Dwayne Bravo",2010,"Kolkata Knight Riders",43,0,36,"All",Inf,7.16666666666667
"Mumbai Indians","Dwayne Bravo",2010,"Punjab Kings",22,1,18,"All",22,7.33333333333333
"Mumbai Indians","Dwayne Bravo",2010,"Royal Challengers Bangalore",35,0,19,"All",Inf,11.0526315789474
"Mumbai Indians","Dwayne Smith",2008,"Delhi Capitals",22,2,18,"All",11,7.33333333333333
"Mumbai Indians","Dwayne Smith",2008,"Punjab Kings",19,0,12,"All",Inf,9.5
"Mumbai Indians","Dwayne Smith",2008,"Rajasthan Royals",16,0,12,"All",Inf,8
"Mumbai Indians","Dwayne Smith",2008,"Royal Challengers Bangalore",26,3,24,"All",8.66666666666667,6.5
"Mumbai Indians","Dwayne Smith",2012,"Chennai Super Kings",32,0,18,"All",Inf,10.6666666666667
"Mumbai Indians","Dwayne Smith",2012,"Kolkata Knight Riders",40,2,36,"All",20,6.66666666666667
"Mumbai Indians","Dwayne Smith",2012,"Rajasthan Royals",13,0,12,"All",Inf,6.5
"Mumbai Indians","Dwayne Smith",2012,"Royal Challengers Bangalore",10,0,12,"All",Inf,5
"Mumbai Indians","Dwayne Smith",2013,"Delhi Capitals",24,0,12,"All",Inf,12
"Mumbai Indians","Dwayne Smith",2013,"Royal Challengers Bangalore",20,2,12,"All",10,10
"Mumbai Indians","Dwayne Smith",2013,"Sunrisers Hyderabad",15,0,6,"All",Inf,15
"Mumbai Indians","Fabian Allen",2022,"Lucknow Super Giants",46,1,24,"All",46,11.5
"Mumbai Indians","Glenn Maxwell",2013,"Pune Warriors",5,0,6,"All",Inf,5
"Mumbai Indians","Glenn Maxwell",2013,"Punjab Kings",18,0,6,"All",Inf,18
"Mumbai Indians","Graham Napier",2009,"Kolkata Knight Riders",27,1,24,"All",27,6.75
"Mumbai Indians","Harbhajan Singh",2008,"Chennai Super Kings",14,0,12,"All",Inf,7
"Mumbai Indians","Harbhajan Singh",2008,"Punjab Kings",32,3,24,"All",10.6666666666667,8
"Mumbai Indians","Harbhajan Singh",2008,"Royal Challengers Bangalore",36,2,24,"All",18,9
"Mumbai Indians","Harbhajan Singh",2009,"Chennai Super Kings",37,1,36,"All",37,6.16666666666667
"Mumbai Indians","Harbhajan Singh",2009,"Deccan Chargers",50,1,36,"All",50,8.33333333333333
"Mumbai Indians","Harbhajan Singh",2009,"Delhi Capitals",38,5,48,"All",7.6,4.75
"Mumbai Indians","Harbhajan Singh",2009,"Kolkata Knight Riders",39,0,36,"All",Inf,6.5
"Mumbai Indians","Harbhajan Singh",2009,"Punjab Kings",32,2,48,"All",16,4
"Mumbai Indians","Harbhajan Singh",2009,"Rajasthan Royals",31,1,24,"All",31,7.75
"Mumbai Indians","Harbhajan Singh",2009,"Royal Challengers Bangalore",29,2,36,"All",14.5,4.83333333333333
"Mumbai Indians","Harbhajan Singh",2010,"Chennai Super Kings",78,2,72,"All",39,6.5
"Mumbai Indians","Harbhajan Singh",2010,"Deccan Chargers",47,5,42,"All",9.4,6.71428571428571
"Mumbai Indians","Harbhajan Singh",2010,"Delhi Capitals",47,3,39,"All",15.6666666666667,7.23076923076923
"Mumbai Indians","Harbhajan Singh",2010,"Kolkata Knight Riders",17,1,24,"All",17,4.25
"Mumbai Indians","Harbhajan Singh",2010,"Punjab Kings",60,0,48,"All",Inf,7.5
"Mumbai Indians","Harbhajan Singh",2010,"Rajasthan Royals",21,1,24,"All",21,5.25
"Mumbai Indians","Harbhajan Singh",2010,"Royal Challengers Bangalore",107,5,72,"All",21.4,8.91666666666667
"Mumbai Indians","Harbhajan Singh",2011,"Chennai Super Kings",18,5,24,"All",3.6,4.5
"Mumbai Indians","Harbhajan Singh",2011,"Deccan Chargers",53,1,48,"All",53,6.625
"Mumbai Indians","Harbhajan Singh",2011,"Delhi Capitals",38,4,42,"All",9.5,5.42857142857143
"Mumbai Indians","Harbhajan Singh",2011,"Kochi Tuskers Kerala",33,0,24,"All",Inf,8.25
"Mumbai Indians","Harbhajan Singh",2011,"Kolkata Knight Riders",52,1,42,"All",52,7.42857142857143
"Mumbai Indians","Harbhajan Singh",2011,"Pune Warriors",17,1,18,"All",17,5.66666666666667
"Mumbai Indians","Harbhajan Singh",2011,"Punjab Kings",45,2,42,"All",22.5,6.42857142857143
"Mumbai Indians","Harbhajan Singh",2011,"Rajasthan Royals",47,0,30,"All",Inf,9.4
"Mumbai Indians","Harbhajan Singh",2011,"Royal Challengers Bangalore",67,0,48,"All",Inf,8.375
"Mumbai Indians","Harbhajan Singh",2012,"Chennai Super Kings",58,0,60,"All",Inf,5.8
"Mumbai Indians","Harbhajan Singh",2012,"Deccan Chargers",31,2,48,"All",15.5,3.875
"Mumbai Indians","Harbhajan Singh",2012,"Delhi Capitals",42,0,24,"All",Inf,10.5
"Mumbai Indians","Harbhajan Singh",2012,"Kolkata Knight Riders",31,0,24,"All",Inf,7.75
"Mumbai Indians","Harbhajan Singh",2012,"Pune Warriors",34,3,42,"All",11.3333333333333,4.85714285714286
"Mumbai Indians","Harbhajan Singh",2012,"Punjab Kings",63,0,42,"All",Inf,9
"Mumbai Indians","Harbhajan Singh",2012,"Rajasthan Royals",74,0,42,"All",Inf,10.5714285714286
"Mumbai Indians","Harbhajan Singh",2012,"Royal Challengers Bangalore",51,1,42,"All",51,7.28571428571428
"Mumbai Indians","Harbhajan Singh",2013,"Chennai Super Kings",84,5,90,"All",16.8,5.6
"Mumbai Indians","Harbhajan Singh",2013,"Delhi Capitals",55,1,42,"All",55,7.85714285714286
"Mumbai Indians","Harbhajan Singh",2013,"Kolkata Knight Riders",62,3,36,"All",20.6666666666667,10.3333333333333
"Mumbai Indians","Harbhajan Singh",2013,"Pune Warriors",34,2,42,"All",17,4.85714285714286
"Mumbai Indians","Harbhajan Singh",2013,"Punjab Kings",47,4,48,"All",11.75,5.875
"Mumbai Indians","Harbhajan Singh",2013,"Rajasthan Royals",78,5,72,"All",15.6,6.5
"Mumbai Indians","Harbhajan Singh",2013,"Royal Challengers Bangalore",42,3,48,"All",14,5.25
"Mumbai Indians","Harbhajan Singh",2013,"Sunrisers Hyderabad",54,1,42,"All",54,7.71428571428572
"Mumbai Indians","Harbhajan Singh",2014,"Chennai Super Kings",76,4,72,"All",19,6.33333333333333
"Mumbai Indians","Harbhajan Singh",2014,"Delhi Capitals",53,1,48,"All",53,6.625
"Mumbai Indians","Harbhajan Singh",2014,"Kolkata Knight Riders",47,2,42,"All",23.5,6.71428571428571
"Mumbai Indians","Harbhajan Singh",2014,"Punjab Kings",34,2,24,"All",17,8.5
"Mumbai Indians","Harbhajan Singh",2014,"Rajasthan Royals",56,3,48,"All",18.6666666666667,7
"Mumbai Indians","Harbhajan Singh",2014,"Royal Challengers Bangalore",47,2,48,"All",23.5,5.875
"Mumbai Indians","Harbhajan Singh",2014,"Sunrisers Hyderabad",43,0,48,"All",Inf,5.375
"Mumbai Indians","Harbhajan Singh",2015,"Chennai Super Kings",140,7,96,"All",20,8.75
"Mumbai Indians","Harbhajan Singh",2015,"Delhi Capitals",45,2,48,"All",22.5,5.625
"Mumbai Indians","Harbhajan Singh",2015,"Kolkata Knight Riders",69,2,48,"All",34.5,8.625
"Mumbai Indians","Harbhajan Singh",2015,"Punjab Kings",47,3,48,"All",15.6666666666667,5.875
"Mumbai Indians","Harbhajan Singh",2015,"Rajasthan Royals",34,0,24,"All",Inf,8.5
"Mumbai Indians","Harbhajan Singh",2015,"Royal Challengers Bangalore",57,3,36,"All",19,9.5
"Mumbai Indians","Harbhajan Singh",2015,"Sunrisers Hyderabad",54,1,42,"All",54,7.71428571428572
"Mumbai Indians","Harbhajan Singh",2016,"Delhi Capitals",58,2,42,"All",29,8.28571428571428
"Mumbai Indians","Harbhajan Singh",2016,"Gujarat Lions",56,1,36,"All",56,9.33333333333333
"Mumbai Indians","Harbhajan Singh",2016,"Kolkata Knight Riders",63,2,48,"All",31.5,7.875
"Mumbai Indians","Harbhajan Singh",2016,"Punjab Kings",60,0,48,"All",Inf,7.5
"Mumbai Indians","Harbhajan Singh",2016,"Rising Pune Supergiants",49,2,42,"All",24.5,7
"Mumbai Indians","Harbhajan Singh",2016,"Royal Challengers Bangalore",39,0,30,"All",Inf,7.8
"Mumbai Indians","Harbhajan Singh",2016,"Sunrisers Hyderabad",67,2,48,"All",33.5,8.375
"Mumbai Indians","Harbhajan Singh",2017,"Delhi Capitals",48,3,48,"All",16,6
"Mumbai Indians","Harbhajan Singh",2017,"Gujarat Lions",45,2,48,"All",22.5,5.625
"Mumbai Indians","Harbhajan Singh",2017,"Kolkata Knight Riders",27,0,24,"All",Inf,6.75
"Mumbai Indians","Harbhajan Singh",2017,"Punjab Kings",57,0,30,"All",Inf,11.4
"Mumbai Indians","Harbhajan Singh",2017,"Rising Pune Supergiants",20,1,24,"All",20,5
"Mumbai Indians","Harbhajan Singh",2017,"Royal Challengers Bangalore",23,0,24,"All",Inf,5.75
"Mumbai Indians","Harbhajan Singh",2017,"Sunrisers Hyderabad",46,2,48,"All",23,5.75
"Mumbai Indians","Hardik Pandya",2015,"Chennai Super Kings",40,0,30,"All",Inf,8
"Mumbai Indians","Hardik Pandya",2015,"Delhi Capitals",27,1,24,"All",27,6.75
"Mumbai Indians","Hardik Pandya",2015,"Kolkata Knight Riders",10,0,6,"All",Inf,10
"Mumbai Indians","Hardik Pandya",2015,"Royal Challengers Bangalore",88,0,36,"All",Inf,14.6666666666667
"Mumbai Indians","Hardik Pandya",2015,"Sunrisers Hyderabad",11,0,6,"All",Inf,11
"Mumbai Indians","Hardik Pandya",2016,"Delhi Capitals",7,1,6,"All",7,7
"Mumbai Indians","Hardik Pandya",2016,"Gujarat Lions",26,0,18,"All",Inf,8.66666666666667
"Mumbai Indians","Hardik Pandya",2016,"Kolkata Knight Riders",37,2,24,"All",18.5,9.25
"Mumbai Indians","Hardik Pandya",2016,"Rising Pune Supergiants",26,0,16,"All",Inf,9.75
"Mumbai Indians","Hardik Pandya",2016,"Royal Challengers Bangalore",18,0,12,"All",Inf,9
"Mumbai Indians","Hardik Pandya",2016,"Sunrisers Hyderabad",39,0,24,"All",Inf,9.75
"Mumbai Indians","Hardik Pandya",2017,"Delhi Capitals",25,1,24,"All",25,6.25
"Mumbai Indians","Hardik Pandya",2017,"Gujarat Lions",15,0,6,"All",Inf,15
"Mumbai Indians","Hardik Pandya",2017,"Kolkata Knight Riders",26,2,30,"All",13,5.2
"Mumbai Indians","Hardik Pandya",2017,"Punjab Kings",47,0,24,"All",Inf,11.75
"Mumbai Indians","Hardik Pandya",2017,"Rising Pune Supergiants",51,1,30,"All",51,10.2
"Mumbai Indians","Hardik Pandya",2017,"Royal Challengers Bangalore",14,1,18,"All",14,4.66666666666667
"Mumbai Indians","Hardik Pandya",2017,"Sunrisers Hyderabad",35,1,24,"All",35,8.75
"Mumbai Indians","Hardik Pandya",2018,"Chennai Super Kings",63,4,48,"All",15.75,7.875
"Mumbai Indians","Hardik Pandya",2018,"Delhi Capitals",68,0,36,"All",Inf,11.3333333333333
"Mumbai Indians","Hardik Pandya",2018,"Kolkata Knight Riders",35,4,42,"All",8.75,5
"Mumbai Indians","Hardik Pandya",2018,"Punjab Kings",86,1,48,"All",86,10.75
"Mumbai Indians","Hardik Pandya",2018,"Rajasthan Royals",77,4,40,"All",19.25,11.55
"Mumbai Indians","Hardik Pandya",2018,"Royal Challengers Bangalore",32,3,24,"All",10.6666666666667,8
"Mumbai Indians","Hardik Pandya",2018,"Sunrisers Hyderabad",20,2,18,"All",10,6.66666666666667
"Mumbai Indians","Hardik Pandya",2019,"Chennai Super Kings",58,4,54,"All",14.5,6.44444444444444
"Mumbai Indians","Hardik Pandya",2019,"Delhi Capitals",58,2,36,"All",29,9.66666666666667
"Mumbai Indians","Hardik Pandya",2019,"Kolkata Knight Riders",51,3,36,"All",17,8.5
"Mumbai Indians","Hardik Pandya",2019,"Punjab Kings",96,2,42,"All",48,13.7142857142857
"Mumbai Indians","Hardik Pandya",2019,"Rajasthan Royals",42,0,33,"All",Inf,7.63636363636364
"Mumbai Indians","Hardik Pandya",2019,"Royal Challengers Bangalore",58,1,36,"All",58,9.66666666666667
"Mumbai Indians","Hardik Pandya",2019,"Sunrisers Hyderabad",27,2,18,"All",13.5,9
"Mumbai Indians","Hrithik Shokeen",2022,"Chennai Super Kings",35,0,36,"All",Inf,5.83333333333333
"Mumbai Indians","Hrithik Shokeen",2022,"Delhi Capitals",34,0,24,"All",Inf,8.5
"Mumbai Indians","Hrithik Shokeen",2022,"Lucknow Super Giants",11,0,12,"All",Inf,5.5
"Mumbai Indians","Hrithik Shokeen",2022,"Rajasthan Royals",47,2,18,"All",23.5,15.6666666666667
"Mumbai Indians","Jacob Oram",2013,"Royal Challengers Bangalore",22,0,24,"All",Inf,5.5
"Mumbai Indians","Jagadeesha Suchith",2015,"Chennai Super Kings",72,2,48,"All",36,9
"Mumbai Indians","Jagadeesha Suchith",2015,"Delhi Capitals",24,1,18,"All",24,8
"Mumbai Indians","Jagadeesha Suchith",2015,"Kolkata Knight Riders",23,1,12,"All",23,11.5
"Mumbai Indians","Jagadeesha Suchith",2015,"Punjab Kings",74,2,48,"All",37,9.25
"Mumbai Indians","Jagadeesha Suchith",2015,"Rajasthan Royals",70,1,48,"All",70,8.75
"Mumbai Indians","Jagadeesha Suchith",2015,"Royal Challengers Bangalore",35,0,18,"All",Inf,11.6666666666667
"Mumbai Indians","Jagadeesha Suchith",2015,"Sunrisers Hyderabad",39,3,42,"All",13,5.57142857142857
"Mumbai Indians","Jagadeesha Suchith",2016,"Kolkata Knight Riders",31,0,12,"All",Inf,15.5
"Mumbai Indians","James Franklin",2011,"Delhi Capitals",9,0,6,"All",Inf,9
"Mumbai Indians","James Franklin",2011,"Kolkata Knight Riders",45,2,30,"All",22.5,9
"Mumbai Indians","James Franklin",2011,"Pune Warriors",32,1,18,"All",32,10.6666666666667
"Mumbai Indians","James Franklin",2011,"Rajasthan Royals",4,0,1,"All",Inf,24
"Mumbai Indians","James Franklin",2011,"Royal Challengers Bangalore",9,0,6,"All",Inf,9
"Mumbai Indians","James Franklin",2012,"Chennai Super Kings",38,3,24,"All",12.6666666666667,9.5
"Mumbai Indians","James Franklin",2012,"Deccan Chargers",18,2,18,"All",9,6
"Mumbai Indians","James Franklin",2012,"Pune Warriors",32,0,24,"All",Inf,8
"Mumbai Indians","James Franklin",2012,"Punjab Kings",5,1,6,"All",5,5
"Mumbai Indians","James Franklin",2012,"Rajasthan Royals",28,0,18,"All",Inf,9.33333333333333
"Mumbai Indians","James Neesham",2021,"Chennai Super Kings",26,0,12,"All",Inf,13
"Mumbai Indians","James Neesham",2021,"Rajasthan Royals",12,3,24,"All",4,3
"Mumbai Indians","James Neesham",2021,"Sunrisers Hyderabad",28,2,18,"All",14,9.33333333333333
"Mumbai Indians","James Pattinson",2020,"Chennai Super Kings",27,1,24,"All",27,6.75
"Mumbai Indians","James Pattinson",2020,"Delhi Capitals",37,0,18,"All",Inf,12.3333333333333
"Mumbai Indians","James Pattinson",2020,"Kolkata Knight Riders",25,2,24,"All",12.5,6.25
"Mumbai Indians","James Pattinson",2020,"Punjab Kings",28,2,24,"All",14,7
"Mumbai Indians","James Pattinson",2020,"Rajasthan Royals",59,4,39,"All",14.75,9.07692307692308
"Mumbai Indians","James Pattinson",2020,"Royal Challengers Bangalore",86,0,42,"All",Inf,12.2857142857143
"Mumbai Indians","James Pattinson",2020,"Sunrisers Hyderabad",58,2,42,"All",29,8.28571428571428
"Mumbai Indians","Jason Behrendorff",2019,"Chennai Super Kings",22,2,24,"All",11,5.5
"Mumbai Indians","Jason Behrendorff",2019,"Punjab Kings",35,1,24,"All",35,8.75
"Mumbai Indians","Jason Behrendorff",2019,"Rajasthan Royals",31,0,18,"All",Inf,10.3333333333333
"Mumbai Indians","Jason Behrendorff",2019,"Royal Challengers Bangalore",49,1,24,"All",49,12.25
"Mumbai Indians","Jason Behrendorff",2019,"Sunrisers Hyderabad",28,1,24,"All",28,7
"Mumbai Indians","Jasprit Bumrah",2013,"Delhi Capitals",38,0,18,"All",Inf,12.6666666666667
"Mumbai Indians","Jasprit Bumrah",2013,"Royal Challengers Bangalore",32,3,24,"All",10.6666666666667,8
"Mumbai Indians","Jasprit Bumrah",2014,"Chennai Super Kings",73,0,46,"All",Inf,9.52173913043478
"Mumbai Indians","Jasprit Bumrah",2014,"Delhi Capitals",36,0,24,"All",Inf,9
"Mumbai Indians","Jasprit Bumrah",2014,"Kolkata Knight Riders",23,0,18,"All",Inf,7.66666666666667
"Mumbai Indians","Jasprit Bumrah",2014,"Punjab Kings",56,2,48,"All",28,7
"Mumbai Indians","Jasprit Bumrah",2014,"Rajasthan Royals",53,1,42,"All",53,7.57142857142857
"Mumbai Indians","Jasprit Bumrah",2014,"Royal Challengers Bangalore",36,2,36,"All",18,6
"Mumbai Indians","Jasprit Bumrah",2014,"Sunrisers Hyderabad",24,0,24,"All",Inf,6
"Mumbai Indians","Jasprit Bumrah",2015,"Delhi Capitals",55,1,24,"All",55,13.75
"Mumbai Indians","Jasprit Bumrah",2015,"Kolkata Knight Riders",38,1,18,"All",38,12.6666666666667
"Mumbai Indians","Jasprit Bumrah",2015,"Royal Challengers Bangalore",91,1,48,"All",91,11.375
"Mumbai Indians","Jasprit Bumrah",2016,"Delhi Capitals",55,3,48,"All",18.3333333333333,6.875
"Mumbai Indians","Jasprit Bumrah",2016,"Gujarat Lions",74,3,48,"All",24.6666666666667,9.25
"Mumbai Indians","Jasprit Bumrah",2016,"Kolkata Knight Riders",66,0,48,"All",Inf,8.25
"Mumbai Indians","Jasprit Bumrah",2016,"Punjab Kings",39,3,36,"All",13,6.5
"Mumbai Indians","Jasprit Bumrah",2016,"Rising Pune Supergiants",59,3,42,"All",19.6666666666667,8.42857142857143
"Mumbai Indians","Jasprit Bumrah",2016,"Royal Challengers Bangalore",59,3,48,"All",19.6666666666667,7.375
"Mumbai Indians","Jasprit Bumrah",2016,"Sunrisers Hyderabad",54,0,42,"All",Inf,7.71428571428572
"Mumbai Indians","Jasprit Bumrah",2017,"Delhi Capitals",27,3,30,"All",9,5.4
"Mumbai Indians","Jasprit Bumrah",2017,"Gujarat Lions",76,2,48,"All",38,9.5
"Mumbai Indians","Jasprit Bumrah",2017,"Kolkata Knight Riders",46,4,42,"All",11.5,6.57142857142857
"Mumbai Indians","Jasprit Bumrah",2017,"Punjab Kings",54,2,48,"All",27,6.75
"Mumbai Indians","Jasprit Bumrah",2017,"Rising Pune Supergiants",117,4,96,"All",29.25,7.3125
"Mumbai Indians","Jasprit Bumrah",2017,"Royal Challengers Bangalore",72,1,48,"All",72,9
"Mumbai Indians","Jasprit Bumrah",2017,"Sunrisers Hyderabad",47,4,44,"All",11.75,6.40909090909091
"Mumbai Indians","Jasprit Bumrah",2018,"Chennai Super Kings",62,1,48,"All",62,7.75
"Mumbai Indians","Jasprit Bumrah",2018,"Delhi Capitals",56,1,48,"All",56,7
"Mumbai Indians","Jasprit Bumrah",2018,"Kolkata Knight Riders",51,2,42,"All",25.5,7.28571428571428
"Mumbai Indians","Jasprit Bumrah",2018,"Punjab Kings",34,4,48,"All",8.5,4.25
"Mumbai Indians","Jasprit Bumrah",2018,"Rajasthan Royals",62,3,42,"All",20.6666666666667,8.85714285714286
"Mumbai Indians","Jasprit Bumrah",2018,"Royal Challengers Bangalore",50,3,48,"All",16.6666666666667,6.25
"Mumbai Indians","Jasprit Bumrah",2018,"Sunrisers Hyderabad",57,3,48,"All",19,7.125
"Mumbai Indians","Jasprit Bumrah",2019,"Chennai Super Kings",82,4,90,"All",20.5,5.46666666666667
"Mumbai Indians","Jasprit Bumrah",2019,"Delhi Capitals",58,3,48,"All",19.3333333333333,7.25
"Mumbai Indians","Jasprit Bumrah",2019,"Kolkata Knight Riders",75,2,48,"All",37.5,9.375
"Mumbai Indians","Jasprit Bumrah",2019,"Punjab Kings",61,1,46,"All",61,7.95652173913043
"Mumbai Indians","Jasprit Bumrah",2019,"Rajasthan Royals",44,3,48,"All",14.6666666666667,5.5
"Mumbai Indians","Jasprit Bumrah",2019,"Royal Challengers Bangalore",42,3,48,"All",14,5.25
"Mumbai Indians","Jasprit Bumrah",2019,"Sunrisers Hyderabad",47,3,42,"All",15.6666666666667,6.71428571428571
"Mumbai Indians","Jasprit Bumrah",2020,"Chennai Super Kings",68,3,48,"All",22.6666666666667,8.5
"Mumbai Indians","Jasprit Bumrah",2020,"Delhi Capitals",85,7,96,"All",12.1428571428571,5.3125
"Mumbai Indians","Jasprit Bumrah",2020,"Kolkata Knight Riders",54,3,48,"All",18,6.75
"Mumbai Indians","Jasprit Bumrah",2020,"Punjab Kings",42,5,48,"All",8.4,5.25
"Mumbai Indians","Jasprit Bumrah",2020,"Rajasthan Royals",58,4,48,"All",14.5,7.25
"Mumbai Indians","Jasprit Bumrah",2020,"Royal Challengers Bangalore",56,3,48,"All",18.6666666666667,7
"Mumbai Indians","Jasprit Bumrah",2020,"Sunrisers Hyderabad",41,2,24,"All",20.5,10.25
"Mumbai Indians","Jasprit Bumrah",2021,"Chennai Super Kings",89,3,48,"All",29.6666666666667,11.125
"Mumbai Indians","Jasprit Bumrah",2021,"Delhi Capitals",61,2,48,"All",30.5,7.625
"Mumbai Indians","Jasprit Bumrah",2021,"Kolkata Knight Riders",71,3,48,"All",23.6666666666667,8.875
"Mumbai Indians","Jasprit Bumrah",2021,"Punjab Kings",45,2,42,"All",22.5,6.42857142857143
"Mumbai Indians","Jasprit Bumrah",2021,"Rajasthan Royals",29,3,48,"All",9.66666666666667,3.625
"Mumbai Indians","Jasprit Bumrah",2021,"Royal Challengers Bangalore",62,5,48,"All",12.4,7.75
"Mumbai Indians","Jasprit Bumrah",2021,"Sunrisers Hyderabad",53,3,48,"All",17.6666666666667,6.625
"Mumbai Indians","Jasprit Bumrah",2022,"Chennai Super Kings",41,1,42,"All",41,5.85714285714286
"Mumbai Indians","Jasprit Bumrah",2022,"Delhi Capitals",68,3,44,"All",22.6666666666667,9.27272727272727
"Mumbai Indians","Jasprit Bumrah",2022,"Gujarat Titans",48,0,24,"All",Inf,12
"Mumbai Indians","Jasprit Bumrah",2022,"Kolkata Knight Riders",36,5,42,"All",7.2,5.14285714285714
"Mumbai Indians","Jasprit Bumrah",2022,"Lucknow Super Giants",55,1,48,"All",55,6.875
"Mumbai Indians","Jasprit Bumrah",2022,"Punjab Kings",28,1,24,"All",28,7
"Mumbai Indians","Jasprit Bumrah",2022,"Rajasthan Royals",44,3,48,"All",14.6666666666667,5.5
"Mumbai Indians","Jasprit Bumrah",2022,"Royal Challengers Bangalore",31,0,24,"All",Inf,7.75
"Mumbai Indians","Jasprit Bumrah",2022,"Sunrisers Hyderabad",32,1,24,"All",32,8
"Mumbai Indians","Jayant Yadav",2019,"Chennai Super Kings",25,1,18,"All",25,8.33333333333333
"Mumbai Indians","Jayant Yadav",2019,"Delhi Capitals",25,0,24,"All",Inf,6.25
"Mumbai Indians","Jayant Yadav",2020,"Delhi Capitals",43,1,42,"All",43,6.14285714285714
"Mumbai Indians","Jayant Yadav",2021,"Delhi Capitals",56,2,48,"All",28,7
"Mumbai Indians","Jayant Yadav",2021,"Punjab Kings",20,0,24,"All",Inf,5
"Mumbai Indians","Jayant Yadav",2021,"Rajasthan Royals",54,0,30,"All",Inf,10.8
"Mumbai Indians","Jaydev Unadkat",2022,"Chennai Super Kings",48,2,24,"All",24,12
"Mumbai Indians","Jaydev Unadkat",2022,"Lucknow Super Giants",68,2,48,"All",34,8.5
"Mumbai Indians","Jaydev Unadkat",2022,"Punjab Kings",44,1,24,"All",44,11
"Mumbai Indians","Jaydev Unadkat",2022,"Royal Challengers Bangalore",30,1,24,"All",30,7.5
"Mumbai Indians","Jean-Paul Duminy",2009,"Chennai Super Kings",9,0,12,"All",Inf,4.5
"Mumbai Indians","Jean-Paul Duminy",2009,"Delhi Capitals",29,1,33,"All",29,5.27272727272727
"Mumbai Indians","Jean-Paul Duminy",2009,"Punjab Kings",38,3,42,"All",12.6666666666667,5.42857142857143
"Mumbai Indians","Jean-Paul Duminy",2009,"Rajasthan Royals",17,0,18,"All",Inf,5.66666666666667
"Mumbai Indians","Jean-Paul Duminy",2010,"Kolkata Knight Riders",22,0,15,"All",Inf,8.8
"Mumbai Indians","Jean-Paul Duminy",2010,"Punjab Kings",15,1,18,"All",15,5
"Mumbai Indians","Jean-Paul Duminy",2018,"Punjab Kings",8,0,6,"All",Inf,8
"Mumbai Indians","Jean-Paul Duminy",2018,"Royal Challengers Bangalore",28,0,12,"All",Inf,14
"Mumbai Indians","Karn Sharma",2017,"Delhi Capitals",11,3,22,"All",3.66666666666667,3
"Mumbai Indians","Karn Sharma",2017,"Kolkata Knight Riders",42,5,42,"All",8.4,6
"Mumbai Indians","Karn Sharma",2017,"Punjab Kings",32,1,18,"All",32,10.6666666666667
"Mumbai Indians","Karn Sharma",2017,"Rising Pune Supergiants",87,3,72,"All",29,7.25
"Mumbai Indians","Karn Sharma",2017,"Royal Challengers Bangalore",23,1,18,"All",23,7.66666666666667
"Mumbai Indians","Karn Sharma",2017,"Sunrisers Hyderabad",19,0,12,"All",Inf,9.5
"Mumbai Indians","Kieron Pollard",2010,"Chennai Super Kings",72,3,48,"All",24,9
"Mumbai Indians","Kieron Pollard",2010,"Deccan Chargers",46,3,36,"All",15.3333333333333,7.66666666666667
