"Bowler","Season","Batting_Team","Stadium","Runs","Wickets","Balls","Bowling_Team","Striker","Average","Economy"
"Shivam Dube",2022,"Kolkata Knight Riders","Wankhede Stadium",11,0,6,"All","All",Inf,11
"Shivam Dube",2022,"Lucknow Super Giants","Brabourne Stadium",25,0,6,"All","All",Inf,25
"Shivam Mavi",2018,"Chennai Super Kings","Eden Gardens",21,0,18,"All","All",Inf,7
"Shivam Mavi",2018,"Delhi Capitals","Eden Gardens",14,1,12,"All","All",14,7
"Shivam Mavi",2018,"Delhi Capitals","Feroz Shah Kotla",58,1,24,"All","All",58,14.5
"Shivam Mavi",2018,"Punjab Kings","Eden Gardens",29,0,18,"All","All",Inf,9.66666666666667
"Shivam Mavi",2018,"Rajasthan Royals","Eden Gardens",44,1,24,"All","All",44,11
"Shivam Mavi",2018,"Rajasthan Royals","Sawai Mansingh Stadium",40,1,24,"All","All",40,10
"Shivam Mavi",2018,"Royal Challengers Bangalore","M Chinnaswamy Stadium",21,0,18,"All","All",Inf,7
"Shivam Mavi",2018,"Sunrisers Hyderabad","Eden Gardens",43,1,30,"All","All",43,8.6
"Shivam Mavi",2020,"Chennai Super Kings","Zayed Cricket Stadium",32,1,18,"All","All",32,10.6666666666667
"Shivam Mavi",2020,"Delhi Capitals","Sharjah Cricket Stadium",40,0,18,"All","All",Inf,13.3333333333333
"Shivam Mavi",2020,"Mumbai Indians","Zayed Cricket Stadium",56,3,42,"All","All",18.6666666666667,8
"Shivam Mavi",2020,"Rajasthan Royals","Dubai International Cricket Stadium",35,4,48,"All","All",8.75,4.375
"Shivam Mavi",2020,"Sunrisers Hyderabad","Zayed Cricket Stadium",49,1,30,"All","All",49,9.8
"Shivam Mavi",2021,"Chennai Super Kings","Dubai International Cricket Stadium",32,1,24,"All","All",32,8
"Shivam Mavi",2021,"Delhi Capitals","Narendra Modi Stadium",25,0,6,"All","All",Inf,25
"Shivam Mavi",2021,"Delhi Capitals","Sharjah Cricket Stadium",27,1,24,"All","All",27,6.75
"Shivam Mavi",2021,"Punjab Kings","Dubai International Cricket Stadium",31,1,24,"All","All",31,7.75
"Shivam Mavi",2021,"Punjab Kings","Narendra Modi Stadium",13,1,24,"All","All",13,3.25
"Shivam Mavi",2021,"Rajasthan Royals","Sharjah Cricket Stadium",21,4,19,"All","All",5.25,6.63157894736842
"Shivam Mavi",2021,"Rajasthan Royals","Wankhede Stadium",19,1,24,"All","All",19,4.75
"Shivam Mavi",2021,"Royal Challengers Bangalore","Sharjah Cricket Stadium",36,0,24,"All","All",Inf,9
"Shivam Mavi",2021,"Sunrisers Hyderabad","Dubai International Cricket Stadium",29,2,24,"All","All",14.5,7.25
"Shivam Mavi",2022,"Chennai Super Kings","Wankhede Stadium",35,0,24,"All","All",Inf,8.75
"Shivam Mavi",2022,"Gujarat Titans","Dr DY Patil Sports Academy",36,1,24,"All","All",36,9
"Shivam Mavi",2022,"Lucknow Super Giants","Maharashtra Cricket Association Stadium",50,1,24,"All","All",50,12.5
"Shivam Mavi",2022,"Punjab Kings","Wankhede Stadium",39,1,12,"All","All",39,19.5
"Shivam Mavi",2022,"Rajasthan Royals","Brabourne Stadium",34,1,24,"All","All",34,8.5
"Shivam Mavi",2022,"Rajasthan Royals","Wankhede Stadium",33,1,24,"All","All",33,8.25
"Shivam Sharma",2014,"Delhi Capitals","Feroz Shah Kotla",32,0,24,"All","All",Inf,8
"Shivam Sharma",2014,"Mumbai Indians","Punjab Cricket Association Stadium",32,0,24,"All","All",Inf,8
"Shivam Sharma",2014,"Royal Challengers Bangalore","M Chinnaswamy Stadium",26,2,24,"All","All",13,6.5
"Shivam Sharma",2014,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",31,1,24,"All","All",31,7.75
"Shivam Sharma",2015,"Rajasthan Royals","Sardar Patel Stadium",44,1,18,"All","All",44,14.6666666666667
"Shivil Kaushik",2016,"Delhi Capitals","Saurashtra Cricket Association Stadium",29,1,24,"All","All",29,7.25
"Shivil Kaushik",2016,"Kolkata Knight Riders","Eden Gardens",14,0,6,"All","All",Inf,14
"Shivil Kaushik",2016,"Punjab Kings","Saurashtra Cricket Association Stadium",20,3,24,"All","All",6.66666666666667,5
"Shivil Kaushik",2016,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Shivil Kaushik",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",50,0,18,"All","All",Inf,16.6666666666667
"Shivil Kaushik",2016,"Sunrisers Hyderabad","Feroz Shah Kotla",22,2,24,"All","All",11,5.5
"Shivil Kaushik",2016,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,0,24,"All","All",Inf,6.25
"Shivil Kaushik",2017,"Kolkata Knight Riders","Saurashtra Cricket Association Stadium",40,0,24,"All","All",Inf,10
"Shivil Kaushik",2017,"Royal Challengers Bangalore","Saurashtra Cricket Association Stadium",36,0,18,"All","All",Inf,12
"Shivil Kaushik",2017,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",29,0,24,"All","All",Inf,7.25
"Shoaib Ahmed",2009,"Chennai Super Kings","Buffalo Park",14,1,12,"All","All",14,7
"Shoaib Ahmed",2009,"Chennai Super Kings","Kingsmead",31,0,18,"All","All",Inf,10.3333333333333
"Shoaib Ahmed",2009,"Delhi Capitals","Kingsmead",24,0,6,"All","All",Inf,24
"Shoaib Ahmed",2009,"Delhi Capitals","SuperSport Park",20,2,24,"All","All",10,5
"Shoaib Ahmed",2009,"Mumbai Indians","SuperSport Park",19,0,12,"All","All",Inf,9.5
"Shoaib Ahmed",2009,"Punjab Kings","De Beers Diamond Oval",25,2,18,"All","All",12.5,8.33333333333333
"Shoaib Ahmed",2009,"Rajasthan Royals","St George's Park",19,0,12,"All","All",Inf,9.5
"Shoaib Akhtar",2008,"Chennai Super Kings","Eden Gardens",14,0,12,"All","All",Inf,7
"Shoaib Akhtar",2008,"Delhi Capitals","Eden Gardens",11,4,18,"All","All",2.75,3.66666666666667
"Shoaib Akhtar",2008,"Mumbai Indians","Wankhede Stadium",29,1,12,"All","All",29,14.5
"Shoaib Malik",2008,"Chennai Super Kings","Feroz Shah Kotla",28,0,12,"All","All",Inf,14
"Shoaib Malik",2008,"Chennai Super Kings","MA Chidambaram Stadium",11,0,6,"All","All",Inf,11
"Shoaib Malik",2008,"Mumbai Indians","Dr DY Patil Sports Academy",6,1,6,"All","All",6,6
"Shoaib Malik",2008,"Punjab Kings","Punjab Cricket Association Stadium",32,1,21,"All","All",32,9.14285714285714
"Shoaib Malik",2008,"Royal Challengers Bangalore","Feroz Shah Kotla",8,0,6,"All","All",Inf,8
"Shreyas Gopal",2014,"Delhi Capitals","Wankhede Stadium",20,1,18,"All","All",20,6.66666666666667
"Shreyas Gopal",2014,"Punjab Kings","Punjab Cricket Association Stadium",32,2,24,"All","All",16,8
"Shreyas Gopal",2014,"Rajasthan Royals","Sardar Patel Stadium",25,2,24,"All","All",12.5,6.25
"Shreyas Gopal",2014,"Rajasthan Royals","Wankhede Stadium",36,1,18,"All","All",36,12
"Shreyas Gopal",2015,"Rajasthan Royals","Sardar Patel Stadium",23,1,13,"All","All",23,10.6153846153846
"Shreyas Gopal",2016,"Rising Pune Supergiants","Wankhede Stadium",18,0,18,"All","All",Inf,6
"Shreyas Gopal",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",20,3,24,"All","All",6.66666666666667,5
"Shreyas Gopal",2018,"Delhi Capitals","Feroz Shah Kotla",26,1,12,"All","All",26,13
"Shreyas Gopal",2018,"Kolkata Knight Riders","Eden Gardens",34,1,24,"All","All",34,8.5
"Shreyas Gopal",2018,"Kolkata Knight Riders","Sawai Mansingh Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Shreyas Gopal",2018,"Mumbai Indians","Sawai Mansingh Stadium",30,0,12,"All","All",Inf,15
"Shreyas Gopal",2018,"Mumbai Indians","Wankhede Stadium",21,0,12,"All","All",Inf,10.5
"Shreyas Gopal",2018,"Punjab Kings","Holkar Cricket Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Shreyas Gopal",2018,"Royal Challengers Bangalore","M Chinnaswamy Stadium",22,2,24,"All","All",11,5.5
"Shreyas Gopal",2018,"Royal Challengers Bangalore","Sawai Mansingh Stadium",16,4,24,"All","All",4,4
"Shreyas Gopal",2018,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",18,0,18,"All","All",Inf,6
"Shreyas Gopal",2019,"Chennai Super Kings","MA Chidambaram Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Shreyas Gopal",2019,"Chennai Super Kings","Sawai Mansingh Stadium",31,0,24,"All","All",Inf,7.75
"Shreyas Gopal",2019,"Delhi Capitals","Feroz Shah Kotla",21,2,24,"All","All",10.5,5.25
"Shreyas Gopal",2019,"Delhi Capitals","Sawai Mansingh Stadium",47,2,24,"All","All",23.5,11.75
"Shreyas Gopal",2019,"Kolkata Knight Riders","Eden Gardens",31,1,18,"All","All",31,10.3333333333333
"Shreyas Gopal",2019,"Kolkata Knight Riders","Sawai Mansingh Stadium",35,2,24,"All","All",17.5,8.75
"Shreyas Gopal",2019,"Mumbai Indians","Sawai Mansingh Stadium",21,2,24,"All","All",10.5,5.25
"Shreyas Gopal",2019,"Mumbai Indians","Wankhede Stadium",21,0,24,"All","All",Inf,5.25
"Shreyas Gopal",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",31,0,24,"All","All",Inf,7.75
"Shreyas Gopal",2019,"Punjab Kings","Sawai Mansingh Stadium",5,0,6,"All","All",Inf,5
"Shreyas Gopal",2019,"Royal Challengers Bangalore","M Chinnaswamy Stadium",12,3,6,"All","All",4,12
"Shreyas Gopal",2019,"Royal Challengers Bangalore","Sawai Mansingh Stadium",12,3,24,"All","All",4,3
"Shreyas Gopal",2019,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",27,3,24,"All","All",9,6.75
"Shreyas Gopal",2019,"Sunrisers Hyderabad","Sawai Mansingh Stadium",30,2,24,"All","All",15,7.5
"Shreyas Gopal",2020,"Chennai Super Kings","Sharjah Cricket Stadium",38,1,24,"All","All",38,9.5
"Shreyas Gopal",2020,"Chennai Super Kings","Zayed Cricket Stadium",14,1,24,"All","All",14,3.5
"Shreyas Gopal",2020,"Delhi Capitals","Dubai International Cricket Stadium",31,1,24,"All","All",31,7.75
"Shreyas Gopal",2020,"Delhi Capitals","Sharjah Cricket Stadium",23,0,12,"All","All",Inf,11.5
"Shreyas Gopal",2020,"Kolkata Knight Riders","Dubai International Cricket Stadium",87,1,42,"All","All",87,12.4285714285714
"Shreyas Gopal",2020,"Mumbai Indians","Zayed Cricket Stadium",58,4,48,"All","All",14.5,7.25
"Shreyas Gopal",2020,"Punjab Kings","Sharjah Cricket Stadium",44,0,24,"All","All",Inf,11
"Shreyas Gopal",2020,"Punjab Kings","Zayed Cricket Stadium",10,0,6,"All","All",Inf,10
"Shreyas Gopal",2020,"Royal Challengers Bangalore","Dubai International Cricket Stadium",32,1,24,"All","All",32,8
"Shreyas Gopal",2020,"Royal Challengers Bangalore","Zayed Cricket Stadium",27,1,24,"All","All",27,6.75
"Shreyas Gopal",2020,"Sunrisers Hyderabad","Dubai International Cricket Stadium",63,0,48,"All","All",Inf,7.875
"Shreyas Gopal",2021,"Mumbai Indians","Sharjah Cricket Stadium",9,0,6,"All","All",Inf,9
"Shreyas Gopal",2021,"Punjab Kings","Wankhede Stadium",40,0,18,"All","All",Inf,13.3333333333333
"Shreyas Gopal",2021,"Royal Challengers Bangalore","Wankhede Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Shreyas Gopal",2022,"Delhi Capitals","Brabourne Stadium",34,1,18,"All","All",34,11.3333333333333
"Shreyas Iyer",2022,"Delhi Capitals","Wankhede Stadium",7,0,6,"All","All",Inf,7
"Shrikant Mundhe",2011,"Delhi Capitals","Feroz Shah Kotla",6,1,6,"All","All",6,6
"Shrikant Wagh",2010,"Chennai Super Kings","MA Chidambaram Stadium",16,1,6,"All","All",16,16
"Shrikant Wagh",2011,"Deccan Chargers","Rajiv Gandhi International Stadium",8,0,6,"All","All",Inf,8
"Shrikant Wagh",2011,"Delhi Capitals","Dr DY Patil Sports Academy",38,0,18,"All","All",Inf,12.6666666666667
"Shrikant Wagh",2011,"Kochi Tuskers Kerala","Dr DY Patil Sports Academy",10,0,12,"All","All",Inf,5
"Shrikant Wagh",2011,"Mumbai Indians","Dr DY Patil Sports Academy",22,0,18,"All","All",Inf,7.33333333333333
"Shrikant Wagh",2011,"Mumbai Indians","Wankhede Stadium",9,1,12,"All","All",9,4.5
"Shrikant Wagh",2011,"Punjab Kings","Dr DY Patil Sports Academy",16,3,18,"All","All",5.33333333333333,5.33333333333333
"Shrikant Wagh",2011,"Punjab Kings","Punjab Cricket Association Stadium",18,0,12,"All","All",Inf,9
"Shubham Agarwal",2017,"Punjab Kings","Saurashtra Cricket Association Stadium",42,1,24,"All","All",42,10.5
"Siddarth Kaul",2013,"Chennai Super Kings","MA Chidambaram Stadium",37,0,24,"All","All",Inf,9.25
"Siddarth Kaul",2013,"Pune Warriors","Subrata Roy Sahara Stadium",27,2,24,"All","All",13.5,6.75
"Siddarth Kaul",2013,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",39,0,24,"All","All",Inf,9.75
"Siddarth Kaul",2013,"Rajasthan Royals","Sawai Mansingh Stadium",23,1,23,"All","All",23,6
"Siddarth Kaul",2013,"Royal Challengers Bangalore","Feroz Shah Kotla",36,1,24,"All","All",36,9
"Siddarth Kaul",2013,"Sunrisers Hyderabad","Feroz Shah Kotla",8,0,12,"All","All",Inf,4
"Siddarth Kaul",2014,"Kolkata Knight Riders","Feroz Shah Kotla",29,0,18,"All","All",Inf,9.66666666666667
"Siddarth Kaul",2014,"Mumbai Indians","Wankhede Stadium",21,0,12,"All","All",Inf,10.5
"Siddarth Kaul",2014,"Rajasthan Royals","Sardar Patel Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Siddarth Kaul",2014,"Royal Challengers Bangalore","M Chinnaswamy Stadium",37,1,24,"All","All",37,9.25
"Siddarth Kaul",2014,"Sunrisers Hyderabad","Feroz Shah Kotla",5,1,6,"All","All",5,5
"Siddarth Kaul",2017,"Delhi Capitals","Feroz Shah Kotla",38,1,24,"All","All",38,9.5
"Siddarth Kaul",2017,"Delhi Capitals","Rajiv Gandhi International Stadium",32,1,24,"All","All",32,8
"Siddarth Kaul",2017,"Gujarat Lions","Green Park",30,1,24,"All","All",30,7.5
"Siddarth Kaul",2017,"Kolkata Knight Riders","M Chinnaswamy Stadium",14,0,6,"All","All",Inf,14
"Siddarth Kaul",2017,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",26,2,24,"All","All",13,6.5
"Siddarth Kaul",2017,"Mumbai Indians","Rajiv Gandhi International Stadium",24,3,24,"All","All",8,6
"Siddarth Kaul",2017,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",36,3,24,"All","All",12,9
"Siddarth Kaul",2017,"Punjab Kings","Rajiv Gandhi International Stadium",26,1,22,"All","All",26,7.09090909090909
"Siddarth Kaul",2017,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",45,0,18,"All","All",Inf,15
"Siddarth Kaul",2017,"Rising Pune Supergiants","Rajiv Gandhi International Stadium",29,4,24,"All","All",7.25,7.25
"Siddarth Kaul",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",40,0,18,"All","All",Inf,13.3333333333333
"Siddarth Kaul",2018,"Chennai Super Kings","Rajiv Gandhi International Stadium",33,0,24,"All","All",Inf,8.25
"Siddarth Kaul",2018,"Chennai Super Kings","Wankhede Stadium",75,2,42,"All","All",37.5,10.7142857142857
"Siddarth Kaul",2018,"Delhi Capitals","Feroz Shah Kotla",48,0,24,"All","All",Inf,12
"Siddarth Kaul",2018,"Delhi Capitals","Rajiv Gandhi International Stadium",37,1,24,"All","All",37,9.25
"Siddarth Kaul",2018,"Kolkata Knight Riders","Eden Gardens",69,3,48,"All","All",23,8.625
"Siddarth Kaul",2018,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",26,2,24,"All","All",13,6.5
"Siddarth Kaul",2018,"Mumbai Indians","Rajiv Gandhi International Stadium",29,2,24,"All","All",14.5,7.25
"Siddarth Kaul",2018,"Mumbai Indians","Wankhede Stadium",23,3,24,"All","All",7.66666666666667,5.75
"Siddarth Kaul",2018,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",33,1,24,"All","All",33,8.25
"Siddarth Kaul",2018,"Punjab Kings","Rajiv Gandhi International Stadium",25,0,24,"All","All",Inf,6.25
"Siddarth Kaul",2018,"Rajasthan Royals","Rajiv Gandhi International Stadium",17,2,24,"All","All",8.5,4.25
"Siddarth Kaul",2018,"Rajasthan Royals","Sawai Mansingh Stadium",23,2,24,"All","All",11.5,5.75
"Siddarth Kaul",2018,"Royal Challengers Bangalore","M Chinnaswamy Stadium",44,2,24,"All","All",22,11
"Siddarth Kaul",2018,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",25,1,24,"All","All",25,6.25
"Siddarth Kaul",2019,"Delhi Capitals","Feroz Shah Kotla",35,2,24,"All","All",17.5,8.75
"Siddarth Kaul",2019,"Kolkata Knight Riders","Eden Gardens",35,1,24,"All","All",35,8.75
"Siddarth Kaul",2019,"Mumbai Indians","Rajiv Gandhi International Stadium",34,2,24,"All","All",17,8.5
"Siddarth Kaul",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",42,1,24,"All","All",42,10.5
"Siddarth Kaul",2019,"Rajasthan Royals","Rajiv Gandhi International Stadium",32,0,24,"All","All",Inf,8
"Siddarth Kaul",2019,"Rajasthan Royals","Sawai Mansingh Stadium",48,0,24,"All","All",Inf,12
"Siddarth Kaul",2019,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",16,0,18,"All","All",Inf,5.33333333333333
"Siddarth Kaul",2020,"Mumbai Indians","Sharjah Cricket Stadium",64,2,24,"All","All",32,16
"Siddarth Kaul",2021,"Chennai Super Kings","Arun Jaitley Stadium",32,0,24,"All","All",Inf,8
"Siddarth Kaul",2021,"Chennai Super Kings","Sharjah Cricket Stadium",24,0,16,"All","All",Inf,9
"Siddarth Kaul",2021,"Delhi Capitals","MA Chidambaram Stadium",31,2,24,"All","All",15.5,7.75
"Siddarth Kaul",2021,"Kolkata Knight Riders","Dubai International Cricket Stadium",17,1,22,"All","All",17,4.63636363636364
"Siddarth Kaul",2021,"Mumbai Indians","Zayed Cricket Stadium",56,0,24,"All","All",Inf,14
"Siddarth Kaul",2021,"Punjab Kings","MA Chidambaram Stadium",27,1,22,"All","All",27,7.36363636363636
"Siddarth Kaul",2021,"Rajasthan Royals","Dubai International Cricket Stadium",36,2,24,"All","All",18,9
"Siddarth Kaul",2021,"Royal Challengers Bangalore","Zayed Cricket Stadium",24,1,24,"All","All",24,6
"Siddarth Kaul",2022,"Gujarat Titans","Wankhede Stadium",43,0,24,"All","All",Inf,10.75
"Siddharth Chitnis",2008,"Deccan Chargers","Dr DY Patil Sports Academy",20,0,12,"All","All",Inf,10
"Siddharth Chitnis",2008,"Punjab Kings","Wankhede Stadium",40,2,24,"All","All",20,10
"Siddharth Trivedi",2008,"Chennai Super Kings","Dr DY Patil Sports Academy",21,0,12,"All","All",Inf,10.5
"Siddharth Trivedi",2008,"Chennai Super Kings","Sawai Mansingh Stadium",17,0,12,"All","All",Inf,8.5
"Siddharth Trivedi",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",37,0,18,"All","All",Inf,12.3333333333333
"Siddharth Trivedi",2008,"Deccan Chargers","Sawai Mansingh Stadium",8,1,18,"All","All",8,2.66666666666667
"Siddharth Trivedi",2008,"Delhi Capitals","Feroz Shah Kotla",32,0,18,"All","All",Inf,10.6666666666667
"Siddharth Trivedi",2008,"Delhi Capitals","Sawai Mansingh Stadium",28,2,24,"All","All",14,7
"Siddharth Trivedi",2008,"Delhi Capitals","Wankhede Stadium",20,1,18,"All","All",20,6.66666666666667
"Siddharth Trivedi",2008,"Kolkata Knight Riders","Eden Gardens",26,1,18,"All","All",26,8.66666666666667
"Siddharth Trivedi",2008,"Kolkata Knight Riders","Sawai Mansingh Stadium",31,2,24,"All","All",15.5,7.75
"Siddharth Trivedi",2008,"Mumbai Indians","Dr DY Patil Sports Academy",23,0,18,"All","All",Inf,7.66666666666667
"Siddharth Trivedi",2008,"Mumbai Indians","Sawai Mansingh Stadium",31,2,24,"All","All",15.5,7.75
"Siddharth Trivedi",2008,"Punjab Kings","Punjab Cricket Association Stadium",48,0,24,"All","All",Inf,12
"Siddharth Trivedi",2008,"Punjab Kings","Sawai Mansingh Stadium",25,2,24,"All","All",12.5,6.25
"Siddharth Trivedi",2008,"Royal Challengers Bangalore","M Chinnaswamy Stadium",29,1,24,"All","All",29,7.25
"Siddharth Trivedi",2008,"Royal Challengers Bangalore","Sawai Mansingh Stadium",23,1,12,"All","All",23,11.5
"Siddharth Trivedi",2009,"Chennai Super Kings","De Beers Diamond Oval",23,1,18,"All","All",23,7.66666666666667
"Siddharth Trivedi",2009,"Chennai Super Kings","SuperSport Park",35,0,18,"All","All",Inf,11.6666666666667
"Siddharth Trivedi",2009,"Deccan Chargers","De Beers Diamond Oval",33,1,18,"All","All",33,11
"Siddharth Trivedi",2009,"Deccan Chargers","St George's Park",13,1,12,"All","All",13,6.5
"Siddharth Trivedi",2009,"Delhi Capitals","OUTsurance Oval",9,0,6,"All","All",Inf,9
"Siddharth Trivedi",2009,"Mumbai Indians","Kingsmead",19,2,24,"All","All",9.5,4.75
"Siddharth Trivedi",2009,"Punjab Kings","Kingsmead",20,1,24,"All","All",20,5
"Siddharth Trivedi",2010,"Chennai Super Kings","Sardar Patel Stadium",18,0,24,"All","All",Inf,4.5
"Siddharth Trivedi",2010,"Deccan Chargers","Sardar Patel Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Siddharth Trivedi",2010,"Deccan Chargers","Vidarbha Cricket Association Stadium",16,3,17,"All","All",5.33333333333333,5.64705882352941
"Siddharth Trivedi",2010,"Delhi Capitals","Feroz Shah Kotla",35,0,24,"All","All",Inf,8.75
"Siddharth Trivedi",2010,"Kolkata Knight Riders","Eden Gardens",16,0,12,"All","All",Inf,8
"Siddharth Trivedi",2010,"Kolkata Knight Riders","Sardar Patel Stadium",26,1,24,"All","All",26,6.5
"Siddharth Trivedi",2010,"Mumbai Indians","Sawai Mansingh Stadium",35,1,24,"All","All",35,8.75
"Siddharth Trivedi",2010,"Punjab Kings","Punjab Cricket Association Stadium",25,2,24,"All","All",12.5,6.25
"Siddharth Trivedi",2010,"Punjab Kings","Sawai Mansingh Stadium",22,2,24,"All","All",11,5.5
"Siddharth Trivedi",2010,"Royal Challengers Bangalore","Sawai Mansingh Stadium",32,2,22,"All","All",16,8.72727272727273
"Siddharth Trivedi",2011,"Chennai Super Kings","MA Chidambaram Stadium",37,1,22,"All","All",37,10.0909090909091
"Siddharth Trivedi",2011,"Chennai Super Kings","Sawai Mansingh Stadium",33,0,12,"All","All",Inf,16.5
"Siddharth Trivedi",2011,"Deccan Chargers","Rajiv Gandhi International Stadium",15,3,24,"All","All",5,3.75
"Siddharth Trivedi",2011,"Delhi Capitals","Sawai Mansingh Stadium",36,1,24,"All","All",36,9
"Siddharth Trivedi",2011,"Kochi Tuskers Kerala","Sawai Mansingh Stadium",19,3,24,"All","All",6.33333333333333,4.75
"Siddharth Trivedi",2011,"Kolkata Knight Riders","Eden Gardens",8,0,6,"All","All",Inf,8
"Siddharth Trivedi",2011,"Kolkata Knight Riders","Sawai Mansingh Stadium",34,0,24,"All","All",Inf,8.5
"Siddharth Trivedi",2011,"Mumbai Indians","Sawai Mansingh Stadium",13,0,12,"All","All",Inf,6.5
"Siddharth Trivedi",2011,"Mumbai Indians","Wankhede Stadium",9,0,6,"All","All",Inf,9
"Siddharth Trivedi",2011,"Pune Warriors","Sawai Mansingh Stadium",28,2,24,"All","All",14,7
"Siddharth Trivedi",2011,"Punjab Kings","Punjab Cricket Association Stadium",59,0,24,"All","All",Inf,14.75
"Siddharth Trivedi",2011,"Royal Challengers Bangalore","Sawai Mansingh Stadium",12,0,12,"All","All",Inf,6
"Siddharth Trivedi",2012,"Chennai Super Kings","MA Chidambaram Stadium",30,0,24,"All","All",Inf,7.5
"Siddharth Trivedi",2012,"Chennai Super Kings","Sawai Mansingh Stadium",18,2,24,"All","All",9,4.5
"Siddharth Trivedi",2012,"Deccan Chargers","Rajiv Gandhi International Stadium",20,2,24,"All","All",10,5
"Siddharth Trivedi",2012,"Deccan Chargers","Sawai Mansingh Stadium",27,1,24,"All","All",27,6.75
"Siddharth Trivedi",2012,"Kolkata Knight Riders","Eden Gardens",25,0,18,"All","All",Inf,8.33333333333333
"Siddharth Trivedi",2012,"Kolkata Knight Riders","Sawai Mansingh Stadium",25,2,24,"All","All",12.5,6.25
"Siddharth Trivedi",2012,"Mumbai Indians","Sawai Mansingh Stadium",37,0,24,"All","All",Inf,9.25
"Siddharth Trivedi",2012,"Mumbai Indians","Wankhede Stadium",25,0,18,"All","All",Inf,8.33333333333333
"Siddharth Trivedi",2012,"Pune Warriors","Sawai Mansingh Stadium",24,0,18,"All","All",Inf,8
"Siddharth Trivedi",2012,"Pune Warriors","Subrata Roy Sahara Stadium",20,0,18,"All","All",Inf,6.66666666666667
"Siddharth Trivedi",2012,"Punjab Kings","Punjab Cricket Association Stadium",28,1,24,"All","All",28,7
"Siddharth Trivedi",2012,"Punjab Kings","Sawai Mansingh Stadium",32,1,24,"All","All",32,8
"Siddharth Trivedi",2012,"Royal Challengers Bangalore","M Chinnaswamy Stadium",25,4,24,"All","All",6.25,6.25
"Siddharth Trivedi",2012,"Royal Challengers Bangalore","Sawai Mansingh Stadium",44,0,24,"All","All",Inf,11
"Siddharth Trivedi",2013,"Chennai Super Kings","MA Chidambaram Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Siddharth Trivedi",2013,"Chennai Super Kings","Sawai Mansingh Stadium",22,0,12,"All","All",Inf,11
"Siddharth Trivedi",2013,"Delhi Capitals","Feroz Shah Kotla",35,0,24,"All","All",Inf,8.75
"Siddharth Trivedi",2013,"Delhi Capitals","Sawai Mansingh Stadium",21,1,24,"All","All",21,5.25
"Siddharth Trivedi",2013,"Kolkata Knight Riders","Eden Gardens",24,0,18,"All","All",Inf,8
"Siddharth Trivedi",2013,"Kolkata Knight Riders","Sawai Mansingh Stadium",23,3,24,"All","All",7.66666666666667,5.75
"Siddharth Trivedi",2013,"Mumbai Indians","Eden Gardens",23,1,24,"All","All",23,5.75
"Siddharth Trivedi",2013,"Mumbai Indians","Sawai Mansingh Stadium",17,1,24,"All","All",17,4.25
"Siddharth Trivedi",2013,"Pune Warriors","Sawai Mansingh Stadium",33,1,24,"All","All",33,8.25
"Siddharth Trivedi",2013,"Pune Warriors","Subrata Roy Sahara Stadium",31,0,24,"All","All",Inf,7.75
"Siddharth Trivedi",2013,"Punjab Kings","Punjab Cricket Association Stadium",18,0,12,"All","All",Inf,9
"Siddharth Trivedi",2013,"Punjab Kings","Sawai Mansingh Stadium",21,2,24,"All","All",10.5,5.25
"Siddharth Trivedi",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",26,0,23,"All","All",Inf,6.78260869565217
"Siddharth Trivedi",2013,"Royal Challengers Bangalore","Sawai Mansingh Stadium",20,1,18,"All","All",20,6.66666666666667
"Siddharth Trivedi",2013,"Sunrisers Hyderabad","Feroz Shah Kotla",18,1,24,"All","All",18,4.5
"Siddharth Trivedi",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",20,1,24,"All","All",20,5
