"Bowling_Team","Bowler","Season","Runs","Wickets","Balls","Batting_Team","Stadium","Average","Economy"
"Sunrisers Hyderabad","Ashish Nehra",2016,199,9,156,"All","All",22.1111111111111,7.65384615384615
"Sunrisers Hyderabad","Ashish Nehra",2017,197,8,127,"All","All",24.625,9.30708661417323
"Sunrisers Hyderabad","Ashish Reddy",2013,70,3,40,"All","All",23.3333333333333,10.5
"Sunrisers Hyderabad","Ashish Reddy",2015,50,3,36,"All","All",16.6666666666667,8.33333333333333
"Sunrisers Hyderabad","Ashish Reddy",2016,39,1,23,"All","All",39,10.1739130434783
"Sunrisers Hyderabad","Barinder Sran",2016,413,14,297,"All","All",29.5,8.34343434343434
"Sunrisers Hyderabad","Barinder Sran",2017,29,0,12,"All","All",Inf,14.5
"Sunrisers Hyderabad","Basil Thampi",2018,114,5,61,"All","All",22.8,11.2131147540984
"Sunrisers Hyderabad","Basil Thampi",2019,110,0,72,"All","All",Inf,9.16666666666667
"Sunrisers Hyderabad","Basil Thampi",2020,46,1,24,"All","All",46,11.5
"Sunrisers Hyderabad","Ben Cutting",2016,80,5,67,"All","All",16,7.16417910447761
"Sunrisers Hyderabad","Ben Cutting",2017,123,1,76,"All","All",123,9.71052631578947
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2014,354,20,319,"All","All",17.7,6.65830721003135
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2015,407,18,310,"All","All",22.6111111111111,7.87741935483871
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2016,490,23,396,"All","All",21.304347826087,7.42424242424242
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2017,369,26,314,"All","All",14.1923076923077,7.05095541401274
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2018,354,9,277,"All","All",39.3333333333333,7.66787003610108
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2019,461,13,354,"All","All",35.4615384615385,7.8135593220339
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2020,99,3,85,"All","All",33,6.98823529411765
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2021,335,6,252,"All","All",55.8333333333333,7.97619047619048
"Sunrisers Hyderabad","Bhuvneshwar Kumar",2022,383,12,313,"All","All",31.9166666666667,7.34185303514377
"Sunrisers Hyderabad","Billy Stanlake",2018,130,5,96,"All","All",26,8.125
"Sunrisers Hyderabad","Bipul Sharma",2015,50,3,42,"All","All",16.6666666666667,7.14285714285714
"Sunrisers Hyderabad","Bipul Sharma",2016,121,3,84,"All","All",40.3333333333333,8.64285714285714
"Sunrisers Hyderabad","Bipul Sharma",2017,129,3,98,"All","All",43,7.89795918367347
"Sunrisers Hyderabad","Cameron White",2013,16,1,12,"All","All",16,8
"Sunrisers Hyderabad","Carlos Brathwaite",2018,94,5,61,"All","All",18.8,9.24590163934426
"Sunrisers Hyderabad","Chris Jordan",2017,9,1,6,"All","All",9,9
"Sunrisers Hyderabad","Chris Jordan",2018,31,0,24,"All","All",Inf,7.75
"Sunrisers Hyderabad","Dale Steyn",2013,384,19,407,"All","All",20.2105263157895,5.66093366093366
"Sunrisers Hyderabad","Dale Steyn",2014,431,11,336,"All","All",39.1818181818182,7.69642857142857
"Sunrisers Hyderabad","Dale Steyn",2015,170,3,114,"All","All",56.6666666666667,8.94736842105263
"Sunrisers Hyderabad","Daren Sammy",2013,168,8,134,"All","All",21,7.52238805970149
"Sunrisers Hyderabad","Daren Sammy",2014,157,3,84,"All","All",52.3333333333333,11.2142857142857
"Sunrisers Hyderabad","David Warner",2020,2,0,1,"All","All",Inf,12
"Sunrisers Hyderabad","Deepak Hooda",2016,97,3,78,"All","All",32.3333333333333,7.46153846153846
"Sunrisers Hyderabad","Deepak Hooda",2017,42,2,24,"All","All",21,10.5
"Sunrisers Hyderabad","Deepak Hooda",2018,24,0,18,"All","All",Inf,8
"Sunrisers Hyderabad","Deepak Hooda",2019,21,1,12,"All","All",21,10.5
"Sunrisers Hyderabad","Fazalhaq Farooqi",2022,110,2,72,"All","All",55,9.16666666666667
"Sunrisers Hyderabad","Hanuma Vihari",2013,38,1,36,"All","All",38,6.33333333333333
"Sunrisers Hyderabad","Irfan Pathan",2014,205,4,142,"All","All",51.25,8.66197183098592
"Sunrisers Hyderabad","Ishant Sharma",2013,466,15,358,"All","All",31.0666666666667,7.81005586592179
"Sunrisers Hyderabad","Ishant Sharma",2014,101,3,66,"All","All",33.6666666666667,9.18181818181818
"Sunrisers Hyderabad","Ishant Sharma",2015,159,1,84,"All","All",159,11.3571428571429
"Sunrisers Hyderabad","Jagadeesha Suchith",2021,66,0,42,"All","All",Inf,9.42857142857143
"Sunrisers Hyderabad","Jagadeesha Suchith",2022,140,7,108,"All","All",20,7.77777777777778
"Sunrisers Hyderabad","Jason Holder",2014,35,1,18,"All","All",35,11.6666666666667
"Sunrisers Hyderabad","Jason Holder",2020,233,14,168,"All","All",16.6428571428571,8.32142857142857
"Sunrisers Hyderabad","Jason Holder",2021,247,16,191,"All","All",15.4375,7.75916230366492
"Sunrisers Hyderabad","Kane Williamson",2016,7,0,6,"All","All",Inf,7
"Sunrisers Hyderabad","Kane Williamson",2020,24,0,12,"All","All",Inf,12
"Sunrisers Hyderabad","Karn Sharma",2013,230,11,209,"All","All",20.9090909090909,6.60287081339713
"Sunrisers Hyderabad","Karn Sharma",2014,376,15,304,"All","All",25.0666666666667,7.42105263157895
"Sunrisers Hyderabad","Karn Sharma",2015,332,10,239,"All","All",33.2,8.3347280334728
"Sunrisers Hyderabad","Karn Sharma",2016,171,0,98,"All","All",Inf,10.469387755102
"Sunrisers Hyderabad","Kartik Tyagi",2022,79,1,48,"All","All",79,9.875
"Sunrisers Hyderabad","Khaleel Ahmed",2018,38,0,18,"All","All",Inf,12.6666666666667
"Sunrisers Hyderabad","Khaleel Ahmed",2019,287,20,209,"All","All",14.35,8.23923444976077
"Sunrisers Hyderabad","Khaleel Ahmed",2020,242,8,154,"All","All",30.25,9.42857142857143
"Sunrisers Hyderabad","Khaleel Ahmed",2021,219,5,162,"All","All",43.8,8.11111111111111
"Sunrisers Hyderabad","Marco Jansen",2022,274,7,192,"All","All",39.1428571428571,8.5625
"Sunrisers Hyderabad","Mitchell Marsh",2020,6,0,4,"All","All",Inf,9
"Sunrisers Hyderabad","Mohammad Nabi",2017,58,2,66,"All","All",29,5.27272727272727
"Sunrisers Hyderabad","Mohammad Nabi",2018,47,1,30,"All","All",47,9.4
"Sunrisers Hyderabad","Mohammad Nabi",2019,194,8,175,"All","All",24.25,6.65142857142857
"Sunrisers Hyderabad","Mohammad Nabi",2020,23,0,24,"All","All",Inf,5.75
"Sunrisers Hyderabad","Mohammad Nabi",2021,86,2,48,"All","All",43,10.75
"Sunrisers Hyderabad","Mohammed Siraj",2017,212,10,138,"All","All",21.2,9.21739130434783
"Sunrisers Hyderabad","Moises Henriques",2014,96,4,60,"All","All",24,9.6
"Sunrisers Hyderabad","Moises Henriques",2015,158,11,150,"All","All",14.3636363636364,6.32
"Sunrisers Hyderabad","Moises Henriques",2016,415,12,312,"All","All",34.5833333333333,7.98076923076923
"Sunrisers Hyderabad","Moises Henriques",2017,248,1,144,"All","All",248,10.3333333333333
"Sunrisers Hyderabad","Mujeeb Ur Rahman",2021,29,2,24,"All","All",14.5,7.25
"Sunrisers Hyderabad","Mustafizur Rahman",2016,421,17,366,"All","All",24.7647058823529,6.9016393442623
"Sunrisers Hyderabad","Mustafizur Rahman",2017,34,0,16,"All","All",Inf,12.75
"Sunrisers Hyderabad","Parvez Rasool",2014,83,1,54,"All","All",83,9.22222222222222
"Sunrisers Hyderabad","Parvez Rasool",2015,31,1,30,"All","All",31,6.2
"Sunrisers Hyderabad","Praveen Kumar",2015,329,7,216,"All","All",47,9.13888888888889
"Sunrisers Hyderabad","Rashid Khan",2017,358,17,324,"All","All",21.0588235294118,6.62962962962963
"Sunrisers Hyderabad","Rashid Khan",2018,458,21,408,"All","All",21.8095238095238,6.73529411764706
"Sunrisers Hyderabad","Rashid Khan",2019,377,17,360,"All","All",22.1764705882353,6.28333333333333
"Sunrisers Hyderabad","Rashid Khan",2020,344,20,384,"All","All",17.2,5.375
"Sunrisers Hyderabad","Rashid Khan",2021,375,18,336,"All","All",20.8333333333333,6.69642857142857
"Sunrisers Hyderabad","Ravi Bopara",2015,160,6,120,"All","All",26.6666666666667,8
"Sunrisers Hyderabad","Romario Shepherd",2022,98,3,54,"All","All",32.6666666666667,10.8888888888889
"Sunrisers Hyderabad","Sandeep Sharma",2018,333,12,264,"All","All",27.75,7.56818181818182
"Sunrisers Hyderabad","Sandeep Sharma",2019,352,12,256,"All","All",29.3333333333333,8.25
"Sunrisers Hyderabad","Sandeep Sharma",2020,374,14,312,"All","All",26.7142857142857,7.19230769230769
"Sunrisers Hyderabad","Sandeep Sharma",2021,203,3,141,"All","All",67.6666666666667,8.63829787234043
"Sunrisers Hyderabad","Sean Abbott",2022,47,1,24,"All","All",47,11.75
"Sunrisers Hyderabad","Shahbaz Nadeem",2019,90,2,54,"All","All",45,10
"Sunrisers Hyderabad","Shahbaz Nadeem",2020,178,5,132,"All","All",35.6,8.09090909090909
"Sunrisers Hyderabad","Shahbaz Nadeem",2021,36,1,24,"All","All",36,9
"Sunrisers Hyderabad","Shakib Al Hasan",2018,456,14,342,"All","All",32.5714285714286,8
"Sunrisers Hyderabad","Shakib Al Hasan",2019,95,2,65,"All","All",47.5,8.76923076923077
"Sunrisers Hyderabad","Shashank Singh",2022,20,0,12,"All","All",Inf,10
"Sunrisers Hyderabad","Shreyas Gopal",2022,34,1,18,"All","All",34,11.3333333333333
"Sunrisers Hyderabad","Siddarth Kaul",2017,300,16,214,"All","All",18.75,8.41121495327103
"Sunrisers Hyderabad","Siddarth Kaul",2018,547,21,396,"All","All",26.047619047619,8.28787878787879
"Sunrisers Hyderabad","Siddarth Kaul",2019,242,6,162,"All","All",40.3333333333333,8.96296296296296
"Sunrisers Hyderabad","Siddarth Kaul",2020,64,2,24,"All","All",32,16
"Sunrisers Hyderabad","Siddarth Kaul",2021,247,7,180,"All","All",35.2857142857143,8.23333333333333
"Sunrisers Hyderabad","T Natarajan",2020,504,16,377,"All","All",31.5,8.02122015915119
"Sunrisers Hyderabad","T Natarajan",2021,69,2,48,"All","All",34.5,8.625
"Sunrisers Hyderabad","T Natarajan",2022,406,18,258,"All","All",22.5555555555556,9.44186046511628
"Sunrisers Hyderabad","Thisara Perera",2013,478,19,358,"All","All",25.1578947368421,8.01117318435754
"Sunrisers Hyderabad","Trent Boult",2015,236,9,168,"All","All",26.2222222222222,8.42857142857143
"Sunrisers Hyderabad","Trent Boult",2016,39,1,24,"All","All",39,9.75
"Sunrisers Hyderabad","Umran Malik",2021,96,2,72,"All","All",48,8
"Sunrisers Hyderabad","Umran Malik",2022,444,22,295,"All","All",20.1818181818182,9.03050847457627
"Sunrisers Hyderabad","Venugopal Rao",2014,16,0,12,"All","All",Inf,8
"Sunrisers Hyderabad","Vijay Shankar",2019,70,1,48,"All","All",70,8.75
"Sunrisers Hyderabad","Vijay Shankar",2020,82,4,79,"All","All",20.5,6.22784810126582
"Sunrisers Hyderabad","Vijay Shankar",2021,100,3,66,"All","All",33.3333333333333,9.09090909090909
"Sunrisers Hyderabad","Washington Sundar",2022,239,6,168,"All","All",39.8333333333333,8.53571428571429
"Sunrisers Hyderabad","Yusuf Pathan",2018,14,1,12,"All","All",14,7
"Sunrisers Hyderabad","Yusuf Pathan",2019,8,0,6,"All","All",Inf,8
"Sunrisers Hyderabad","Yuvraj Singh",2016,52,0,37,"All","All",Inf,8.43243243243243
"Sunrisers Hyderabad","Yuvraj Singh",2017,22,1,12,"All","All",22,11
