"Batting_Team","Striker","Stadium","Runs","Dismissed","Balls","Bowling_Team","Season","Average","Strike_Rate"
"Gujarat Lions","Pradeep Sangwan","Green Park",0,1,1,"All","All",0,0
"Gujarat Lions","Pradeep Sangwan","Maharashtra Cricket Association Stadium",1,1,2,"All","All",1,50
"Gujarat Lions","Praveen Kumar","Green Park",1,1,2,"All","All",1,50
"Gujarat Lions","Praveen Kumar","M Chinnaswamy Stadium",2,2,6,"All","All",1,33.3333333333333
"Gujarat Lions","Praveen Kumar","Rajiv Gandhi International Stadium",13,0,11,"All","All",Inf,118.181818181818
"Gujarat Lions","Praveen Kumar","Saurashtra Cricket Association Stadium",16,1,14,"All","All",16,114.285714285714
"Gujarat Lions","Praveen Kumar","Wankhede Stadium",0,1,2,"All","All",0,0
"Gujarat Lions","Pravin Tambe","M Chinnaswamy Stadium",7,0,19,"All","All",Inf,36.8421052631579
"Gujarat Lions","Ravindra Jadeja","Eden Gardens",28,0,22,"All","All",Inf,127.272727272727
"Gujarat Lions","Ravindra Jadeja","Feroz Shah Kotla",41,1,29,"All","All",41,141.379310344828
"Gujarat Lions","Ravindra Jadeja","Green Park",65,0,46,"All","All",Inf,141.304347826087
"Gujarat Lions","Ravindra Jadeja","M Chinnaswamy Stadium",26,2,30,"All","All",13,86.6666666666667
"Gujarat Lions","Ravindra Jadeja","Maharashtra Cricket Association Stadium",19,2,13,"All","All",9.5,146.153846153846
"Gujarat Lions","Ravindra Jadeja","Punjab Cricket Association IS Bindra Stadium",15,1,18,"All","All",15,83.3333333333333
"Gujarat Lions","Ravindra Jadeja","Rajiv Gandhi International Stadium",18,1,13,"All","All",18,138.461538461538
"Gujarat Lions","Ravindra Jadeja","Saurashtra Cricket Association Stadium",137,6,119,"All","All",22.8333333333333,115.126050420168
"Gujarat Lions","Shadab Jakati","M Chinnaswamy Stadium",1,0,2,"All","All",Inf,50
"Gujarat Lions","Shivil Kaushik","M Chinnaswamy Stadium",0,1,1,"All","All",0,0
"Gujarat Lions","Suresh Raina","Eden Gardens",98,2,64,"All","All",49,153.125
"Gujarat Lions","Suresh Raina","Feroz Shah Kotla",80,3,53,"All","All",26.6666666666667,150.943396226415
"Gujarat Lions","Suresh Raina","Green Park",119,3,82,"All","All",39.6666666666667,145.121951219512
"Gujarat Lions","Suresh Raina","M Chinnaswamy Stadium",35,1,39,"All","All",35,89.7435897435898
"Gujarat Lions","Suresh Raina","Maharashtra Cricket Association Stadium",42,2,36,"All","All",21,116.666666666667
"Gujarat Lions","Suresh Raina","Punjab Cricket Association IS Bindra Stadium",59,2,34,"All","All",29.5,173.529411764706
"Gujarat Lions","Suresh Raina","Rajiv Gandhi International Stadium",25,2,18,"All","All",12.5,138.888888888889
"Gujarat Lions","Suresh Raina","Saurashtra Cricket Association Stadium",328,8,242,"All","All",41,135.537190082645
"Gujarat Lions","Suresh Raina","Wankhede Stadium",55,2,51,"All","All",27.5,107.843137254902
"Gujarat Titans","Abhinav Manohar","Dr DY Patil Sports Academy",80,3,53,"All","All",26.6666666666667,150.943396226415
"Gujarat Titans","Abhinav Manohar","Maharashtra Cricket Association Stadium",13,2,14,"All","All",6.5,92.8571428571429
"Gujarat Titans","Abhinav Manohar","Wankhede Stadium",15,1,8,"All","All",15,187.5
"Gujarat Titans","Alzarri Joseph","Dr DY Patil Sports Academy",5,0,6,"All","All",Inf,83.3333333333333
"Gujarat Titans","Alzarri Joseph","Maharashtra Cricket Association Stadium",0,1,1,"All","All",0,0
"Gujarat Titans","David Miller","Brabourne Stadium",64,0,42,"All","All",Inf,152.380952380952
"Gujarat Titans","David Miller","Dr DY Patil Sports Academy",81,3,63,"All","All",27,128.571428571429
"Gujarat Titans","David Miller","Eden Gardens",68,0,38,"All","All",Inf,178.947368421053
"Gujarat Titans","David Miller","Maharashtra Cricket Association Stadium",140,1,90,"All","All",140,155.555555555556
"Gujarat Titans","David Miller","Narendra Modi Stadium",32,0,19,"All","All",Inf,168.421052631579
"Gujarat Titans","David Miller","Wankhede Stadium",96,3,85,"All","All",32,112.941176470588
"Gujarat Titans","Hardik Pandya","Brabourne Stadium",54,3,37,"All","All",18,145.945945945946
"Gujarat Titans","Hardik Pandya","Dr DY Patil Sports Academy",205,2,150,"All","All",102.5,136.666666666667
"Gujarat Titans","Hardik Pandya","Eden Gardens",40,0,27,"All","All",Inf,148.148148148148
"Gujarat Titans","Hardik Pandya","Maharashtra Cricket Association Stadium",42,2,40,"All","All",21,105
"Gujarat Titans","Hardik Pandya","Narendra Modi Stadium",34,1,30,"All","All",34,113.333333333333
"Gujarat Titans","Hardik Pandya","Wankhede Stadium",112,3,87,"All","All",37.3333333333333,128.735632183908
"Gujarat Titans","Lockie Ferguson","Dr DY Patil Sports Academy",5,2,4,"All","All",2.5,125
"Gujarat Titans","Matthew Wade","Brabourne Stadium",6,1,7,"All","All",6,85.7142857142857
"Gujarat Titans","Matthew Wade","Dr DY Patil Sports Academy",31,2,25,"All","All",15.5,124
"Gujarat Titans","Matthew Wade","Eden Gardens",35,1,30,"All","All",35,116.666666666667
"Gujarat Titans","Matthew Wade","Maharashtra Cricket Association Stadium",11,2,9,"All","All",5.5,122.222222222222
"Gujarat Titans","Matthew Wade","Narendra Modi Stadium",8,1,10,"All","All",8,80
"Gujarat Titans","Matthew Wade","Wankhede Stadium",66,3,57,"All","All",22,115.789473684211
"Gujarat Titans","Pradeep Sangwan","Dr DY Patil Sports Academy",2,1,5,"All","All",2,40
"Gujarat Titans","Rahul Tewatia","Brabourne Stadium",59,1,32,"All","All",59,184.375
"Gujarat Titans","Rahul Tewatia","Dr DY Patil Sports Academy",34,3,29,"All","All",11.3333333333333,117.241379310345
"Gujarat Titans","Rahul Tewatia","Maharashtra Cricket Association Stadium",42,2,38,"All","All",21,110.526315789474
"Gujarat Titans","Rahul Tewatia","Wankhede Stadium",82,1,48,"All","All",82,170.833333333333
"Gujarat Titans","Rashid Khan","Brabourne Stadium",1,0,1,"All","All",Inf,100
"Gujarat Titans","Rashid Khan","Dr DY Patil Sports Academy",0,3,4,"All","All",0,0
"Gujarat Titans","Rashid Khan","Maharashtra Cricket Association Stadium",40,1,22,"All","All",40,181.818181818182
"Gujarat Titans","Rashid Khan","Wankhede Stadium",50,0,17,"All","All",Inf,294.117647058824
"Gujarat Titans","Sai Sudharsan","Brabourne Stadium",69,3,55,"All","All",23,125.454545454545
"Gujarat Titans","Sai Sudharsan","Dr DY Patil Sports Academy",76,1,59,"All","All",76,128.813559322034
"Gujarat Titans","Shubman Gill","Brabourne Stadium",179,3,123,"All","All",59.6666666666667,145.528455284553
"Gujarat Titans","Shubman Gill","Dr DY Patil Sports Academy",36,4,34,"All","All",9,105.882352941176
"Gujarat Titans","Shubman Gill","Eden Gardens",35,1,21,"All","All",35,166.666666666667
"Gujarat Titans","Shubman Gill","Maharashtra Cricket Association Stadium",147,2,96,"All","All",73.5,153.125
"Gujarat Titans","Shubman Gill","Narendra Modi Stadium",45,0,43,"All","All",Inf,104.651162790698
"Gujarat Titans","Shubman Gill","Wankhede Stadium",41,4,48,"All","All",10.25,85.4166666666667
"Gujarat Titans","Vijay Shankar","Dr DY Patil Sports Academy",2,1,7,"All","All",2,28.5714285714286
"Gujarat Titans","Vijay Shankar","Maharashtra Cricket Association Stadium",13,2,22,"All","All",6.5,59.0909090909091
"Gujarat Titans","Vijay Shankar","Wankhede Stadium",4,1,6,"All","All",4,66.6666666666667
"Gujarat Titans","Wriddhiman Saha","Brabourne Stadium",84,2,62,"All","All",42,135.483870967742
"Gujarat Titans","Wriddhiman Saha","Dr DY Patil Sports Academy",46,2,42,"All","All",23,109.52380952381
"Gujarat Titans","Wriddhiman Saha","Eden Gardens",0,1,2,"All","All",0,0
"Gujarat Titans","Wriddhiman Saha","Maharashtra Cricket Association Stadium",16,2,29,"All","All",8,55.1724137931034
"Gujarat Titans","Wriddhiman Saha","Narendra Modi Stadium",5,1,7,"All","All",5,71.4285714285714
"Gujarat Titans","Wriddhiman Saha","Wankhede Stadium",166,2,117,"All","All",83,141.880341880342
"Gujarat Titans","Yash Dayal","Dr DY Patil Sports Academy",0,1,1,"All","All",0,0
"Kochi Tuskers Kerala","Balachandra Akhil","Nehru Stadium",13,1,9,"All","All",13,144.444444444444
"Kochi Tuskers Kerala","Brad Hodge","Dr DY Patil Sports Academy",39,1,36,"All","All",39,108.333333333333
"Kochi Tuskers Kerala","Brad Hodge","Eden Gardens",2,1,8,"All","All",2,25
"Kochi Tuskers Kerala","Brad Hodge","Feroz Shah Kotla",24,0,13,"All","All",Inf,184.615384615385
"Kochi Tuskers Kerala","Brad Hodge","Holkar Cricket Stadium",37,1,23,"All","All",37,160.869565217391
"Kochi Tuskers Kerala","Brad Hodge","M Chinnaswamy Stadium",5,1,12,"All","All",5,41.6666666666667
"Kochi Tuskers Kerala","Brad Hodge","MA Chidambaram Stadium",51,0,42,"All","All",Inf,121.428571428571
"Kochi Tuskers Kerala","Brad Hodge","Nehru Stadium",108,3,81,"All","All",36,133.333333333333
"Kochi Tuskers Kerala","Brad Hodge","Sawai Mansingh Stadium",8,1,14,"All","All",8,57.1428571428571
"Kochi Tuskers Kerala","Brad Hodge","Wankhede Stadium",11,0,7,"All","All",Inf,157.142857142857
"Kochi Tuskers Kerala","Brendon McCullum","Dr DY Patil Sports Academy",0,1,1,"All","All",0,0
"Kochi Tuskers Kerala","Brendon McCullum","Eden Gardens",23,1,19,"All","All",23,121.052631578947
"Kochi Tuskers Kerala","Brendon McCullum","Feroz Shah Kotla",37,1,19,"All","All",37,194.736842105263
"Kochi Tuskers Kerala","Brendon McCullum","Holkar Cricket Stadium",61,2,39,"All","All",30.5,156.410256410256
"Kochi Tuskers Kerala","Brendon McCullum","M Chinnaswamy Stadium",22,1,16,"All","All",22,137.5
"Kochi Tuskers Kerala","Brendon McCullum","MA Chidambaram Stadium",33,1,37,"All","All",33,89.1891891891892
"Kochi Tuskers Kerala","Brendon McCullum","Nehru Stadium",100,5,84,"All","All",20,119.047619047619
"Kochi Tuskers Kerala","Brendon McCullum","Wankhede Stadium",81,1,60,"All","All",81,135
"Kochi Tuskers Kerala","Gnaneswara Rao","MA Chidambaram Stadium",19,1,17,"All","All",19,111.764705882353
"Kochi Tuskers Kerala","Kedar Jadhav","Eden Gardens",12,1,11,"All","All",12,109.090909090909
"Kochi Tuskers Kerala","Kedar Jadhav","MA Chidambaram Stadium",1,0,1,"All","All",Inf,100
"Kochi Tuskers Kerala","Kedar Jadhav","Nehru Stadium",0,1,2,"All","All",0,0
"Kochi Tuskers Kerala","Kedar Jadhav","Sawai Mansingh Stadium",5,1,9,"All","All",5,55.5555555555556
"Kochi Tuskers Kerala","Mahela Jayawardene","Dr DY Patil Sports Academy",2,1,3,"All","All",2,66.6666666666667
"Kochi Tuskers Kerala","Mahela Jayawardene","Eden Gardens",25,1,27,"All","All",25,92.5925925925926
"Kochi Tuskers Kerala","Mahela Jayawardene","Feroz Shah Kotla",7,1,10,"All","All",7,70
"Kochi Tuskers Kerala","Mahela Jayawardene","Holkar Cricket Stadium",82,2,55,"All","All",41,149.090909090909
"Kochi Tuskers Kerala","Mahela Jayawardene","M Chinnaswamy Stadium",3,1,7,"All","All",3,42.8571428571429
"Kochi Tuskers Kerala","Mahela Jayawardene","Nehru Stadium",111,5,106,"All","All",22.2,104.716981132075
"Kochi Tuskers Kerala","Mahela Jayawardene","Sawai Mansingh Stadium",13,1,13,"All","All",13,100
"Kochi Tuskers Kerala","Mahela Jayawardene","Wankhede Stadium",56,1,36,"All","All",56,155.555555555556
"Kochi Tuskers Kerala","Michael Klinger","Feroz Shah Kotla",18,1,20,"All","All",18,90
"Kochi Tuskers Kerala","Michael Klinger","M Chinnaswamy Stadium",24,1,25,"All","All",24,96
"Kochi Tuskers Kerala","Michael Klinger","Nehru Stadium",31,2,32,"All","All",15.5,96.875
"Kochi Tuskers Kerala","Muthiah Muralidaran","Sawai Mansingh Stadium",5,0,8,"All","All",Inf,62.5
"Kochi Tuskers Kerala","Owais Shah","Holkar Cricket Stadium",23,1,12,"All","All",23,191.666666666667
"Kochi Tuskers Kerala","Owais Shah","MA Chidambaram Stadium",3,1,3,"All","All",3,100
"Kochi Tuskers Kerala","Parthiv Patel","Dr DY Patil Sports Academy",21,1,19,"All","All",21,110.526315789474
"Kochi Tuskers Kerala","Parthiv Patel","Eden Gardens",9,1,11,"All","All",9,81.8181818181818
"Kochi Tuskers Kerala","Parthiv Patel","Feroz Shah Kotla",37,0,31,"All","All",Inf,119.354838709677
"Kochi Tuskers Kerala","Parthiv Patel","Holkar Cricket Stadium",21,1,15,"All","All",21,140
"Kochi Tuskers Kerala","Parthiv Patel","M Chinnaswamy Stadium",19,1,14,"All","All",19,135.714285714286
"Kochi Tuskers Kerala","Parthiv Patel","MA Chidambaram Stadium",6,1,7,"All","All",6,85.7142857142857
"Kochi Tuskers Kerala","Parthiv Patel","Nehru Stadium",57,4,52,"All","All",14.25,109.615384615385
"Kochi Tuskers Kerala","Parthiv Patel","Sawai Mansingh Stadium",32,1,34,"All","All",32,94.1176470588235
"Kochi Tuskers Kerala","Prasanth Parameswaran","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,100
"Kochi Tuskers Kerala","RP Singh","Dr DY Patil Sports Academy",0,0,1,"All","All",NA,0
"Kochi Tuskers Kerala","RP Singh","Nehru Stadium",1,1,2,"All","All",1,50
"Kochi Tuskers Kerala","RP Singh","Sawai Mansingh Stadium",1,1,1,"All","All",1,100
"Kochi Tuskers Kerala","Raiphi Gomez","Dr DY Patil Sports Academy",26,0,18,"All","All",Inf,144.444444444444
"Kochi Tuskers Kerala","Raiphi Gomez","Eden Gardens",10,0,10,"All","All",Inf,100
"Kochi Tuskers Kerala","Raiphi Gomez","Holkar Cricket Stadium",2,1,3,"All","All",2,66.6666666666667
"Kochi Tuskers Kerala","Raiphi Gomez","M Chinnaswamy Stadium",7,1,15,"All","All",7,46.6666666666667
"Kochi Tuskers Kerala","Raiphi Gomez","Nehru Stadium",1,2,3,"All","All",0.5,33.3333333333333
"Kochi Tuskers Kerala","Raiphi Gomez","Sawai Mansingh Stadium",0,1,1,"All","All",0,0
"Kochi Tuskers Kerala","Ramesh Powar","Eden Gardens",3,0,6,"All","All",Inf,50
"Kochi Tuskers Kerala","Ramesh Powar","M Chinnaswamy Stadium",8,0,6,"All","All",Inf,133.333333333333
"Kochi Tuskers Kerala","Ramesh Powar","Nehru Stadium",0,1,1,"All","All",0,0
"Kochi Tuskers Kerala","Ravindra Jadeja","Dr DY Patil Sports Academy",47,1,33,"All","All",47,142.424242424242
"Kochi Tuskers Kerala","Ravindra Jadeja","Eden Gardens",29,1,18,"All","All",29,161.111111111111
"Kochi Tuskers Kerala","Ravindra Jadeja","Holkar Cricket Stadium",17,1,18,"All","All",17,94.4444444444444
"Kochi Tuskers Kerala","Ravindra Jadeja","M Chinnaswamy Stadium",23,1,22,"All","All",23,104.545454545455
"Kochi Tuskers Kerala","Ravindra Jadeja","MA Chidambaram Stadium",19,1,13,"All","All",19,146.153846153846
"Kochi Tuskers Kerala","Ravindra Jadeja","Nehru Stadium",101,3,90,"All","All",33.6666666666667,112.222222222222
"Kochi Tuskers Kerala","Ravindra Jadeja","Sawai Mansingh Stadium",22,1,23,"All","All",22,95.6521739130435
"Kochi Tuskers Kerala","Ravindra Jadeja","Wankhede Stadium",25,0,11,"All","All",Inf,227.272727272727
"Kochi Tuskers Kerala","Sreesanth","Dr DY Patil Sports Academy",1,1,6,"All","All",1,16.6666666666667
"Kochi Tuskers Kerala","Sreesanth","Nehru Stadium",0,1,3,"All","All",0,0
"Kochi Tuskers Kerala","Thisara Perera","Nehru Stadium",22,1,23,"All","All",22,95.6521739130435
"Kochi Tuskers Kerala","Thisara Perera","Sawai Mansingh Stadium",1,1,4,"All","All",1,25
"Kochi Tuskers Kerala","VVS Laxman","Dr DY Patil Sports Academy",0,1,3,"All","All",0,0
"Kochi Tuskers Kerala","VVS Laxman","Nehru Stadium",36,1,29,"All","All",36,124.137931034483
"Kochi Tuskers Kerala","VVS Laxman","Sawai Mansingh Stadium",8,1,10,"All","All",8,80
"Kochi Tuskers Kerala","Vinay Kumar","Dr DY Patil Sports Academy",1,1,1,"All","All",1,100
"Kochi Tuskers Kerala","Vinay Kumar","Eden Gardens",11,1,10,"All","All",11,110
"Kochi Tuskers Kerala","Vinay Kumar","Holkar Cricket Stadium",1,0,1,"All","All",Inf,100
"Kochi Tuskers Kerala","Vinay Kumar","M Chinnaswamy Stadium",3,1,3,"All","All",3,100
"Kochi Tuskers Kerala","Vinay Kumar","Nehru Stadium",29,2,28,"All","All",14.5,103.571428571429
"Kochi Tuskers Kerala","Vinay Kumar","Sawai Mansingh Stadium",5,1,4,"All","All",5,125
"Kolkata Knight Riders","Aakash Chopra","Eden Gardens",17,3,25,"All","All",5.66666666666667,68
"Kolkata Knight Riders","Aakash Chopra","Newlands",11,1,19,"All","All",11,57.8947368421053
"Kolkata Knight Riders","Aakash Chopra","Rajiv Gandhi International Stadium",24,1,23,"All","All",24,104.347826086957
"Kolkata Knight Riders","Aakash Chopra","Wankhede Stadium",1,1,4,"All","All",1,25
"Kolkata Knight Riders","Aaron Finch","Brabourne Stadium",65,2,33,"All","All",32.5,196.969696969697
"Kolkata Knight Riders","Aaron Finch","Maharashtra Cricket Association Stadium",14,1,14,"All","All",14,100
"Kolkata Knight Riders","Aaron Finch","Wankhede Stadium",7,2,14,"All","All",3.5,50
"Kolkata Knight Riders","Abhijeet Tomar","Dr DY Patil Sports Academy",4,1,8,"All","All",4,50
"Kolkata Knight Riders","Ajantha Mendis","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,100
"Kolkata Knight Riders","Ajantha Mendis","St George's Park",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Ajinkya Rahane","Brabourne Stadium",8,1,14,"All","All",8,57.1428571428571
"Kolkata Knight Riders","Ajinkya Rahane","Dr DY Patil Sports Academy",34,2,34,"All","All",17,100
"Kolkata Knight Riders","Ajinkya Rahane","Maharashtra Cricket Association Stadium",35,2,35,"All","All",17.5,100
"Kolkata Knight Riders","Ajinkya Rahane","Wankhede Stadium",56,2,45,"All","All",28,124.444444444444
"Kolkata Knight Riders","Ajit Agarkar","Eden Gardens",15,2,13,"All","All",7.5,115.384615384615
"Kolkata Knight Riders","Ajit Agarkar","Feroz Shah Kotla",17,1,13,"All","All",17,130.769230769231
"Kolkata Knight Riders","Ajit Agarkar","Kingsmead",19,0,24,"All","All",Inf,79.1666666666667
"Kolkata Knight Riders","Ajit Agarkar","M Chinnaswamy Stadium",6,0,6,"All","All",Inf,100
"Kolkata Knight Riders","Ajit Agarkar","MA Chidambaram Stadium",20,1,14,"All","All",20,142.857142857143
"Kolkata Knight Riders","Ajit Agarkar","New Wanderers Stadium",39,1,29,"All","All",39,134.48275862069
"Kolkata Knight Riders","Ajit Agarkar","Newlands",8,1,4,"All","All",8,200
"Kolkata Knight Riders","Ajit Agarkar","Punjab Cricket Association Stadium",1,0,2,"All","All",Inf,50
"Kolkata Knight Riders","Ajit Agarkar","Sawai Mansingh Stadium",20,1,13,"All","All",20,153.846153846154
"Kolkata Knight Riders","Ajit Agarkar","Wankhede Stadium",15,1,14,"All","All",15,107.142857142857
"Kolkata Knight Riders","Aman Hakim Khan","Brabourne Stadium",5,1,3,"All","All",5,166.666666666667
"Kolkata Knight Riders","Andre Russell","Brabourne Stadium",110,3,67,"All","All",36.6666666666667,164.179104477612
"Kolkata Knight Riders","Andre Russell","Dr DY Patil Sports Academy",87,4,59,"All","All",21.75,147.457627118644
"Kolkata Knight Riders","Andre Russell","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",19,1,10,"All","All",19,190
"Kolkata Knight Riders","Andre Russell","Dubai International Cricket Stadium",49,2,25,"All","All",24.5,196
"Kolkata Knight Riders","Andre Russell","Eden Gardens",695,16,340,"All","All",43.4375,204.411764705882
"Kolkata Knight Riders","Andre Russell","Feroz Shah Kotla",123,3,70,"All","All",41,175.714285714286
"Kolkata Knight Riders","Andre Russell","Holkar Cricket Stadium",31,1,14,"All","All",31,221.428571428571
"Kolkata Knight Riders","Andre Russell","JSCA International Stadium Complex",1,1,5,"All","All",1,20
"Kolkata Knight Riders","Andre Russell","M Chinnaswamy Stadium",132,3,55,"All","All",44,240
"Kolkata Knight Riders","Andre Russell","MA Chidambaram Stadium",187,4,124,"All","All",46.75,150.806451612903
"Kolkata Knight Riders","Andre Russell","Maharashtra Cricket Association Stadium",188,4,99,"All","All",47,189.89898989899
"Kolkata Knight Riders","Andre Russell","Narendra Modi Stadium",55,1,36,"All","All",55,152.777777777778
"Kolkata Knight Riders","Andre Russell","Punjab Cricket Association IS Bindra Stadium",24,1,14,"All","All",24,171.428571428571
"Kolkata Knight Riders","Andre Russell","Rajiv Gandhi International Stadium",21,3,18,"All","All",7,116.666666666667
"Kolkata Knight Riders","Andre Russell","Sardar Patel Stadium",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Andre Russell","Sharjah Cricket Stadium",29,2,18,"All","All",14.5,161.111111111111
"Kolkata Knight Riders","Andre Russell","Wankhede Stadium",166,7,94,"All","All",23.7142857142857,176.595744680851
"Kolkata Knight Riders","Andre Russell","Zayed Cricket Stadium",59,6,53,"All","All",9.83333333333333,111.320754716981
"Kolkata Knight Riders","Angelo Mathews","Brabourne Stadium",3,0,3,"All","All",Inf,100
"Kolkata Knight Riders","Angelo Mathews","Dr DY Patil Sports Academy",65,0,46,"All","All",Inf,141.304347826087
"Kolkata Knight Riders","Angelo Mathews","Eden Gardens",73,2,56,"All","All",36.5,130.357142857143
"Kolkata Knight Riders","Angelo Mathews","Feroz Shah Kotla",24,1,18,"All","All",24,133.333333333333
"Kolkata Knight Riders","Angelo Mathews","M Chinnaswamy Stadium",1,1,2,"All","All",1,50
"Kolkata Knight Riders","Angelo Mathews","MA Chidambaram Stadium",48,1,48,"All","All",48,100
"Kolkata Knight Riders","Angelo Mathews","Punjab Cricket Association Stadium",19,1,11,"All","All",19,172.727272727273
"Kolkata Knight Riders","Angelo Mathews","SuperSport Park",16,1,13,"All","All",16,123.076923076923
"Kolkata Knight Riders","Ankit Rajpoot","M Chinnaswamy Stadium",4,1,7,"All","All",4,57.1428571428571
"Kolkata Knight Riders","Anukul Roy","Maharashtra Cricket Association Stadium",0,1,2,"All","All",0,0
"Kolkata Knight Riders","Arindam Ghosh","St George's Park",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Arindam Ghosh","SuperSport Park",7,1,7,"All","All",7,100
"Kolkata Knight Riders","Ashok Dinda","M Chinnaswamy Stadium",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Ashok Dinda","Newlands",2,1,2,"All","All",2,100
"Kolkata Knight Riders","Ashok Dinda","Sawai Mansingh Stadium",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Ashok Dinda","St George's Park",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Ashok Dinda","Wankhede Stadium",1,0,1,"All","All",Inf,100
"Kolkata Knight Riders","Azhar Mahmood","Brabourne Stadium",6,1,7,"All","All",6,85.7142857142857
"Kolkata Knight Riders","Baba Indrajith","Maharashtra Cricket Association Stadium",0,1,6,"All","All",0,0
"Kolkata Knight Riders","Baba Indrajith","Wankhede Stadium",21,2,24,"All","All",10.5,87.5
"Kolkata Knight Riders","Brad Haddin","Eden Gardens",18,1,11,"All","All",18,163.636363636364
"Kolkata Knight Riders","Brad Hodge","Buffalo Park",73,1,60,"All","All",73,121.666666666667
"Kolkata Knight Riders","Brad Hodge","Dr DY Patil Sports Academy",13,1,9,"All","All",13,144.444444444444
"Kolkata Knight Riders","Brad Hodge","Eden Gardens",60,3,58,"All","All",20,103.448275862069
"Kolkata Knight Riders","Brad Hodge","Kingsmead",43,3,56,"All","All",14.3333333333333,76.7857142857143
"Kolkata Knight Riders","Brad Hodge","New Wanderers Stadium",48,2,44,"All","All",24,109.090909090909
"Kolkata Knight Riders","Brad Hodge","Newlands",36,2,41,"All","All",18,87.8048780487805
"Kolkata Knight Riders","Brad Hodge","Punjab Cricket Association Stadium",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Brad Hodge","Sardar Patel Stadium",36,1,34,"All","All",36,105.882352941176
"Kolkata Knight Riders","Brad Hodge","Sawai Mansingh Stadium",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Brad Hodge","St George's Park",94,1,65,"All","All",94,144.615384615385
"Kolkata Knight Riders","Brad Hodge","SuperSport Park",71,0,44,"All","All",Inf,161.363636363636
"Kolkata Knight Riders","Brad Hogg","Eden Gardens",5,1,5,"All","All",5,100
"Kolkata Knight Riders","Brad Hogg","MA Chidambaram Stadium",2,0,1,"All","All",Inf,200
"Kolkata Knight Riders","Brendon McCullum","Barabati Stadium",10,1,9,"All","All",10,111.111111111111
"Kolkata Knight Riders","Brendon McCullum","Buffalo Park",5,1,7,"All","All",5,71.4285714285714
"Kolkata Knight Riders","Brendon McCullum","Eden Gardens",206,8,193,"All","All",25.75,106.735751295337
"Kolkata Knight Riders","Brendon McCullum","Feroz Shah Kotla",56,1,44,"All","All",56,127.272727272727
"Kolkata Knight Riders","Brendon McCullum","Kingsmead",65,4,50,"All","All",16.25,130
"Kolkata Knight Riders","Brendon McCullum","M Chinnaswamy Stadium",203,1,109,"All","All",203,186.238532110092
"Kolkata Knight Riders","Brendon McCullum","MA Chidambaram Stadium",32,4,31,"All","All",8,103.225806451613
"Kolkata Knight Riders","Brendon McCullum","New Wanderers Stadium",26,2,21,"All","All",13,123.809523809524
"Kolkata Knight Riders","Brendon McCullum","Newlands",4,2,12,"All","All",2,33.3333333333333
"Kolkata Knight Riders","Brendon McCullum","Punjab Cricket Association Stadium",15,1,18,"All","All",15,83.3333333333333
"Kolkata Knight Riders","Brendon McCullum","Sawai Mansingh Stadium",2,1,4,"All","All",2,50
"Kolkata Knight Riders","Brendon McCullum","St George's Park",20,2,37,"All","All",10,54.0540540540541
"Kolkata Knight Riders","Brendon McCullum","Subrata Roy Sahara Stadium",72,2,79,"All","All",36,91.1392405063291
"Kolkata Knight Riders","Brendon McCullum","SuperSport Park",165,1,112,"All","All",165,147.321428571429
"Kolkata Knight Riders","Brendon McCullum","Wankhede Stadium",1,1,5,"All","All",1,20
"Kolkata Knight Riders","Brett Lee","Eden Gardens",10,2,8,"All","All",5,125
"Kolkata Knight Riders","Brett Lee","Feroz Shah Kotla",1,1,1,"All","All",1,100
"Kolkata Knight Riders","Brett Lee","M Chinnaswamy Stadium",8,0,4,"All","All",Inf,200
"Kolkata Knight Riders","Brett Lee","Nehru Stadium",1,1,2,"All","All",1,50
"Kolkata Knight Riders","Brett Lee","Sawai Mansingh Stadium",30,2,17,"All","All",15,176.470588235294
"Kolkata Knight Riders","Brett Lee","Shaheed Veer Narayan Singh International Stadium",16,0,6,"All","All",Inf,266.666666666667
"Kolkata Knight Riders","Brett Lee","Wankhede Stadium",2,0,3,"All","All",Inf,66.6666666666667
"Kolkata Knight Riders","Carlos Brathwaite","Eden Gardens",11,2,10,"All","All",5.5,110
"Kolkata Knight Riders","Charl Langeveldt","Feroz Shah Kotla",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Cheteshwar Pujara","Dr DY Patil Sports Academy",10,1,16,"All","All",10,62.5
"Kolkata Knight Riders","Cheteshwar Pujara","Eden Gardens",67,1,66,"All","All",67,101.515151515152
"Kolkata Knight Riders","Cheteshwar Pujara","M Chinnaswamy Stadium",16,1,8,"All","All",16,200
"Kolkata Knight Riders","Cheteshwar Pujara","Sardar Patel Stadium",29,1,25,"All","All",29,116
