"Bowler","Season","Bowling_Team","Stadium","Runs","Wickets","Balls","Batting_Team","Striker","Average","Economy"
"Munaf Patel",2011,"Mumbai Indians","MA Chidambaram Stadium",27,2,24,"All","All",13.5,6.75
"Munaf Patel",2011,"Mumbai Indians","Punjab Cricket Association Stadium",21,5,24,"All","All",4.2,5.25
"Munaf Patel",2011,"Mumbai Indians","Rajiv Gandhi International Stadium",35,1,24,"All","All",35,8.75
"Munaf Patel",2011,"Mumbai Indians","Sawai Mansingh Stadium",18,2,24,"All","All",9,4.5
"Munaf Patel",2011,"Mumbai Indians","Wankhede Stadium",197,11,170,"All","All",17.9090909090909,6.95294117647059
"Munaf Patel",2012,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",20,4,24,"All","All",5,5
"Munaf Patel",2012,"Mumbai Indians","Eden Gardens",32,1,24,"All","All",32,8
"Munaf Patel",2012,"Mumbai Indians","M Chinnaswamy Stadium",54,1,24,"All","All",54,13.5
"Munaf Patel",2012,"Mumbai Indians","Punjab Cricket Association Stadium",41,0,24,"All","All",Inf,10.25
"Munaf Patel",2012,"Mumbai Indians","Subrata Roy Sahara Stadium",24,1,24,"All","All",24,6
"Munaf Patel",2012,"Mumbai Indians","Wankhede Stadium",196,8,160,"All","All",24.5,7.35
"Munaf Patel",2013,"Mumbai Indians","Feroz Shah Kotla",68,0,42,"All","All",Inf,9.71428571428572
"Munaf Patel",2013,"Mumbai Indians","M Chinnaswamy Stadium",40,0,24,"All","All",Inf,10
"Munaf Patel",2013,"Mumbai Indians","MA Chidambaram Stadium",29,3,24,"All","All",9.66666666666667,7.25
"Munaf Patel",2017,"Gujarat Lions","Green Park",22,0,18,"All","All",Inf,7.33333333333333
"Munaf Patel",2017,"Gujarat Lions","Wankhede Stadium",35,1,24,"All","All",35,8.75
"Murali Kartik",2008,"Kolkata Knight Riders","Eden Gardens",65,3,52,"All","All",21.6666666666667,7.5
"Murali Kartik",2008,"Kolkata Knight Riders","MA Chidambaram Stadium",33,0,18,"All","All",Inf,11
"Murali Kartik",2008,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Murali Kartik",2009,"Kolkata Knight Riders","Buffalo Park",20,1,18,"All","All",20,6.66666666666667
"Murali Kartik",2009,"Kolkata Knight Riders","Kingsmead",51,0,54,"All","All",Inf,5.66666666666667
"Murali Kartik",2009,"Kolkata Knight Riders","New Wanderers Stadium",32,1,48,"All","All",32,4
"Murali Kartik",2009,"Kolkata Knight Riders","Newlands",23,0,24,"All","All",Inf,5.75
"Murali Kartik",2009,"Kolkata Knight Riders","St George's Park",20,0,18,"All","All",Inf,6.66666666666667
"Murali Kartik",2009,"Kolkata Knight Riders","SuperSport Park",55,2,42,"All","All",27.5,7.85714285714286
"Murali Kartik",2010,"Kolkata Knight Riders","Brabourne Stadium",21,1,24,"All","All",21,5.25
"Murali Kartik",2010,"Kolkata Knight Riders","Dr DY Patil Sports Academy",17,1,18,"All","All",17,5.66666666666667
"Murali Kartik",2010,"Kolkata Knight Riders","Eden Gardens",164,7,144,"All","All",23.4285714285714,6.83333333333333
"Murali Kartik",2010,"Kolkata Knight Riders","Feroz Shah Kotla",26,0,24,"All","All",Inf,6.5
"Murali Kartik",2010,"Kolkata Knight Riders","Sardar Patel Stadium",25,0,24,"All","All",Inf,6.25
"Murali Kartik",2011,"Pune Warriors","Dr DY Patil Sports Academy",67,1,53,"All","All",67,7.58490566037736
"Murali Kartik",2011,"Pune Warriors","MA Chidambaram Stadium",29,0,24,"All","All",Inf,7.25
"Murali Kartik",2011,"Pune Warriors","Sawai Mansingh Stadium",41,0,24,"All","All",Inf,10.25
"Murali Kartik",2011,"Pune Warriors","Wankhede Stadium",29,0,24,"All","All",Inf,7.25
"Murali Kartik",2012,"Pune Warriors","Barabati Stadium",16,0,12,"All","All",Inf,8
"Murali Kartik",2012,"Pune Warriors","Eden Gardens",22,1,24,"All","All",22,5.5
"Murali Kartik",2012,"Pune Warriors","Feroz Shah Kotla",25,1,18,"All","All",25,8.33333333333333
"Murali Kartik",2012,"Pune Warriors","MA Chidambaram Stadium",24,0,24,"All","All",Inf,6
"Murali Kartik",2012,"Pune Warriors","Sawai Mansingh Stadium",39,0,24,"All","All",Inf,9.75
"Murali Kartik",2012,"Pune Warriors","Subrata Roy Sahara Stadium",126,0,96,"All","All",Inf,7.875
"Murali Kartik",2012,"Pune Warriors","Wankhede Stadium",14,2,18,"All","All",7,4.66666666666667
"Murali Kartik",2013,"Royal Challengers Bangalore","Feroz Shah Kotla",21,0,24,"All","All",Inf,5.25
"Murali Kartik",2013,"Royal Challengers Bangalore","JSCA International Stadium Complex",17,1,24,"All","All",17,4.25
"Murali Kartik",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",105,4,84,"All","All",26.25,7.5
"Murali Kartik",2013,"Royal Challengers Bangalore","MA Chidambaram Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Murali Kartik",2013,"Royal Challengers Bangalore","Punjab Cricket Association Stadium",24,2,18,"All","All",12,8
"Murali Kartik",2013,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",27,0,24,"All","All",Inf,6.75
"Murali Kartik",2013,"Royal Challengers Bangalore","Sawai Mansingh Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Murali Kartik",2013,"Royal Challengers Bangalore","Subrata Roy Sahara Stadium",29,2,24,"All","All",14.5,7.25
"Murali Kartik",2014,"Punjab Kings","Barabati Stadium",40,0,24,"All","All",Inf,10
"Murali Kartik",2014,"Punjab Kings","Sharjah Cricket Stadium",51,1,24,"All","All",51,12.75
"Murali Vijay",2014,"Delhi Capitals","Sheikh Zayed Stadium",13,0,6,"All","All",Inf,13
"Murali Vijay",2015,"Punjab Kings","Punjab Cricket Association Stadium",28,0,24,"All","All",Inf,7
"Murali Vijay",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",8,0,6,"All","All",Inf,8
"Murugan Ashwin",2016,"Rising Pune Supergiants","Eden Gardens",13,0,6,"All","All",Inf,13
"Murugan Ashwin",2016,"Rising Pune Supergiants","Feroz Shah Kotla",31,0,18,"All","All",Inf,10.3333333333333
"Murugan Ashwin",2016,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",108,1,69,"All","All",108,9.39130434782609
"Murugan Ashwin",2016,"Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",36,3,24,"All","All",12,9
"Murugan Ashwin",2016,"Rising Pune Supergiants","Rajiv Gandhi International Stadium",6,0,6,"All","All",Inf,6
"Murugan Ashwin",2016,"Rising Pune Supergiants","Saurashtra Cricket Association Stadium",31,2,24,"All","All",15.5,7.75
"Murugan Ashwin",2016,"Rising Pune Supergiants","Wankhede Stadium",16,1,24,"All","All",16,4
"Murugan Ashwin",2018,"Royal Challengers Bangalore","M Chinnaswamy Stadium",36,2,24,"All","All",18,9
"Murugan Ashwin",2018,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",17,1,18,"All","All",17,5.66666666666667
"Murugan Ashwin",2019,"Punjab Kings","Feroz Shah Kotla",20,0,18,"All","All",Inf,6.66666666666667
"Murugan Ashwin",2019,"Punjab Kings","M Chinnaswamy Stadium",31,1,24,"All","All",31,7.75
"Murugan Ashwin",2019,"Punjab Kings","MA Chidambaram Stadium",23,0,24,"All","All",Inf,5.75
"Murugan Ashwin",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",149,3,114,"All","All",49.6666666666667,7.8421052631579
"Murugan Ashwin",2019,"Punjab Kings","Rajiv Gandhi International Stadium",32,1,24,"All","All",32,8
"Murugan Ashwin",2020,"Punjab Kings","Dubai International Cricket Stadium",109,5,84,"All","All",21.8,7.78571428571429
"Murugan Ashwin",2020,"Punjab Kings","Sharjah Cricket Stadium",66,4,57,"All","All",16.5,6.94736842105263
"Murugan Ashwin",2020,"Punjab Kings","Zayed Cricket Stadium",60,1,48,"All","All",60,7.5
"Murugan Ashwin",2021,"Punjab Kings","MA Chidambaram Stadium",22,0,24,"All","All",Inf,5.5
"Murugan Ashwin",2021,"Punjab Kings","Wankhede Stadium",75,1,42,"All","All",75,10.7142857142857
"Murugan Ashwin",2022,"Mumbai Indians","Brabourne Stadium",76,5,72,"All","All",15.2,6.33333333333333
"Murugan Ashwin",2022,"Mumbai Indians","Dr DY Patil Sports Academy",67,1,42,"All","All",67,9.57142857142857
"Murugan Ashwin",2022,"Mumbai Indians","Maharashtra Cricket Association Stadium",85,3,60,"All","All",28.3333333333333,8.5
"Musavir Khote",2008,"Mumbai Indians","MA Chidambaram Stadium",29,2,18,"All","All",14.5,9.66666666666667
"Musavir Khote",2008,"Mumbai Indians","Punjab Cricket Association Stadium",22,0,12,"All","All",Inf,11
"Mustafizur Rahman",2016,"Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",42,3,42,"All","All",14,6
"Mustafizur Rahman",2016,"Sunrisers Hyderabad","Eden Gardens",32,1,24,"All","All",32,8
"Mustafizur Rahman",2016,"Sunrisers Hyderabad","Feroz Shah Kotla",28,0,24,"All","All",Inf,7
"Mustafizur Rahman",2016,"Sunrisers Hyderabad","M Chinnaswamy Stadium",63,3,48,"All","All",21,7.875
"Mustafizur Rahman",2016,"Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",32,1,24,"All","All",32,8
"Mustafizur Rahman",2016,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",181,7,156,"All","All",25.8571428571429,6.96153846153846
"Mustafizur Rahman",2016,"Sunrisers Hyderabad","Saurashtra Cricket Association Stadium",19,1,24,"All","All",19,4.75
"Mustafizur Rahman",2016,"Sunrisers Hyderabad","Shaheed Veer Narayan Singh International Stadium",24,1,24,"All","All",24,6
"Mustafizur Rahman",2017,"Sunrisers Hyderabad","Wankhede Stadium",34,0,16,"All","All",Inf,12.75
"Mustafizur Rahman",2018,"Mumbai Indians","Feroz Shah Kotla",34,0,24,"All","All",Inf,8.5
"Mustafizur Rahman",2018,"Mumbai Indians","Rajiv Gandhi International Stadium",24,3,24,"All","All",8,6
"Mustafizur Rahman",2018,"Mumbai Indians","Sawai Mansingh Stadium",35,1,24,"All","All",35,8.75
"Mustafizur Rahman",2018,"Mumbai Indians","Wankhede Stadium",137,3,93,"All","All",45.6666666666667,8.83870967741936
"Mustafizur Rahman",2021,"Rajasthan Royals","Arun Jaitley Stadium",57,4,45,"All","All",14.25,7.6
"Mustafizur Rahman",2021,"Rajasthan Royals","Dubai International Cricket Stadium",76,3,63,"All","All",25.3333333333333,7.23809523809524
"Mustafizur Rahman",2021,"Rajasthan Royals","Sharjah Cricket Stadium",63,1,38,"All","All",63,9.94736842105263
"Mustafizur Rahman",2021,"Rajasthan Royals","Wankhede Stadium",167,4,117,"All","All",41.75,8.56410256410256
"Mustafizur Rahman",2021,"Rajasthan Royals","Zayed Cricket Stadium",73,2,48,"All","All",36.5,9.125
"Mustafizur Rahman",2022,"Delhi Capitals","Brabourne Stadium",49,1,48,"All","All",49,6.125
"Mustafizur Rahman",2022,"Delhi Capitals","Dr DY Patil Sports Academy",26,0,24,"All","All",Inf,6.5
"Mustafizur Rahman",2022,"Delhi Capitals","Maharashtra Cricket Association Stadium",23,3,24,"All","All",7.66666666666667,5.75
"Mustafizur Rahman",2022,"Delhi Capitals","Wankhede Stadium",146,4,96,"All","All",36.5,9.125
"Muthiah Muralidaran",2008,"Chennai Super Kings","Dr DY Patil Sports Academy",39,2,24,"All","All",19.5,9.75
"Muthiah Muralidaran",2008,"Chennai Super Kings","Eden Gardens",41,0,24,"All","All",Inf,10.25
"Muthiah Muralidaran",2008,"Chennai Super Kings","Feroz Shah Kotla",25,0,24,"All","All",Inf,6.25
"Muthiah Muralidaran",2008,"Chennai Super Kings","MA Chidambaram Stadium",185,5,168,"All","All",37,6.60714285714286
"Muthiah Muralidaran",2008,"Chennai Super Kings","Punjab Cricket Association Stadium",33,1,24,"All","All",33,8.25
"Muthiah Muralidaran",2008,"Chennai Super Kings","Rajiv Gandhi International Stadium",22,1,24,"All","All",22,5.5
"Muthiah Muralidaran",2008,"Chennai Super Kings","Sawai Mansingh Stadium",20,1,24,"All","All",20,5
"Muthiah Muralidaran",2008,"Chennai Super Kings","Wankhede Stadium",39,1,36,"All","All",39,6.5
"Muthiah Muralidaran",2009,"Chennai Super Kings","Buffalo Park",11,2,18,"All","All",5.5,3.66666666666667
"Muthiah Muralidaran",2009,"Chennai Super Kings","De Beers Diamond Oval",22,2,24,"All","All",11,5.5
"Muthiah Muralidaran",2009,"Chennai Super Kings","Kingsmead",75,4,90,"All","All",18.75,5
"Muthiah Muralidaran",2009,"Chennai Super Kings","New Wanderers Stadium",37,2,48,"All","All",18.5,4.625
"Muthiah Muralidaran",2009,"Chennai Super Kings","St George's Park",30,3,48,"All","All",10,3.75
"Muthiah Muralidaran",2009,"Chennai Super Kings","SuperSport Park",86,1,72,"All","All",86,7.16666666666667
"Muthiah Muralidaran",2010,"Chennai Super Kings","Brabourne Stadium",32,2,24,"All","All",16,8
"Muthiah Muralidaran",2010,"Chennai Super Kings","Dr DY Patil Sports Academy",33,2,48,"All","All",16.5,4.125
"Muthiah Muralidaran",2010,"Chennai Super Kings","Eden Gardens",16,1,24,"All","All",16,4
"Muthiah Muralidaran",2010,"Chennai Super Kings","Feroz Shah Kotla",25,2,24,"All","All",12.5,6.25
"Muthiah Muralidaran",2010,"Chennai Super Kings","M Chinnaswamy Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Muthiah Muralidaran",2010,"Chennai Super Kings","MA Chidambaram Stadium",164,5,120,"All","All",32.8,8.2
"Muthiah Muralidaran",2010,"Chennai Super Kings","Sardar Patel Stadium",34,0,24,"All","All",Inf,8.5
"Muthiah Muralidaran",2011,"Kochi Tuskers Kerala","Dr DY Patil Sports Academy",42,1,23,"All","All",42,10.9565217391304
"Muthiah Muralidaran",2011,"Kochi Tuskers Kerala","Eden Gardens",18,1,24,"All","All",18,4.5
"Muthiah Muralidaran",2011,"Kochi Tuskers Kerala","MA Chidambaram Stadium",26,0,24,"All","All",Inf,6.5
"Muthiah Muralidaran",2011,"Kochi Tuskers Kerala","Nehru Stadium",27,0,24,"All","All",Inf,6.75
"Muthiah Muralidaran",2011,"Kochi Tuskers Kerala","Sawai Mansingh Stadium",28,0,19,"All","All",Inf,8.84210526315789
"Muthiah Muralidaran",2012,"Royal Challengers Bangalore","Feroz Shah Kotla",44,1,24,"All","All",44,11
"Muthiah Muralidaran",2012,"Royal Challengers Bangalore","M Chinnaswamy Stadium",125,6,120,"All","All",20.8333333333333,6.25
"Muthiah Muralidaran",2012,"Royal Challengers Bangalore","MA Chidambaram Stadium",21,3,24,"All","All",7,5.25
"Muthiah Muralidaran",2012,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",30,1,24,"All","All",30,7.5
"Muthiah Muralidaran",2012,"Royal Challengers Bangalore","Subrata Roy Sahara Stadium",16,2,24,"All","All",8,4
"Muthiah Muralidaran",2012,"Royal Challengers Bangalore","Wankhede Stadium",24,2,24,"All","All",12,6
"Muthiah Muralidaran",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",127,2,96,"All","All",63.5,7.9375
"Muthiah Muralidaran",2013,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",18,1,24,"All","All",18,4.5
"Muthiah Muralidaran",2013,"Royal Challengers Bangalore","Subrata Roy Sahara Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Muthiah Muralidaran",2014,"Royal Challengers Bangalore","Eden Gardens",19,0,12,"All","All",Inf,9.5
"Muthiah Muralidaran",2014,"Royal Challengers Bangalore","JSCA International Stadium Complex",29,1,24,"All","All",29,7.25
"Muthiah Muralidaran",2014,"Royal Challengers Bangalore","M Chinnaswamy Stadium",25,2,24,"All","All",12.5,6.25
"Muthiah Muralidaran",2014,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",26,0,24,"All","All",Inf,6.5
"Muthiah Muralidaran",2014,"Royal Challengers Bangalore","Sharjah Cricket Stadium",25,0,12,"All","All",Inf,12.5
"Nathan Coulter-Nile",2013,"Mumbai Indians","Himachal Pradesh Cricket Association Stadium",29,1,24,"All","All",29,7.25
"Nathan Coulter-Nile",2014,"Delhi Capitals","Dubai International Cricket Stadium",27,2,24,"All","All",13.5,6.75
"Nathan Coulter-Nile",2015,"Delhi Capitals","Brabourne Stadium",38,1,24,"All","All",38,9.5
"Nathan Coulter-Nile",2015,"Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",26,1,24,"All","All",26,6.5
"Nathan Coulter-Nile",2015,"Delhi Capitals","Feroz Shah Kotla",158,6,117,"All","All",26.3333333333333,8.1025641025641
"Nathan Coulter-Nile",2015,"Delhi Capitals","MA Chidambaram Stadium",30,3,24,"All","All",10,7.5
"Nathan Coulter-Nile",2015,"Delhi Capitals","Maharashtra Cricket Association Stadium",14,0,18,"All","All",Inf,4.66666666666667
"Nathan Coulter-Nile",2015,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",25,2,24,"All","All",12.5,6.25
"Nathan Coulter-Nile",2015,"Delhi Capitals","Wankhede Stadium",30,2,24,"All","All",15,7.5
"Nathan Coulter-Nile",2016,"Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",21,0,18,"All","All",Inf,7
"Nathan Coulter-Nile",2016,"Delhi Capitals","Eden Gardens",32,0,24,"All","All",Inf,8
"Nathan Coulter-Nile",2016,"Delhi Capitals","Rajiv Gandhi International Stadium",25,2,24,"All","All",12.5,6.25
"Nathan Coulter-Nile",2016,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",36,1,24,"All","All",36,9
"Nathan Coulter-Nile",2017,"Kolkata Knight Riders","Eden Gardens",137,8,80,"All","All",17.125,10.275
"Nathan Coulter-Nile",2017,"Kolkata Knight Riders","Feroz Shah Kotla",22,3,24,"All","All",7.33333333333333,5.5
"Nathan Coulter-Nile",2017,"Kolkata Knight Riders","M Chinnaswamy Stadium",35,4,42,"All","All",8.75,5
"Nathan Coulter-Nile",2017,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",34,0,24,"All","All",Inf,8.5
"Nathan Coulter-Nile",2020,"Mumbai Indians","Dubai International Cricket Stadium",103,3,84,"All","All",34.3333333333333,7.35714285714286
"Nathan Coulter-Nile",2020,"Mumbai Indians","Sharjah Cricket Stadium",52,1,48,"All","All",52,6.5
"Nathan Coulter-Nile",2020,"Mumbai Indians","Zayed Cricket Stadium",51,1,24,"All","All",51,12.75
"Nathan Coulter-Nile",2021,"Mumbai Indians","Arun Jaitley Stadium",35,0,24,"All","All",Inf,8.75
"Nathan Coulter-Nile",2021,"Mumbai Indians","Sharjah Cricket Stadium",33,5,48,"All","All",6.6,4.125
"Nathan Coulter-Nile",2021,"Mumbai Indians","Zayed Cricket Stadium",59,2,48,"All","All",29.5,7.375
"Nathan Coulter-Nile",2022,"Rajasthan Royals","Maharashtra Cricket Association Stadium",48,0,18,"All","All",Inf,16
"Nathan Ellis",2021,"Punjab Kings","Dubai International Cricket Stadium",46,0,24,"All","All",Inf,11.5
"Nathan Ellis",2021,"Punjab Kings","Sharjah Cricket Stadium",32,0,24,"All","All",Inf,8
"Nathan Ellis",2021,"Punjab Kings","Zayed Cricket Stadium",12,1,18,"All","All",12,4
"Nathan Ellis",2022,"Punjab Kings","Brabourne Stadium",15,0,12,"All","All",Inf,7.5
"Nathan Ellis",2022,"Punjab Kings","Wankhede Stadium",40,3,24,"All","All",13.3333333333333,10
"Nathan McCullum",2011,"Pune Warriors","MA Chidambaram Stadium",12,0,12,"All","All",Inf,6
"Nathan McCullum",2011,"Pune Warriors","Sawai Mansingh Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Nathan Rimmington",2011,"Punjab Kings","Dr DY Patil Sports Academy",19,0,18,"All","All",Inf,6.33333333333333
"Nathu Singh",2017,"Gujarat Lions","M Chinnaswamy Stadium",8,0,12,"All","All",Inf,4
"Nathu Singh",2017,"Gujarat Lions","Saurashtra Cricket Association Stadium",7,1,12,"All","All",7,3.5
"Navdeep Saini",2019,"Royal Challengers Bangalore","Eden Gardens",31,1,24,"All","All",31,7.75
"Navdeep Saini",2019,"Royal Challengers Bangalore","Feroz Shah Kotla",44,1,24,"All","All",44,11
"Navdeep Saini",2019,"Royal Challengers Bangalore","M Chinnaswamy Stadium",206,9,150,"All","All",22.8888888888889,8.24
"Navdeep Saini",2019,"Royal Challengers Bangalore","MA Chidambaram Stadium",24,0,24,"All","All",Inf,6
"Navdeep Saini",2019,"Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",23,0,24,"All","All",Inf,5.75
"Navdeep Saini",2019,"Royal Challengers Bangalore","Sawai Mansingh Stadium",35,0,24,"All","All",Inf,8.75
"Navdeep Saini",2019,"Royal Challengers Bangalore","Wankhede Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Navdeep Saini",2020,"Royal Challengers Bangalore","Dubai International Cricket Stadium",220,2,156,"All","All",110,8.46153846153846
"Navdeep Saini",2020,"Royal Challengers Bangalore","Sharjah Cricket Stadium",68,2,54,"All","All",34,7.55555555555556
"Navdeep Saini",2020,"Royal Challengers Bangalore","Sheikh Zayed Stadium",31,0,22,"All","All",Inf,8.45454545454546
"Navdeep Saini",2020,"Royal Challengers Bangalore","Zayed Cricket Stadium",60,2,42,"All","All",30,8.57142857142857
"Navdeep Saini",2021,"Royal Challengers Bangalore","Sharjah Cricket Stadium",25,0,12,"All","All",Inf,12.5
"Navdeep Saini",2021,"Royal Challengers Bangalore","Wankhede Stadium",27,0,12,"All","All",Inf,13.5
"Navdeep Saini",2022,"Rajasthan Royals","Dr DY Patil Sports Academy",36,2,18,"All","All",18,12
"Navdeep Saini",2022,"Rajasthan Royals","Wankhede Stadium",36,1,18,"All","All",36,12
"Nayan Doshi",2010,"Royal Challengers Bangalore","Dr DY Patil Sports Academy",17,1,24,"All","All",17,4.25
"Nayan Doshi",2011,"Rajasthan Royals","Holkar Cricket Stadium",15,1,8,"All","All",15,11.25
"Nayan Doshi",2011,"Rajasthan Royals","MA Chidambaram Stadium",24,0,12,"All","All",Inf,12
"Nayan Doshi",2011,"Rajasthan Royals","Sawai Mansingh Stadium",23,0,12,"All","All",Inf,11.5
"Nitish Rana",2016,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",3,0,6,"All","All",Inf,3
"Nitish Rana",2018,"Kolkata Knight Riders","Eden Gardens",11,2,7,"All","All",5.5,9.42857142857143
"Nitish Rana",2018,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",5,0,6,"All","All",Inf,5
"Nitish Rana",2018,"Kolkata Knight Riders","Sawai Mansingh Stadium",11,2,12,"All","All",5.5,5.5
"Nitish Rana",2018,"Kolkata Knight Riders","Wankhede Stadium",17,0,12,"All","All",Inf,8.5
"Nitish Rana",2019,"Kolkata Knight Riders","Eden Gardens",34,1,24,"All","All",34,8.5
"Nitish Rana",2019,"Kolkata Knight Riders","Feroz Shah Kotla",8,0,6,"All","All",Inf,8
"Nitish Rana",2019,"Kolkata Knight Riders","M Chinnaswamy Stadium",22,1,12,"All","All",22,11
"Nitish Rana",2019,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",8,1,6,"All","All",8,8
"Nitish Rana",2020,"Kolkata Knight Riders","Dubai International Cricket Stadium",16,0,6,"All","All",Inf,16
"Nitish Rana",2020,"Kolkata Knight Riders","Zayed Cricket Stadium",7,0,6,"All","All",Inf,7
"Nitish Rana",2021,"Kolkata Knight Riders","Dubai International Cricket Stadium",7,0,6,"All","All",Inf,7
"Nitish Rana",2021,"Kolkata Knight Riders","Zayed Cricket Stadium",5,0,6,"All","All",Inf,5
"Nitish Rana",2022,"Kolkata Knight Riders","Dr DY Patil Sports Academy",9,0,6,"All","All",Inf,9
"Nitish Rana",2022,"Kolkata Knight Riders","Wankhede Stadium",14,0,6,"All","All",Inf,14
"Nuwan Kulasekara",2011,"Chennai Super Kings","Dr DY Patil Sports Academy",26,1,18,"All","All",26,8.66666666666667
"Nuwan Kulasekara",2012,"Chennai Super Kings","MA Chidambaram Stadium",56,4,60,"All","All",14,5.6
"Nuwan Kulasekara",2012,"Chennai Super Kings","Subrata Roy Sahara Stadium",38,0,24,"All","All",Inf,9.5
"Nuwan Zoysa",2008,"Deccan Chargers","Dr DY Patil Sports Academy",30,1,24,"All","All",30,7.5
"Nuwan Zoysa",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",69,1,42,"All","All",69,9.85714285714286
"Obed McCoy",2022,"Rajasthan Royals","Brabourne Stadium",96,6,70,"All","All",16,8.22857142857143
"Obed McCoy",2022,"Rajasthan Royals","Eden Gardens",40,1,24,"All","All",40,10
"Obed McCoy",2022,"Rajasthan Royals","Narendra Modi Stadium",49,3,43,"All","All",16.3333333333333,6.83720930232558
"Obed McCoy",2022,"Rajasthan Royals","Wankhede Stadium",52,1,18,"All","All",52,17.3333333333333
"Odean Smith",2022,"Punjab Kings","Brabourne Stadium",49,1,30,"All","All",49,9.8
"Odean Smith",2022,"Punjab Kings","Dr DY Patil Sports Academy",60,0,30,"All","All",Inf,12
"Odean Smith",2022,"Punjab Kings","Maharashtra Cricket Association Stadium",30,4,18,"All","All",7.5,10
"Odean Smith",2022,"Punjab Kings","Wankhede Stadium",39,1,12,"All","All",39,19.5
"Oshane Thomas",2019,"Rajasthan Royals","Eden Gardens",32,1,24,"All","All",32,8
"Oshane Thomas",2019,"Rajasthan Royals","Feroz Shah Kotla",13,0,6,"All","All",Inf,13
"Oshane Thomas",2019,"Rajasthan Royals","M Chinnaswamy Stadium",6,2,6,"All","All",3,6
"Oshane Thomas",2019,"Rajasthan Royals","Sawai Mansingh Stadium",28,2,24,"All","All",14,7
"PM Sarvesh Kumar",2008,"Deccan Chargers","Feroz Shah Kotla",24,0,18,"All","All",Inf,8
"PM Sarvesh Kumar",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",18,1,12,"All","All",18,9
"Padmanabhan Prasanth",2011,"Kochi Tuskers Kerala","Holkar Cricket Stadium",18,0,6,"All","All",Inf,18
"Paidikalva Vijaykumar",2008,"Deccan Chargers","Feroz Shah Kotla",24,1,24,"All","All",24,6
"Paidikalva Vijaykumar",2008,"Deccan Chargers","M Chinnaswamy Stadium",18,0,18,"All","All",Inf,6
"Paidikalva Vijaykumar",2008,"Deccan Chargers","MA Chidambaram Stadium",17,1,18,"All","All",17,5.66666666666667
"Paidikalva Vijaykumar",2008,"Deccan Chargers","Punjab Cricket Association Stadium",24,0,12,"All","All",Inf,12
"Paidikalva Vijaykumar",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",106,2,74,"All","All",53,8.59459459459459
"Paidikalva Vijaykumar",2008,"Deccan Chargers","Sawai Mansingh Stadium",10,0,6,"All","All",Inf,10
"Palani Amarnath",2008,"Chennai Super Kings","Feroz Shah Kotla",35,0,18,"All","All",Inf,11.6666666666667
"Palani Amarnath",2008,"Chennai Super Kings","M Chinnaswamy Stadium",38,2,24,"All","All",19,9.5
"Palani Amarnath",2008,"Chennai Super Kings","MA Chidambaram Stadium",121,4,66,"All","All",30.25,11
"Palani Amarnath",2008,"Chennai Super Kings","Punjab Cricket Association Stadium",42,1,24,"All","All",42,10.5
"Pankaj Singh",2008,"Rajasthan Royals","MA Chidambaram Stadium",30,0,24,"All","All",Inf,7.5
"Pankaj Singh",2008,"Rajasthan Royals","Punjab Cricket Association Stadium",48,0,18,"All","All",Inf,16
"Pankaj Singh",2008,"Rajasthan Royals","Rajiv Gandhi International Stadium",14,0,12,"All","All",Inf,7
