"Bowling_Team","Bowler","Stadium","Runs","Wickets","Balls","Season","Batting_Team","Average","Economy"
"Royal Challengers Bangalore","Sreenath Aravind","Rajiv Gandhi International Stadium",62,0,36,"All","All",Inf,10.3333333333333
"Royal Challengers Bangalore","Sreenath Aravind","Saurashtra Cricket Association Stadium",53,1,24,"All","All",53,13.25
"Royal Challengers Bangalore","Sreenath Aravind","Sawai Mansingh Stadium",34,3,24,"All","All",11.3333333333333,8.5
"Royal Challengers Bangalore","Sreenath Aravind","Shaheed Veer Narayan Singh International Stadium",28,1,24,"All","All",28,7
"Royal Challengers Bangalore","Sreenath Aravind","Wankhede Stadium",82,2,54,"All","All",41,9.11111111111111
"Royal Challengers Bangalore","Sridharan Sriram","M Chinnaswamy Stadium",24,0,12,"All","All",Inf,12
"Royal Challengers Bangalore","Stuart Binny","Eden Gardens",17,1,12,"All","All",17,8.5
"Royal Challengers Bangalore","Stuart Binny","M Chinnaswamy Stadium",78,2,66,"All","All",39,7.09090909090909
"Royal Challengers Bangalore","Stuart Binny","Maharashtra Cricket Association Stadium",40,1,24,"All","All",40,10
"Royal Challengers Bangalore","Stuart Binny","Punjab Cricket Association IS Bindra Stadium",16,0,12,"All","All",Inf,8
"Royal Challengers Bangalore","Stuart Binny","Rajiv Gandhi International Stadium",10,1,6,"All","All",10,10
"Royal Challengers Bangalore","Stuart Binny","Shaheed Veer Narayan Singh International Stadium",15,0,12,"All","All",Inf,7.5
"Royal Challengers Bangalore","Stuart Binny","Wankhede Stadium",8,0,6,"All","All",Inf,8
"Royal Challengers Bangalore","Sunil Joshi","Feroz Shah Kotla",19,0,6,"All","All",Inf,19
"Royal Challengers Bangalore","Sunil Joshi","M Chinnaswamy Stadium",53,1,37,"All","All",53,8.59459459459459
"Royal Challengers Bangalore","Sunil Joshi","Wankhede Stadium",10,0,12,"All","All",Inf,5
"Royal Challengers Bangalore","Tabraiz Shamsi","M Chinnaswamy Stadium",51,0,24,"All","All",Inf,12.75
"Royal Challengers Bangalore","Tabraiz Shamsi","Maharashtra Cricket Association Stadium",36,1,24,"All","All",36,9
"Royal Challengers Bangalore","Tabraiz Shamsi","Rajiv Gandhi International Stadium",39,1,24,"All","All",39,9.75
"Royal Challengers Bangalore","Tabraiz Shamsi","Saurashtra Cricket Association Stadium",21,1,24,"All","All",21,5.25
"Royal Challengers Bangalore","Tillakaratne Dilshan","Eden Gardens",34,0,24,"All","All",Inf,8.5
"Royal Challengers Bangalore","Tillakaratne Dilshan","Feroz Shah Kotla",11,0,6,"All","All",Inf,11
"Royal Challengers Bangalore","Tillakaratne Dilshan","M Chinnaswamy Stadium",61,0,30,"All","All",Inf,12.2
"Royal Challengers Bangalore","Tillakaratne Dilshan","MA Chidambaram Stadium",21,0,12,"All","All",Inf,10.5
"Royal Challengers Bangalore","Tillakaratne Dilshan","Nehru Stadium",30,1,24,"All","All",30,7.5
"Royal Challengers Bangalore","Tillakaratne Dilshan","Rajiv Gandhi International Stadium",38,0,24,"All","All",Inf,9.5
"Royal Challengers Bangalore","Tim Southee","Feroz Shah Kotla",41,0,24,"All","All",Inf,10.25
"Royal Challengers Bangalore","Tim Southee","Holkar Cricket Stadium",19,0,12,"All","All",Inf,9.5
"Royal Challengers Bangalore","Tim Southee","M Chinnaswamy Stadium",222,3,126,"All","All",74,10.5714285714286
"Royal Challengers Bangalore","Tim Southee","Maharashtra Cricket Association Stadium",30,0,18,"All","All",Inf,10
"Royal Challengers Bangalore","Tim Southee","Rajiv Gandhi International Stadium",30,3,24,"All","All",10,7.5
"Royal Challengers Bangalore","Tim Southee","Sawai Mansingh Stadium",37,0,24,"All","All",Inf,9.25
"Royal Challengers Bangalore","Travis Head","Feroz Shah Kotla",30,2,18,"All","All",15,10
"Royal Challengers Bangalore","Travis Head","M Chinnaswamy Stadium",22,0,12,"All","All",Inf,11
"Royal Challengers Bangalore","Travis Head","Rajiv Gandhi International Stadium",11,0,6,"All","All",Inf,11
"Royal Challengers Bangalore","Travis Head","Saurashtra Cricket Association Stadium",18,0,12,"All","All",Inf,9
"Royal Challengers Bangalore","Tymal Mills","Eden Gardens",31,2,24,"All","All",15.5,7.75
"Royal Challengers Bangalore","Tymal Mills","Holkar Cricket Stadium",22,1,12,"All","All",22,11
"Royal Challengers Bangalore","Tymal Mills","M Chinnaswamy Stadium",69,1,47,"All","All",69,8.80851063829787
"Royal Challengers Bangalore","Tymal Mills","Rajiv Gandhi International Stadium",31,1,24,"All","All",31,7.75
"Royal Challengers Bangalore","Umesh Yadav","Dubai International Cricket Stadium",83,0,42,"All","All",Inf,11.8571428571429
"Royal Challengers Bangalore","Umesh Yadav","Eden Gardens",27,2,24,"All","All",13.5,6.75
"Royal Challengers Bangalore","Umesh Yadav","Feroz Shah Kotla",67,1,42,"All","All",67,9.57142857142857
"Royal Challengers Bangalore","Umesh Yadav","Holkar Cricket Stadium",23,3,24,"All","All",7.66666666666667,5.75
"Royal Challengers Bangalore","Umesh Yadav","M Chinnaswamy Stadium",393,14,265,"All","All",28.0714285714286,8.89811320754717
"Royal Challengers Bangalore","Umesh Yadav","MA Chidambaram Stadium",13,0,18,"All","All",Inf,4.33333333333333
"Royal Challengers Bangalore","Umesh Yadav","Maharashtra Cricket Association Stadium",15,2,18,"All","All",7.5,5
"Royal Challengers Bangalore","Umesh Yadav","Punjab Cricket Association IS Bindra Stadium",42,0,24,"All","All",Inf,10.5
"Royal Challengers Bangalore","Umesh Yadav","Rajiv Gandhi International Stadium",83,1,48,"All","All",83,10.375
"Royal Challengers Bangalore","Umesh Yadav","Sawai Mansingh Stadium",65,3,47,"All","All",21.6666666666667,8.29787234042553
"Royal Challengers Bangalore","Umesh Yadav","Wankhede Stadium",61,2,36,"All","All",30.5,10.1666666666667
"Royal Challengers Bangalore","Varun Aaron","Dubai International Cricket Stadium",59,4,47,"All","All",14.75,7.53191489361702
"Royal Challengers Bangalore","Varun Aaron","Eden Gardens",38,1,24,"All","All",38,9.5
"Royal Challengers Bangalore","Varun Aaron","Feroz Shah Kotla",24,2,24,"All","All",12,6
"Royal Challengers Bangalore","Varun Aaron","JSCA International Stadium Complex",29,2,18,"All","All",14.5,9.66666666666667
"Royal Challengers Bangalore","Varun Aaron","M Chinnaswamy Stadium",362,5,203,"All","All",72.4,10.6995073891626
"Royal Challengers Bangalore","Varun Aaron","Punjab Cricket Association IS Bindra Stadium",25,0,18,"All","All",Inf,8.33333333333333
"Royal Challengers Bangalore","Varun Aaron","Rajiv Gandhi International Stadium",63,2,42,"All","All",31.5,9
"Royal Challengers Bangalore","Varun Aaron","Sharjah Cricket Stadium",25,4,42,"All","All",6.25,3.57142857142857
"Royal Challengers Bangalore","Varun Aaron","Wankhede Stadium",78,1,48,"All","All",78,9.75
"Royal Challengers Bangalore","Vinay Kumar","Brabourne Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Royal Challengers Bangalore","Vinay Kumar","Dr DY Patil Sports Academy",25,0,12,"All","All",Inf,12.5
"Royal Challengers Bangalore","Vinay Kumar","Eden Gardens",46,2,42,"All","All",23,6.57142857142857
"Royal Challengers Bangalore","Vinay Kumar","Feroz Shah Kotla",138,3,84,"All","All",46,9.85714285714286
"Royal Challengers Bangalore","Vinay Kumar","JSCA International Stadium Complex",17,2,20,"All","All",8.5,5.1
"Royal Challengers Bangalore","Vinay Kumar","Kingsmead",34,2,24,"All","All",17,8.5
"Royal Challengers Bangalore","Vinay Kumar","M Chinnaswamy Stadium",651,26,487,"All","All",25.0384615384615,8.02053388090349
"Royal Challengers Bangalore","Vinay Kumar","MA Chidambaram Stadium",143,4,83,"All","All",35.75,10.3373493975904
"Royal Challengers Bangalore","Vinay Kumar","New Wanderers Stadium",100,4,72,"All","All",25,8.33333333333333
"Royal Challengers Bangalore","Vinay Kumar","Newlands",25,0,18,"All","All",Inf,8.33333333333333
"Royal Challengers Bangalore","Vinay Kumar","Punjab Cricket Association Stadium",123,4,78,"All","All",30.75,9.46153846153846
"Royal Challengers Bangalore","Vinay Kumar","Rajiv Gandhi International Stadium",76,7,72,"All","All",10.8571428571429,6.33333333333333
"Royal Challengers Bangalore","Vinay Kumar","Sawai Mansingh Stadium",112,2,71,"All","All",56,9.46478873239437
"Royal Challengers Bangalore","Vinay Kumar","St George's Park",70,1,50,"All","All",70,8.4
"Royal Challengers Bangalore","Vinay Kumar","Subrata Roy Sahara Stadium",63,6,48,"All","All",10.5,7.875
"Royal Challengers Bangalore","Vinay Kumar","SuperSport Park",42,2,30,"All","All",21,8.4
"Royal Challengers Bangalore","Vinay Kumar","Vidarbha Cricket Association Stadium",19,1,18,"All","All",19,6.33333333333333
"Royal Challengers Bangalore","Vinay Kumar","Wankhede Stadium",113,3,72,"All","All",37.6666666666667,9.41666666666667
"Royal Challengers Bangalore","Virat Kohli","Dr DY Patil Sports Academy",10,0,6,"All","All",Inf,10
"Royal Challengers Bangalore","Virat Kohli","Eden Gardens",10,0,8,"All","All",Inf,7.5
"Royal Challengers Bangalore","Virat Kohli","Feroz Shah Kotla",11,0,6,"All","All",Inf,11
"Royal Challengers Bangalore","Virat Kohli","Himachal Pradesh Cricket Association Stadium",13,0,6,"All","All",Inf,13
"Royal Challengers Bangalore","Virat Kohli","M Chinnaswamy Stadium",93,1,54,"All","All",93,10.3333333333333
"Royal Challengers Bangalore","Virat Kohli","MA Chidambaram Stadium",65,0,36,"All","All",Inf,10.8333333333333
"Royal Challengers Bangalore","Virat Kohli","Nehru Stadium",14,1,12,"All","All",14,7
"Royal Challengers Bangalore","Virat Kohli","New Wanderers Stadium",12,0,12,"All","All",Inf,6
"Royal Challengers Bangalore","Virat Kohli","Punjab Cricket Association Stadium",9,0,6,"All","All",Inf,9
"Royal Challengers Bangalore","Virat Kohli","Rajiv Gandhi International Stadium",25,2,22,"All","All",12.5,6.81818181818182
"Royal Challengers Bangalore","Virat Kohli","Sardar Patel Stadium",4,0,5,"All","All",Inf,4.8
"Royal Challengers Bangalore","Virat Kohli","Sawai Mansingh Stadium",33,0,30,"All","All",Inf,6.6
"Royal Challengers Bangalore","Virat Kohli","St George's Park",9,0,6,"All","All",Inf,9
"Royal Challengers Bangalore","Virat Kohli","SuperSport Park",25,0,18,"All","All",Inf,8.33333333333333
"Royal Challengers Bangalore","Virat Kohli","Vidarbha Cricket Association Stadium",16,0,12,"All","All",Inf,8
"Royal Challengers Bangalore","Virat Kohli","Wankhede Stadium",19,0,12,"All","All",Inf,9.5
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Brabourne Stadium",50,4,54,"All","All",12.5,5.55555555555556
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Dr DY Patil Sports Academy",115,7,78,"All","All",16.4285714285714,8.84615384615385
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Eden Gardens",42,1,24,"All","All",42,10.5
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Maharashtra Cricket Association Stadium",82,5,66,"All","All",16.4,7.45454545454546
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Narendra Modi Stadium",26,1,24,"All","All",26,6.5
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Sharjah Cricket Stadium",40,0,24,"All","All",Inf,10
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Wankhede Stadium",115,8,96,"All","All",14.375,7.1875
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Zayed Cricket Stadium",20,0,12,"All","All",Inf,10
"Royal Challengers Bangalore","Washington Sundar","Dubai International Cricket Stadium",120,3,126,"All","All",40,5.71428571428571
"Royal Challengers Bangalore","Washington Sundar","Eden Gardens",48,1,24,"All","All",48,12
"Royal Challengers Bangalore","Washington Sundar","Feroz Shah Kotla",29,1,24,"All","All",29,7.25
"Royal Challengers Bangalore","Washington Sundar","M Chinnaswamy Stadium",157,6,114,"All","All",26.1666666666667,8.26315789473684
"Royal Challengers Bangalore","Washington Sundar","MA Chidambaram Stadium",54,2,42,"All","All",27,7.71428571428572
"Royal Challengers Bangalore","Washington Sundar","Narendra Modi Stadium",28,0,24,"All","All",Inf,7
"Royal Challengers Bangalore","Washington Sundar","Sharjah Cricket Stadium",79,3,66,"All","All",26.3333333333333,7.18181818181818
"Royal Challengers Bangalore","Washington Sundar","Sheikh Zayed Stadium",21,0,12,"All","All",Inf,10.5
"Royal Challengers Bangalore","Washington Sundar","Wankhede Stadium",68,1,42,"All","All",68,9.71428571428572
"Royal Challengers Bangalore","Washington Sundar","Zayed Cricket Stadium",78,2,96,"All","All",39,4.875
"Royal Challengers Bangalore","Yuvraj Singh","Dubai International Cricket Stadium",19,0,18,"All","All",Inf,6.33333333333333
"Royal Challengers Bangalore","Yuvraj Singh","Eden Gardens",21,0,12,"All","All",Inf,10.5
"Royal Challengers Bangalore","Yuvraj Singh","M Chinnaswamy Stadium",112,5,78,"All","All",22.4,8.61538461538461
"Royal Challengers Bangalore","Yuvraj Singh","Rajiv Gandhi International Stadium",10,0,10,"All","All",Inf,6
"Royal Challengers Bangalore","Yuvraj Singh","Sharjah Cricket Stadium",16,0,12,"All","All",Inf,8
"Royal Challengers Bangalore","Yuvraj Singh","Wankhede Stadium",9,0,6,"All","All",Inf,9
"Royal Challengers Bangalore","Yuzvendra Chahal","Dubai International Cricket Stadium",313,19,282,"All","All",16.4736842105263,6.65957446808511
"Royal Challengers Bangalore","Yuzvendra Chahal","Eden Gardens",206,5,132,"All","All",41.2,9.36363636363636
"Royal Challengers Bangalore","Yuzvendra Chahal","Feroz Shah Kotla",93,4,66,"All","All",23.25,8.45454545454546
"Royal Challengers Bangalore","Yuzvendra Chahal","Holkar Cricket Stadium",35,2,33,"All","All",17.5,6.36363636363636
"Royal Challengers Bangalore","Yuzvendra Chahal","JSCA International Stadium Complex",55,2,48,"All","All",27.5,6.875
"Royal Challengers Bangalore","Yuzvendra Chahal","M Chinnaswamy Stadium",1093,51,847,"All","All",21.4313725490196,7.74262101534829
"Royal Challengers Bangalore","Yuzvendra Chahal","MA Chidambaram Stadium",146,4,120,"All","All",36.5,7.3
"Royal Challengers Bangalore","Yuzvendra Chahal","Maharashtra Cricket Association Stadium",74,2,54,"All","All",37,8.22222222222222
"Royal Challengers Bangalore","Yuzvendra Chahal","Narendra Modi Stadium",44,1,36,"All","All",44,7.33333333333333
"Royal Challengers Bangalore","Yuzvendra Chahal","Punjab Cricket Association IS Bindra Stadium",63,3,48,"All","All",21,7.875
"Royal Challengers Bangalore","Yuzvendra Chahal","Punjab Cricket Association Stadium",25,2,12,"All","All",12.5,12.5
"Royal Challengers Bangalore","Yuzvendra Chahal","Rajiv Gandhi International Stadium",157,3,108,"All","All",52.3333333333333,8.72222222222222
"Royal Challengers Bangalore","Yuzvendra Chahal","Sardar Patel Stadium",25,2,19,"All","All",12.5,7.89473684210526
"Royal Challengers Bangalore","Yuzvendra Chahal","Saurashtra Cricket Association Stadium",64,4,48,"All","All",16,8
"Royal Challengers Bangalore","Yuzvendra Chahal","Sawai Mansingh Stadium",43,2,48,"All","All",21.5,5.375
"Royal Challengers Bangalore","Yuzvendra Chahal","Shaheed Veer Narayan Singh International Stadium",32,3,24,"All","All",10.6666666666667,8
"Royal Challengers Bangalore","Yuzvendra Chahal","Sharjah Cricket Stadium",181,12,181,"All","All",15.0833333333333,6
"Royal Challengers Bangalore","Yuzvendra Chahal","Sheikh Zayed Stadium",41,2,42,"All","All",20.5,5.85714285714286
"Royal Challengers Bangalore","Yuzvendra Chahal","Wankhede Stadium",218,7,144,"All","All",31.1428571428571,9.08333333333333
"Royal Challengers Bangalore","Yuzvendra Chahal","Zayed Cricket Stadium",155,9,132,"All","All",17.2222222222222,7.04545454545455
"Royal Challengers Bangalore","Zaheer Khan","Eden Gardens",128,2,66,"All","All",64,11.6363636363636
"Royal Challengers Bangalore","Zaheer Khan","Feroz Shah Kotla",107,5,72,"All","All",21.4,8.91666666666667
"Royal Challengers Bangalore","Zaheer Khan","M Chinnaswamy Stadium",616,24,480,"All","All",25.6666666666667,7.7
"Royal Challengers Bangalore","Zaheer Khan","MA Chidambaram Stadium",127,3,96,"All","All",42.3333333333333,7.9375
"Royal Challengers Bangalore","Zaheer Khan","Nehru Stadium",28,1,24,"All","All",28,7
"Royal Challengers Bangalore","Zaheer Khan","Punjab Cricket Association Stadium",60,2,48,"All","All",30,7.5
"Royal Challengers Bangalore","Zaheer Khan","Rajiv Gandhi International Stadium",62,5,48,"All","All",12.4,7.75
"Royal Challengers Bangalore","Zaheer Khan","Sawai Mansingh Stadium",99,1,72,"All","All",99,8.25
"Royal Challengers Bangalore","Zaheer Khan","Subrata Roy Sahara Stadium",21,2,24,"All","All",10.5,5.25
"Royal Challengers Bangalore","Zaheer Khan","Wankhede Stadium",64,4,72,"All","All",16,5.33333333333333
"Sunrisers Hyderabad","Abdul Samad","Dr DY Patil Sports Academy",8,0,6,"All","All",Inf,8
"Sunrisers Hyderabad","Abdul Samad","Dubai International Cricket Stadium",69,1,30,"All","All",69,13.8
"Sunrisers Hyderabad","Abdul Samad","Sharjah Cricket Stadium",36,1,18,"All","All",36,12
"Sunrisers Hyderabad","Abhishek Sharma","Dubai International Cricket Stadium",54,2,36,"All","All",27,9
"Sunrisers Hyderabad","Abhishek Sharma","MA Chidambaram Stadium",43,2,36,"All","All",21.5,7.16666666666667
"Sunrisers Hyderabad","Abhishek Sharma","Maharashtra Cricket Association Stadium",15,0,6,"All","All",Inf,15
"Sunrisers Hyderabad","Abhishek Sharma","Rajiv Gandhi International Stadium",21,1,12,"All","All",21,10.5
"Sunrisers Hyderabad","Abhishek Sharma","Sharjah Cricket Stadium",9,0,12,"All","All",Inf,4.5
"Sunrisers Hyderabad","Abhishek Sharma","Wankhede Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Sunrisers Hyderabad","Abhishek Sharma","Zayed Cricket Stadium",49,2,36,"All","All",24.5,8.16666666666667
"Sunrisers Hyderabad","Aiden Markram","Brabourne Stadium",11,0,6,"All","All",Inf,11
"Sunrisers Hyderabad","Aiden Markram","Dr DY Patil Sports Academy",17,1,12,"All","All",17,8.5
"Sunrisers Hyderabad","Aiden Markram","Maharashtra Cricket Association Stadium",36,0,18,"All","All",Inf,12
"Sunrisers Hyderabad","Amit Mishra","Dubai International Cricket Stadium",92,0,48,"All","All",Inf,11.5
"Sunrisers Hyderabad","Amit Mishra","Eden Gardens",28,0,18,"All","All",Inf,9.33333333333333
"Sunrisers Hyderabad","Amit Mishra","Feroz Shah Kotla",54,4,66,"All","All",13.5,4.90909090909091
"Sunrisers Hyderabad","Amit Mishra","M Chinnaswamy Stadium",42,0,24,"All","All",Inf,10.5
"Sunrisers Hyderabad","Amit Mishra","MA Chidambaram Stadium",26,3,24,"All","All",8.66666666666667,6.5
"Sunrisers Hyderabad","Amit Mishra","Punjab Cricket Association Stadium",20,0,12,"All","All",Inf,10
"Sunrisers Hyderabad","Amit Mishra","Rajiv Gandhi International Stadium",275,13,258,"All","All",21.1538461538462,6.3953488372093
"Sunrisers Hyderabad","Amit Mishra","Sardar Patel Stadium",13,0,24,"All","All",Inf,3.25
"Sunrisers Hyderabad","Amit Mishra","Sawai Mansingh Stadium",20,0,12,"All","All",Inf,10
"Sunrisers Hyderabad","Amit Mishra","Sharjah Cricket Stadium",83,2,45,"All","All",41.5,11.0666666666667
"Sunrisers Hyderabad","Amit Mishra","Sheikh Zayed Stadium",26,2,24,"All","All",13,6.5
"Sunrisers Hyderabad","Amit Mishra","Subrata Roy Sahara Stadium",19,4,24,"All","All",4.75,4.75
"Sunrisers Hyderabad","Amit Mishra","Wankhede Stadium",36,0,18,"All","All",Inf,12
"Sunrisers Hyderabad","Anand Rajan","Feroz Shah Kotla",20,1,24,"All","All",20,5
"Sunrisers Hyderabad","Anand Rajan","Rajiv Gandhi International Stadium",22,1,24,"All","All",22,5.5
"Sunrisers Hyderabad","Ankit Sharma","Rajiv Gandhi International Stadium",17,0,12,"All","All",Inf,8.5
"Sunrisers Hyderabad","Ashish Nehra","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",44,6,42,"All","All",7.33333333333333,6.28571428571429
"Sunrisers Hyderabad","Ashish Nehra","Eden Gardens",35,1,24,"All","All",35,8.75
"Sunrisers Hyderabad","Ashish Nehra","M Chinnaswamy Stadium",21,0,13,"All","All",Inf,9.69230769230769
"Sunrisers Hyderabad","Ashish Nehra","Punjab Cricket Association IS Bindra Stadium",77,3,41,"All","All",25.6666666666667,11.2682926829268
"Sunrisers Hyderabad","Ashish Nehra","Rajiv Gandhi International Stadium",173,6,139,"All","All",28.8333333333333,7.46762589928058
"Sunrisers Hyderabad","Ashish Nehra","Wankhede Stadium",46,1,24,"All","All",46,11.5
"Sunrisers Hyderabad","Ashish Reddy","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",20,1,18,"All","All",20,6.66666666666667
"Sunrisers Hyderabad","Ashish Reddy","Eden Gardens",15,1,12,"All","All",15,7.5
"Sunrisers Hyderabad","Ashish Reddy","M Chinnaswamy Stadium",48,1,23,"All","All",48,12.5217391304348
"Sunrisers Hyderabad","Ashish Reddy","MA Chidambaram Stadium",15,0,4,"All","All",Inf,22.5
"Sunrisers Hyderabad","Ashish Reddy","Rajiv Gandhi International Stadium",61,4,42,"All","All",15.25,8.71428571428571
"Sunrisers Hyderabad","Barinder Sran","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",44,3,45,"All","All",14.6666666666667,5.86666666666667
"Sunrisers Hyderabad","Barinder Sran","Eden Gardens",31,1,24,"All","All",31,7.75
"Sunrisers Hyderabad","Barinder Sran","Feroz Shah Kotla",57,1,36,"All","All",57,9.5
"Sunrisers Hyderabad","Barinder Sran","M Chinnaswamy Stadium",41,1,18,"All","All",41,13.6666666666667
"Sunrisers Hyderabad","Barinder Sran","Rajiv Gandhi International Stadium",199,5,138,"All","All",39.8,8.65217391304348
"Sunrisers Hyderabad","Barinder Sran","Saurashtra Cricket Association Stadium",36,1,24,"All","All",36,9
"Sunrisers Hyderabad","Barinder Sran","Shaheed Veer Narayan Singh International Stadium",34,2,24,"All","All",17,8.5
"Sunrisers Hyderabad","Basil Thampi","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",41,0,24,"All","All",Inf,10.25
"Sunrisers Hyderabad","Basil Thampi","M Chinnaswamy Stadium",99,0,48,"All","All",Inf,12.375
"Sunrisers Hyderabad","Basil Thampi","Rajiv Gandhi International Stadium",14,2,14,"All","All",7,6
"Sunrisers Hyderabad","Basil Thampi","Sawai Mansingh Stadium",26,1,12,"All","All",26,13
"Sunrisers Hyderabad","Basil Thampi","Wankhede Stadium",44,2,35,"All","All",22,7.54285714285714
"Sunrisers Hyderabad","Basil Thampi","Zayed Cricket Stadium",46,1,24,"All","All",46,11.5
"Sunrisers Hyderabad","Ben Cutting","Eden Gardens",41,1,24,"All","All",41,10.25
"Sunrisers Hyderabad","Ben Cutting","Feroz Shah Kotla",34,3,36,"All","All",11.3333333333333,5.66666666666667
"Sunrisers Hyderabad","Ben Cutting","M Chinnaswamy Stadium",35,2,24,"All","All",17.5,8.75
"Sunrisers Hyderabad","Ben Cutting","Punjab Cricket Association IS Bindra Stadium",11,0,7,"All","All",Inf,9.42857142857143
"Sunrisers Hyderabad","Ben Cutting","Rajiv Gandhi International Stadium",64,0,40,"All","All",Inf,9.6
"Sunrisers Hyderabad","Ben Cutting","Wankhede Stadium",18,0,12,"All","All",Inf,9
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",42,2,24,"All","All",21,10.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Arun Jaitley Stadium",37,0,24,"All","All",Inf,9.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Brabourne Stadium",114,6,85,"All","All",19,8.04705882352941
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Dr DY Patil Sports Academy",120,6,96,"All","All",20,7.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",113,4,108,"All","All",28.25,6.27777777777778
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Dubai International Cricket Stadium",171,4,157,"All","All",42.75,6.53503184713376
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Eden Gardens",216,10,158,"All","All",21.6,8.20253164556962
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Feroz Shah Kotla",180,10,144,"All","All",18,7.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Green Park",25,2,20,"All","All",12.5,7.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","JSCA International Stadium Complex",36,0,24,"All","All",Inf,9
"Sunrisers Hyderabad","Bhuvneshwar Kumar","M Chinnaswamy Stadium",161,9,125,"All","All",17.8888888888889,7.728
"Sunrisers Hyderabad","Bhuvneshwar Kumar","MA Chidambaram Stadium",185,4,138,"All","All",46.25,8.04347826086956
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Maharashtra Cricket Association Stadium",155,3,120,"All","All",51.6666666666667,7.75
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Cricket Association IS Bindra Stadium",109,5,96,"All","All",21.8,6.8125
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Cricket Association Stadium",23,2,24,"All","All",11.5,5.75
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajiv Gandhi International Stadium",1015,35,775,"All","All",29,7.85806451612903
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Sardar Patel Stadium",14,4,24,"All","All",3.5,3.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Saurashtra Cricket Association Stadium",29,4,24,"All","All",7.25,7.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Sawai Mansingh Stadium",22,0,24,"All","All",Inf,5.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Shaheed Veer Narayan Singh International Stadium",53,1,48,"All","All",53,6.625
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Sharjah Cricket Stadium",110,6,96,"All","All",18.3333333333333,6.875
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Sheikh Zayed Stadium",21,1,21,"All","All",21,6
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Wankhede Stadium",222,9,199,"All","All",24.6666666666667,6.69346733668342
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Zayed Cricket Stadium",79,3,66,"All","All",26.3333333333333,7.18181818181818
"Sunrisers Hyderabad","Billy Stanlake","Eden Gardens",21,2,24,"All","All",10.5,5.25
"Sunrisers Hyderabad","Billy Stanlake","Rajiv Gandhi International Stadium",109,3,72,"All","All",36.3333333333333,9.08333333333333
"Sunrisers Hyderabad","Bipul Sharma","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",14,0,6,"All","All",Inf,14
"Sunrisers Hyderabad","Bipul Sharma","Eden Gardens",43,1,36,"All","All",43,7.16666666666667
"Sunrisers Hyderabad","Bipul Sharma","Feroz Shah Kotla",37,1,30,"All","All",37,7.4
"Sunrisers Hyderabad","Bipul Sharma","M Chinnaswamy Stadium",19,1,14,"All","All",19,8.14285714285714
"Sunrisers Hyderabad","Bipul Sharma","Maharashtra Cricket Association Stadium",30,1,24,"All","All",30,7.5
"Sunrisers Hyderabad","Bipul Sharma","Rajiv Gandhi International Stadium",147,4,102,"All","All",36.75,8.64705882352941
"Sunrisers Hyderabad","Bipul Sharma","Saurashtra Cricket Association Stadium",10,1,12,"All","All",10,5
"Sunrisers Hyderabad","Cameron White","M Chinnaswamy Stadium",14,1,6,"All","All",14,14
"Sunrisers Hyderabad","Cameron White","Rajiv Gandhi International Stadium",2,0,6,"All","All",Inf,2
